DepartmentID,AgencyID,ContractingOfficeCode,ContractingOfficeName,StartDate,EndDate,AddressLine1,AddressLine2,AddressLine3,AddressCity,AddressState,ZipCode,CountryCode,Depot,FISC,TFBSOrelated,CSIScreatedDate,CSISmodifieddDate,OCOcrisisScore,OCOcrisisPercent,CrisisPercent,PlaceIntlPercent
NULL,NULL,00123,BRD UPPER MIDWEST ENVIRONMENTAL SCIENCE CENT,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
1400,1434,00125,BRD NATIONAL WILDLIFE HEALTH CENTER (NWHC),1999-01-01 00:00:00.0000000,2013-09-24 00:00:00.0000000,6006 SCHROEDER ROAD,NULL,NULL,MADISON,WI,53711,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0006,0.1057
1400,1434,00126,NULL,1999-01-01 00:00:00.0000000,2011-12-28 00:00:00.0000000,2150 CENTRE AVENUE BUILDING C,NULL,NULL,FORT COLLINS,CO,80526,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0001,0.0048
1400,1434,00127,NULL,1999-01-01 00:00:00.0000000,2013-10-01 00:00:00.0000000,700 CAJUNDOME BLVD,NULL,NULL,LAFAYETTE,LA,70506,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0014,0.0212,0.0125
NULL,NULL,00128,BRD COLUMBIA ENVIRONMENTAL RESEARCH CENTER (,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.1074
1400,1434,00129,BRD NORTHERN PRAIRIE WILDLIFE RESEARCH CENTE,1999-01-01 00:00:00.0000000,2013-09-23 00:00:00.0000000,R (NPWRC),8711 37TH STREET SE,NULL,JAMESTOWN,ND,58401,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0009,0.0229
NULL,NULL,00130,NULL,1978-10-15 00:00:00.0000000,2014-01-15 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0001,0.0003,0.1896
2800,2800,00131,REGION 03 - WILKES-BARRE DATA OPERATIONS CENTER,2004-10-01 00:00:00.0000000,2013-08-22 00:00:00.0000000,1150 EAST MOUNTAIN DRIVE,NULL,NULL,WILKES-BARRE,PA,18702,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0061
2800,2800,00132,NULL,2005-10-01 00:00:00.0000000,2013-09-24 00:00:00.0000000,300 SPRING GARDEN STREET,NULL,NULL,PHILADELPHIA,PA,19101,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
NULL,NULL,00133,NULL,1978-10-01 00:00:00.0000000,2014-01-01 00:00:00.0000000,NULL,R.D. 5 WILLIAM PENN RD,NULL,NULL,PA,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
NULL,NULL,00134,BRD PACIFIC ISLAND ECOSYSTEM RESEARCH CENTER,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.3108
1400,1434,00136,NULL,1999-01-01 00:00:00.0000000,2013-07-23 00:00:00.0000000,CENTER (FRESC),3200 SW JEFFERSON WAY,NULL,CORVALLIS,OR,97331,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0025,0.0025,0.0322
NULL,NULL,00137,BRD SNAKE RIVER FIELD STATION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
1400,1434,00138,BRD WESTERN FISHERIES RESEARCH CENTER,1999-01-01 00:00:00.0000000,2013-09-24 00:00:00.0000000,6505 NE 65TH STREET,NULL,NULL,SEATTLE,WA,981155016,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.1139
1400,1434,00139,"BRD, COLUMBIA RIVER RESEARCH LABORATORY",1999-01-01 00:00:00.0000000,2013-06-13 00:00:00.0000000,5501A COOK UNDERWOOD ROAD,NULL,NULL,COOK,WA,98605,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0681
NULL,NULL,00140,NULL,1978-10-15 00:00:00.0000000,2013-09-29 00:00:00.0000000,NULL,NULL,NULL,ATLANTA,GA,30323,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0025,0.0710
2800,2800,00141,REGION 04 - SOUTHEAST PROGRAM SERVICE CENTER,2004-10-01 00:00:00.0000000,2013-09-30 00:00:00.0000000,2001 12TH AV N.,NULL,NULL,BIRMINGHAM,AL,35285,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.1012
2800,2800,00142,NULL,2003-10-01 00:00:00.0000000,2013-09-30 00:00:00.0000000,NULL,NULL,NULL,ATLANTA,GA,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0318
NULL,NULL,00145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.2485
NULL,NULL,00150,NULL,1979-07-15 00:00:00.0000000,2013-11-04 00:00:00.0000000,NULL,29TH FLOOR,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0001,0.0001,0.3482
2800,2800,00151,REGION 05 - OFFICE OF HEARINGS AND APPEALS,2003-10-01 00:00:00.0000000,2013-09-18 00:00:00.0000000,111,NULL,NULL,CHICAGO,IL,60606,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,1.0000
NULL,NULL,00152,NULL,2003-09-30 00:00:00.0000000,2013-09-25 00:00:00.0000000,NULL,800 W EVERGREEN STE 216,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
7500,7504,00158,DEPT OF HHS/OFFICE OF THE INSPECTOR GENERAL,1978-10-15 00:00:00.0000000,NULL,REGIONAL CONTRACTING OFFICER,29TH FLOOR,300 S. WACKER DRIVE,CHICAGO,IL,60606,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,NULL,NULL,NULL,NULL
NULL,NULL,00160,NULL,1979-05-15 00:00:00.0000000,2013-09-27 00:00:00.0000000,NULL,ROOM 1260,NULL,DALLAS,TX,75202,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0185,0.3669
NULL,NULL,00161,NULL,1978-10-01 00:00:00.0000000,2013-09-27 00:00:00.0000000,NULL,ROFEC,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0055,0.0282,0.2335
2800,2800,00162,REGION 06 - OFFICE OF HEARINGS AND APPEALS,2005-10-01 00:00:00.0000000,2012-06-01 00:00:00.0000000,"SUITE 2900, M/S 302C",NULL,NULL,DALLAS,TX,75202,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,NULL,NULL,NULL,NULL
2800,2800,00163,REGION 06 - RELOCATIONS,2005-10-01 00:00:00.0000000,2013-08-26 00:00:00.0000000,1301 YOUNG ST.,NULL,NULL,DALLAS,TX,75202,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0113
NULL,1700,00167,,2001-10-10 00:00:00.0000000,2002-07-16 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,NULL,00170,NULL,1978-10-15 00:00:00.0000000,2013-09-22 00:00:00.0000000,NULL,NULL,NULL,KANSAS CITY,MO,64106,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0001,0.0629
2800,2800,00171,REGION 07 - RELOCATIONS,2005-10-01 00:00:00.0000000,2013-07-16 00:00:00.0000000,FEDERAL OFFICE BUILDING,"601 E. 12TH STREET, RM. 436",NULL,KANSAS CITY,MO,64106,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
NULL,1700,00173,,2002-04-16 00:00:00.0000000,2002-04-16 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,NULL,00175,DEPT OF JUST/FEDERAL PRISON SYSTEM,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,NULL,NULL,NULL
NULL,1700,00178,,2002-08-05 00:00:00.0000000,2002-08-05 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
NULL,NULL,00180,NULL,1978-10-15 00:00:00.0000000,2013-07-10 00:00:00.0000000,NULL,NULL,1961 STOUT STREET,DENVER,CO,80294,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.3798
2800,2800,00181,REGION 08 - RELOCATIONS,2005-10-01 00:00:00.0000000,2013-04-16 00:00:00.0000000,FEDERAL OFFICE BUILDING,"1961 STOUT STREET, RM. 325",NULL,DENVER,CO,80294,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
1200,1236,00186,DEPT OF AGRIC/FARMERS HOME ADMINISTRATION,2003-09-30 00:00:00.0000000,NULL,634 S BAILEY SUITE 103  TULL BLDG,NULL,NULL,PALMER,AK,99645,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,NULL,NULL,NULL,NULL
NULL,NULL,00190,NULL,1978-10-15 00:00:00.0000000,2013-09-26 00:00:00.0000000,NULL,NULL,UNITED NATIONS PLAZA,SAN FRANCISCO,CA,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0354
NULL,NULL,00191,NULL,1982-06-15 00:00:00.0000000,2013-07-18 00:00:00.0000000,NULL,HEALTH AND HUMAN SERVICES,50 UNITED NATIONS PLAZA,SAN FRANCISCO,CA,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,1.0000
2800,2800,00192,REGION 09 - RELOCATIONS,2005-10-01 00:00:00.0000000,2013-11-18 00:00:00.0000000,1221 NEVIN AVE,NULL,NULL,RICHMOND,CA,94801,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
7500,NULL,00200,NULL,1978-10-01 00:00:00.0000000,9011-09-09 00:00:00.0000000,NULL,ROOM 300,"1600 CLIFTON ROAD, NE",ATLANTA,GA,30333,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0025,0.0041,0.1549
NULL,3600,00200S,200 IFCAP ACTIONS,2010-05-04 00:00:00.0000000,2010-12-10 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
NULL,NULL,00205,NULL,1978-10-01 00:00:00.0000000,2012-10-01 00:00:00.0000000,NULL,RY,"1600 CLIFTON ROAD, NE",NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
1200,1230,00207,DEPT OF AGRIC/AGRICULTURAL RESEARCH SERVICE,2003-09-30 00:00:00.0000000,NULL,US SHEEP EXPERIMENT STATION,HC 62 BOX 2010,NULL,DUBOIS,ID,83423,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,NULL,NULL,NULL,NULL
1200,NULL,00208,DEPT OF AGRIC/AGRICULTURAL RESEARCH SERVICE,2003-09-30 00:00:00.0000000,NULL,SOIL AND WATER MANAGEMENT RESEARCH UNIT,"ROUTE 1, 3793 NORTH 3600 EAST",NULL,KIMBERLY,ID,83341,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,NULL,NULL,NULL,NULL
NULL,NULL,00211,NULL,1978-10-01 00:00:00.0000000,2013-12-01 00:00:00.0000000,NULL,NULL,P.O. BOX 2548,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0034
7500,7523,00212,DEPT OF HHS/CENTERS FOR DISEASE CONTROL,1990-05-01 00:00:00.0000000,2070-05-06 00:00:00.0000000,ADMIN OFFICER-OCCUPATIONAL SAFETY & HEALTH,"944 CHESTNUT RIDGE RD., ROOM 37",NULL,MORGANTOWN,WV,26505,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0001,0.0001,0.0430
7500,NULL,00213,NULL,1981-09-15 00:00:00.0000000,2011-06-22 00:00:00.0000000,DIVISION OF MATERIAL MANAGEMENT,NULL,5600 FISHERS LANE,ROCKVILLE,MD,20852,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0002
7500,7523,00214,"NIEHS SPOKANE, WASHINGTON",2005-08-16 00:00:00.0000000,2013-09-26 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0010,0.0010,0.0017
NULL,1700,00218,,1999-12-07 00:00:00.0000000,2008-02-28 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 11:45:04.8770000,2014-09-27 11:45:04.8770000,NULL,NULL,NULL,NULL
1200,1236,00219,DEPT OF AGRIC/FARMERS HOME ADMINISTRATION,2003-09-30 00:00:00.0000000,NULL,FARMERS HOME ADMINISTRATION,3232 ELDER STREET,NULL,BOISE,ID,83702,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,NULL,NULL,NULL,NULL
NULL,NULL,00220,NULL,1978-10-01 00:00:00.0000000,2013-09-20 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
NULL,NULL,00221,NULL,1978-10-01 00:00:00.0000000,2012-02-17 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
7500,NULL,00222,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,1978-10-01 00:00:00.0000000,2013-09-16 00:00:00.0000000,CONTRACTS&PROCUREMENT OFFICE,CENTER FOR TOXICOLOGICAL RESEARCH,"HFA-500, 5630 FISHERS LANE",ROCKVILLE,MD,20857,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0001,0.1053
7500,NULL,00223,NULL,1978-10-01 00:00:00.0000000,2013-09-30 00:00:00.0000000,NEGOTIATED CONTRACTS BRANCH,"HFA-500, 5630 FISHERS LANE",NULL,ROCKVILLE,MD,20857,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0005,0.0018,0.0740
1200,NULL,00224,NULL,2003-09-30 00:00:00.0000000,2007-03-29 00:00:00.0000000,FARMERS HOME ADMINISTRATION,510 ARTHUR STREET,NULL,CALDWELL,ID,83605,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,NULL,NULL,NULL,NULL
NULL,NULL,00226,NULL,1991-11-15 00:00:00.0000000,2013-07-25 00:00:00.0000000,NULL,1638 NORTH WASHINGTON AVENUE,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0330
1200,1236,00227,DEPT OF AGRIC/FARMERS HOME ADMINISTRATION,2003-09-30 00:00:00.0000000,NULL,FARMERS HOME ADMINISTRATION,203 NORTH A STREET,NULL,GRANGEVILLE,ID,83530,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,NULL,NULL,NULL,NULL
1200,1236,00228,DEPT OF AGRIC/FARMERS HOME ADMINISTRATION,2003-09-30 00:00:00.0000000,NULL,FARMERS HOME ADMINISTRATION,"1120 LINCOLN ROAD, P O BOX 1783",NULL,IDAHO FALLS,ID,83401,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,NULL,NULL,NULL,NULL
1200,1236,00229,DEPT OF AGRIC/FARMERS HOME ADMINISTRATION,1989-03-15 00:00:00.0000000,NULL,FARMERS HOME ADMINISTRATION,"GOVERNMENT SERVICES BLDG., 111 EAST AVENUE",NULL,JEROME,ID,83338,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,NULL,NULL,NULL,NULL
NULL,NULL,00230,NULL,1988-10-15 00:00:00.0000000,2010-05-10 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0055,0.0127
7500,7526,00231,BUREAU OF HEALTH RESOURCES DEVELOPMENT,1996-10-01 00:00:00.0000000,NULL,"PARKLAWD BUILDING, ROOM 13 A-19",NULL,NULL,ROCKVILLE,MD,20857,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0184
7500,NULL,00232,NULL,1996-10-01 00:00:00.0000000,2010-07-12 00:00:00.0000000,5600 FISHER LANE,"PARKLAWN BUIDING, ROOM 13 A-19",NULL,ROCKVILLE,MD,20857,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0495
NULL,NULL,00233,NULL,1978-10-01 00:00:00.0000000,2014-09-17 00:00:00.0000000,NULL,NULL,"ROOM 3B26, PARKLAWN BLDG.",NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0035,0.0041,0.0134
NULL,NULL,00234,NULL,1988-11-15 00:00:00.0000000,NULL,FARMERS HOME ADMINISTRATION,"250 SOUTH 4TH, ROOM 112, FEDERAL BUILDING",NULL,POCATELLO,ID,83201,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0012
NULL,NULL,00235,NULL,1978-10-01 00:00:00.0000000,2013-09-26 00:00:00.0000000,NULL,NULL,"2800 COTTAGE WAY, ROOM E1831",NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0016,0.0037
NULL,NULL,00236,NULL,1988-10-15 00:00:00.0000000,2044-04-01 00:00:00.0000000,NULL,NULL,"5600 FISHERS LANE, ROOM 6A29",NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0074,0.1699
1200,1236,00237,DEPT OF AGRIC/FARMERS HOME ADMINISTRATION,2003-09-30 00:00:00.0000000,NULL,FARMERS HOME ADMINISTRATION,182 EAST FREMONT,NULL,RIGBY,ID,83442,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,NULL,NULL,NULL,NULL
1200,1236,00238,DEPT OF AGRIC/FARMERS HOME ADMINISTRATION,2003-09-30 00:00:00.0000000,NULL,FARMERS HOME ADMINISTRATION,ROUTE 2 BOX 38,NULL,RUPERT,ID,83350,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,NULL,NULL,NULL,NULL
NULL,NULL,00239,NULL,1978-11-15 00:00:00.0000000,2014-09-30 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0002,0.0017,0.2318
NULL,NULL,00240,NULL,1978-10-01 00:00:00.0000000,2013-11-01 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0857
3600,3600,00240C,SAO CENTRAL,2009-09-07 00:00:00.0000000,2013-09-30 00:00:00.0000000,1639 MEDICAL CENTER PARKWAY,NULL,NULL,MURFREESBORO,TN,37129,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0006,0.0106,0.0264
3600,3600,00240E,SAO EAST,2009-09-07 00:00:00.0000000,2013-10-01 00:00:00.0000000,323 NORTH SHORE DRIVE SUITE 500,NULL,NULL,PITTSBURGH,PA,15212,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0267,0.0267,0.0067
NULL,NULL,00240S,VHA CLO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
3600,3600,00240W,SAO WEST,2009-09-07 00:00:00.0000000,2013-10-01 00:00:00.0000000,3230 PEACEKEEPER WAY,NULL,NULL,MCCLELLAN,CA,95652,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
NULL,NULL,00241,NULL,1978-10-01 00:00:00.0000000,2014-12-31 00:00:00.0000000,NULL,NULL,"CITIZENS BUILDING, ROOM 410",NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0017,0.0144,0.0142
3600,3600,00241P,NULL,2005-07-01 00:00:00.0000000,2012-09-07 00:00:00.0000000,ONE VA CENTER,NULL,NULL,TOGUS,ME,04330,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
NULL,3600,00241S,VISN 1 CONSOLIDATED,2010-03-23 00:00:00.0000000,2010-03-23 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
NULL,NULL,00242,NULL,1978-10-01 00:00:00.0000000,2103-06-26 00:00:00.0000000,NULL,NULL,"500 GOLD AVENUE, ROOM 4005",NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0006,0.0121,0.0245
3600,3600,00242P,NULL,2005-07-01 00:00:00.0000000,2012-01-26 00:00:00.0000000,113 HOLLAND AVE,NULL,NULL,ALBANY,NY,12208,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
NULL,3600,00242S,VISN 2 CONSOLIDATED SMALL PURCHASES,2010-01-20 00:00:00.0000000,2010-03-05 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
NULL,NULL,00243,NULL,1978-10-15 00:00:00.0000000,2013-12-24 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0008,0.0331,0.0068
3600,3600,00243F,243F NCO 3 NON VA CARE,2012-10-01 00:00:00.0000000,NULL,130 WEST KINGSBRIDGE RD,NULL,NULL,BRONX,NY,10468,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,NULL,NULL,NULL
3600,3600,00243P,NULL,2005-07-01 00:00:00.0000000,NULL,130 W KINGSBRIDGE ROAD,NULL,NULL,BRONX,NY,10468,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
NULL,3600,00243S,VISN 3 CONSOLIDATED SMALL PURCHASE,2009-01-09 00:00:00.0000000,2012-07-31 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
NULL,NULL,00244,NULL,1978-10-15 00:00:00.0000000,2013-10-01 00:00:00.0000000,NULL,NULL,P O BOX 2143,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0009,0.0067,0.0279
3600,3600,00244F,244F NCO 4 NON VA CARE,2012-10-01 00:00:00.0000000,NULL,1010 DELAFIELD ROAD,NULL,NULL,PITTSBURGH,PA,15215-1802,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,NULL,NULL,NULL,NULL
NULL,3600,00244S,VISN 4 CONTRACTING IFCAP ACTIONS,2011-05-05 00:00:00.0000000,2011-09-30 00:00:00.0000000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0000,0.0000,0.0000
NULL,NULL,00245,NULL,1978-10-01 00:00:00.0000000,2013-11-30 00:00:00.0000000,NULL,NULL,P.O. BOX G,NULL,NULL,NULL,USA,NULL,NULL,NULL,2014-09-27 10:14:56.3000000,2014-09-27 10:14:56.3000000,0,0.0003,0.0024,0.0226
