principalnaicscode,principalnaicscodeText,principalNAICS2DigitCode,principalNAICS3DigitCode,principalNAICS4DigitCode,NAICS_shorthand,NAICS_unabbreviated,CriticalTech
326211,Tire Manufacturing (except Retreading),31-33,326,3262,NULL,NULL,Remaining Sectors
326212,Tire Retreading,31-33,326,3262,NULL,NULL,Remaining Sectors
326220,Rubber and Plastics Hoses and Belting Manufacturing,31-33,326,3262,NULL,NULL,Remaining Sectors
326291,Rubber Product Manufacturing for Mechanical Use,31-33,326,3262,NULL,NULL,Remaining Sectors
326299,All Other Rubber Product Manufacturing,31-33,326,3262,NULL,NULL,Remaining Sectors
327,Nonmetallic Mineral Product Manufacturing,31-33,327,NULL,NULL,NULL,Remaining Sectors
3271,Clay Product and Refractory Manufacturing,31-33,327,3271,NULL,NULL,Remaining Sectors
327110,"Pottery, Ceramics, and Plumbing Fixture Manufacturing",31-33,327,3271,NULL,NULL,Remaining Sectors
327111,Vitreous China Plumbing Fixture and China and Earthenware Bathroom Accessories Manufacturing,31-33,327,3271,NULL,NULL,Remaining Sectors
327112,"Vitreous China, Fine Earthenware, and Other Pottery Product Manufacturing",31-33,327,3271,NULL,NULL,Remaining Sectors
327113,Porcelain Electrical Supply Manufacturing,31-33,327,3271,NULL,NULL,Remaining Sectors
327120,Clay Building Material and Refractories Manufacturing,31-33,327,3271,NULL,NULL,Remaining Sectors
327121,Brick and Structural Clay Tile Manufacturing,31-33,327,3271,NULL,NULL,Remaining Sectors
327122,Ceramic Wall and Floor Tile Manufacturing,31-33,327,3271,NULL,NULL,Remaining Sectors
327123,Other Structural Clay Product Manufacturing,31-33,327,3271,NULL,NULL,Remaining Sectors
327124,Clay Refractory Manufacturing,31-33,327,3271,NULL,NULL,Remaining Sectors
327125,Nonclay Refractory Manufacturing,31-33,327,3271,NULL,NULL,Remaining Sectors
3272,Glass and Glass Product Manufacturing,31-33,327,3272,NULL,NULL,Remaining Sectors
327210,Glass and Glass Product Manufacturing,31-33,327,3272,NULL,NULL,Remaining Sectors
327211,Flat Glass Manufacturing,31-33,327,3272,NULL,NULL,Remaining Sectors
327212,Other Pressed and Blown Glass and Glassware Manufacturing,31-33,327,3272,NULL,NULL,Remaining Sectors
327213,Glass Container Manufacturing,31-33,327,3272,NULL,NULL,Remaining Sectors
327215,Glass Product Manufacturing Made of Purchased Glass,31-33,327,3272,NULL,NULL,Remaining Sectors
3273,Cement and Concrete Product Manufacturing,31-33,327,3273,NULL,NULL,Remaining Sectors
327310,Cement Manufacturing,31-33,327,3273,NULL,NULL,Remaining Sectors
327320,Ready-Mix Concrete Manufacturing,31-33,327,3273,NULL,NULL,Remaining Sectors
327331,Concrete Block and Brick Manufacturing,31-33,327,3273,NULL,NULL,Remaining Sectors
327332,Concrete Pipe Manufacturing,31-33,327,3273,NULL,NULL,Remaining Sectors
32739,Other Concrete Product Manufacturing,31-33,327,3273,NULL,NULL,Remaining Sectors
327390,Other Concrete Product Manufacturing,31-33,327,3273,NULL,NULL,Remaining Sectors
3274,Lime and Gypsum Product Manufacturing,31-33,327,3274,NULL,NULL,Remaining Sectors
327410,Lime Manufacturing,31-33,327,3274,NULL,NULL,Remaining Sectors
327420,Gypsum Product Manufacturing,31-33,327,3274,NULL,NULL,Remaining Sectors
3279,Other Nonmetallic Mineral Product Manufacturing,31-33,327,3279,NULL,NULL,Remaining Sectors
327910,Abrasive Product Manufacturing,31-33,327,3279,NULL,NULL,Remaining Sectors
327991,Cut Stone and Stone Product Manufacturing,31-33,327,3279,NULL,NULL,Remaining Sectors
327992,Ground or Treated Mineral and Earth Manufacturing,31-33,327,3279,NULL,NULL,Remaining Sectors
327993,Mineral Wool Manufacturing,31-33,327,3279,NULL,NULL,Remaining Sectors
327999,All Other Miscellaneous Nonmetallic Mineral Product Manufacturing,31-33,327,3279,NULL,NULL,Remaining Sectors
331,Primary Metal Manufacturing,31-33,331,NULL,NULL,NULL,Remaining Sectors
3311,Iron and Steel Mills and Ferroalloy Manufacturing,31-33,331,3311,NULL,NULL,Remaining Sectors
331110,Iron and Steel Mills and Ferroalloy Manufacturing,31-33,331,3311,NULL,NULL,Remaining Sectors
331111,Iron and Steel Mills,31-33,331,3311,NULL,NULL,Remaining Sectors
331112,Electrometallurgical Ferroalloy Product Manufacturing,31-33,331,3311,NULL,NULL,Remaining Sectors
3312,Steel Product Manufacturing from Purchased Steel,31-33,331,3312,NULL,NULL,Remaining Sectors
33121,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,31-33,331,3312,NULL,NULL,Remaining Sectors
331210,Iron and Steel Pipe and Tube Manufacturing from Purchased Steel,31-33,331,3312,NULL,NULL,Remaining Sectors
331221,Rolled Steel Shape Manufacturing,31-33,331,3312,NULL,NULL,Remaining Sectors
331222,Steel Wire Drawing,31-33,331,3312,NULL,NULL,Remaining Sectors
3313,Alumina and Aluminum Production and Processing,31-33,331,3313,NULL,NULL,Remaining Sectors
331311,Alumina Refining,31-33,331,3313,NULL,NULL,Remaining Sectors
331312,Primary Aluminum Production,31-33,331,3313,NULL,NULL,Remaining Sectors
331313,Alumina Refining and Primary Aluminum Production,31-33,331,3313,NULL,NULL,Remaining Sectors
331314,Secondary Smelting and Alloying of Aluminum,31-33,331,3313,NULL,NULL,Remaining Sectors
331315,"Aluminum Sheet, Plate, and Foil Manufacturing",31-33,331,3313,NULL,NULL,Remaining Sectors
331316,Aluminum Extruded Product Manufacturing,31-33,331,3313,NULL,NULL,Remaining Sectors
331318,"Other Aluminum Rolling, Drawing, and Extruding",31-33,331,3313,NULL,NULL,Remaining Sectors
331319,Other Aluminum Rolling and Drawing,31-33,331,3313,NULL,NULL,Remaining Sectors
3314,Nonferrous Metal (except Aluminum) Production and Processing,31-33,331,3314,NULL,NULL,Remaining Sectors
331410,Nonferrous Metal (except Aluminum) Smelting and Refining,31-33,331,3314,NULL,NULL,Remaining Sectors
331411,Primary Smelting and Refining Of Copper,31-33,331,3314,NULL,NULL,Remaining Sectors
331419,Primary Smelting and Refining Of Nonferrous Metal (Except Copper and Aluminum),31-33,331,3314,NULL,NULL,Remaining Sectors
331420,"Copper Rolling, Drawing, Extruding, and Alloying",31-33,331,3314,NULL,NULL,Remaining Sectors
331421,"Copper Rolling, Drawing, and Extruding",31-33,331,3314,NULL,NULL,Remaining Sectors
331422,Copper Wire (Except Mechanical) Drawing,31-33,331,3314,NULL,NULL,Remaining Sectors
331423,"Secondary Smelting, Refining, and Alloying Of Copper",31-33,331,3314,NULL,NULL,Remaining Sectors
331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",31-33,331,3314,NULL,NULL,Remaining Sectors
331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum)",31-33,331,3314,NULL,NULL,Remaining Sectors
3315,Foundries,31-33,331,3315,NULL,NULL,Remaining Sectors
331511,Iron Foundries,31-33,331,3315,NULL,NULL,Remaining Sectors
331512,Steel Investment Foundries,31-33,331,3315,NULL,NULL,Remaining Sectors
331513,Steel Foundries (except Investment),31-33,331,3315,NULL,NULL,Remaining Sectors
331521,Aluminum Die-Casting Foundries,31-33,331,3315,NULL,NULL,Remaining Sectors
331522,Nonferrous (Except Aluminum) Die-Casting Foundries,31-33,331,3315,NULL,NULL,Remaining Sectors
331523,Nonferrous Metal Die-Casting Foundries,31-33,331,3315,NULL,NULL,Remaining Sectors
331524,Aluminum Foundries (except Die-Casting),31-33,331,3315,NULL,NULL,Remaining Sectors
331525,Copper Foundries (Except Die-Casting),31-33,331,3315,NULL,NULL,Remaining Sectors
331528,Other Nonferrous Foundries (Except Die-Casting),31-33,331,3315,NULL,NULL,Remaining Sectors
331529,Other Nonferrous Metal Foundries (except Die-Casting),31-33,331,3315,NULL,NULL,Remaining Sectors
332,Fabricated Metal Product Manufacturing,31-33,332,NULL,NULL,NULL,Remaining Sectors
3321,Forging and Stamping,31-33,332,3321,NULL,NULL,Remaining Sectors
332111,Iron and Steel Forging,31-33,332,3321,NULL,NULL,Remaining Sectors
332112,Nonferrous Forging,31-33,332,3321,NULL,NULL,Remaining Sectors
332114,Custom Roll Forming,31-33,332,3321,NULL,NULL,Remaining Sectors
332115,Crown and Closure Manufacturing,31-33,332,3321,NULL,NULL,Remaining Sectors
332116,Metal Stamping,31-33,332,3321,NULL,NULL,Remaining Sectors
332117,Powder Metallurgy Part Manufacturing,31-33,332,3321,NULL,NULL,Remaining Sectors
332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive)",31-33,332,3321,NULL,NULL,Remaining Sectors
3322,Cutlery and Handtool Manufacturing,31-33,332,3322,NULL,NULL,Remaining Sectors
332211,Cutlery and Flatware (Except Precious) Manufacturing,31-33,332,3322,NULL,NULL,Remaining Sectors
332212,Hand and Edge Tool Manufacturing,31-33,332,3322,NULL,NULL,Remaining Sectors
332213,Saw Blade and Handsaw Manufacturing,31-33,332,3322,NULL,NULL,Remaining Sectors
332214,"Kitchen Utensil, Pot, and Pan Manufacturing",31-33,332,3322,NULL,NULL,Remaining Sectors
332215,"Metal Kitchen Cookware, Utensil, Cutlery, and Flatware (except Precious) Manufacturing",31-33,332,3322,NULL,NULL,Remaining Sectors
332216,Saw Blade and Handtool Manufacturing,31-33,332,3322,NULL,NULL,Remaining Sectors
3323,Architectural and Structural Metals Manufacturing,31-33,332,3323,NULL,NULL,Remaining Sectors
332311,Prefabricated Metal Building and Component Manufacturing,31-33,332,3323,NULL,NULL,Remaining Sectors
332312,Fabricated Structural Metal Manufacturing,31-33,332,3323,NULL,NULL,Remaining Sectors
332313,Plate Work Manufacturing,31-33,332,3323,NULL,NULL,Remaining Sectors
332321,Metal Window and Door Manufacturing,31-33,332,3323,NULL,NULL,Remaining Sectors
332322,Sheet Metal Work Manufacturing,31-33,332,3323,NULL,NULL,Remaining Sectors
332323,Ornamental and Architectural Metal Work Manufacturing,31-33,332,3323,NULL,NULL,Remaining Sectors
3324,"Boiler, Tank, and Shipping Container Manufacturing",31-33,332,3324,NULL,NULL,Remaining Sectors
332410,Power Boiler and Heat Exchanger Manufacturing,31-33,332,3324,NULL,NULL,Remaining Sectors
33242,Metal Tank (Heavy Gauge) Manufacturing,31-33,332,3324,NULL,NULL,Remaining Sectors
332420,Metal Tank (Heavy Gauge) Manufacturing,31-33,332,3324,NULL,NULL,Remaining Sectors
332431,Metal Can Manufacturing,31-33,332,3324,NULL,NULL,Remaining Sectors
332439,Other Metal Container Manufacturing,31-33,332,3324,NULL,NULL,Remaining Sectors
3325,Hardware Manufacturing,31-33,332,3325,NULL,NULL,Remaining Sectors
33251,Hardware Manufacturing,31-33,332,3325,NULL,NULL,Remaining Sectors
332510,Hardware Manufacturing,31-33,332,3325,NULL,NULL,Remaining Sectors
3326,Spring and Wire Product Manufacturing,31-33,332,3326,NULL,NULL,Remaining Sectors
332611,Spring (Heavy Gauge) Manufacturing,31-33,332,3326,NULL,NULL,Remaining Sectors
332612,Spring (Light Gauge) Manufacturing,31-33,332,3326,NULL,NULL,Remaining Sectors
332613,Spring Manufacturing,31-33,332,3326,NULL,NULL,Remaining Sectors
332618,Other Fabricated Wire Product Manufacturing,31-33,332,3326,NULL,NULL,Remaining Sectors
3327,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",31-33,332,3327,NULL,NULL,Remaining Sectors
33271,Machine Shops,31-33,332,3327,NULL,NULL,Remaining Sectors
332710,Machine Shops,31-33,332,3327,NULL,NULL,Remaining Sectors
332721,Precision Turned Product Manufacturing,31-33,332,3327,NULL,NULL,Remaining Sectors
332722,"Bolt, Nut, Screw, Rivet, and Washer Manufacturing",31-33,332,3327,NULL,NULL,Remaining Sectors
3328,"Coating, Engraving, Heat Treating, and Allied Activities",31-33,332,3328,NULL,NULL,Remaining Sectors
332811,Metal Heat Treating,31-33,332,3328,NULL,NULL,Remaining Sectors
332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",31-33,332,3328,NULL,NULL,Remaining Sectors
332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring",31-33,332,3328,NULL,NULL,Remaining Sectors
3329,Other Fabricated Metal Product Manufacturing,31-33,332,3329,NULL,NULL,Remaining Sectors
332911,Industrial Valve Manufacturing,31-33,332,3329,NULL,NULL,Remaining Sectors
332912,Fluid Power Valve and Hose Fitting Manufacturing,31-33,332,3329,NULL,NULL,Remaining Sectors
332913,Plumbing Fixture Fitting and Trim Manufacturing,31-33,332,3329,NULL,NULL,Remaining Sectors
332919,Other Metal Valve and Pipe Fitting Manufacturing,31-33,332,3329,NULL,NULL,Remaining Sectors
332991,Ball and Roller Bearing Manufacturing,31-33,332,3329,NULL,NULL,Remaining Sectors
332992,Small Arms Ammunition Manufacturing,31-33,332,3329,NULL,NULL,Remaining Sectors
332993,Ammunition (except Small Arms) Manufacturing,31-33,332,3329,NULL,NULL,Remaining Sectors
332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",31-33,332,3329,NULL,NULL,Remaining Sectors
332995,Other Ordnance and Accessories Manufacturing,31-33,332,3329,NULL,NULL,Remaining Sectors
332996,Fabricated Pipe and Pipe Fitting Manufacturing,31-33,332,3329,NULL,NULL,Remaining Sectors
332997,Industrial Pattern Manufacturing,31-33,332,3329,NULL,NULL,Remaining Sectors
332998,Enameled Iron and Metal Sanitary Ware Manufacturing,31-33,332,3329,NULL,NULL,Remaining Sectors
332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,31-33,332,3329,NULL,NULL,Remaining Sectors
333,Machinery Manufacturing,31-33,333,NULL,NULL,NULL,Remaining Sectors
3331,"Agriculture, Construction, and Mining Machinery Manufacturing",31-33,333,3331,NULL,NULL,Remaining Sectors
333111,Farm Machinery and Equipment Manufacturing,31-33,333,3331,NULL,NULL,Remaining Sectors
333112,Lawn and Garden Tractor and Home Lawn and Garden Equipment Manufacturing,31-33,333,3331,NULL,NULL,Remaining Sectors
33312,Construction Machinery Manufacturing,31-33,333,3331,NULL,NULL,Remaining Sectors
333120,Construction Machinery Manufacturing,31-33,333,3331,NULL,NULL,Remaining Sectors
333131,Mining Machinery and Equipment Manufacturing,31-33,333,3331,NULL,NULL,Remaining Sectors
333132,Oil and Gas Field Machinery and Equipment Manufacturing,31-33,333,3331,NULL,NULL,Remaining Sectors
3332,Industrial Machinery Manufacturing,31-33,333,3332,NULL,NULL,Remaining Sectors
333210,Sawmill and Woodworking Machinery Manufacturing,31-33,333,3332,NULL,NULL,Remaining Sectors
333220,Plastics and Rubber Industry Machinery Manufacturing,31-33,333,3332,NULL,NULL,Remaining Sectors
333241,Food Product Machinery Manufacturing,31-33,333,3332,NULL,NULL,Remaining Sectors
333242,Semiconductor Machinery Manufacturing,31-33,333,3332,NULL,NULL,Remaining Sectors
333243,"Sawmill, Woodworking, and Paper Machinery Manufacturing",31-33,333,3332,NULL,NULL,Remaining Sectors
333244,Printing Machinery and Equipment Manufacturing,31-33,333,3332,NULL,NULL,Remaining Sectors
333248,All Other Industrial Machinery Manufacturing,31-33,333,3332,NULL,NULL,Remaining Sectors
333249,Other Industrial Machinery Manufacturing,31-33,333,3332,NULL,NULL,Remaining Sectors
333290,(Unclear) Industry Machinery Manufacturing ,31-33,333,3332,NULL,NULL,Remaining Sectors
333291,Paper Industry Machinery Manufacturing,31-33,333,3332,NULL,NULL,Remaining Sectors
333292,Textile Machinery Manufacturing,31-33,333,3332,NULL,NULL,Remaining Sectors
333293,Printing Machinery and Equipment Manufacturing,31-33,333,3332,NULL,NULL,Remaining Sectors
333294,Food Product Machinery Manufacturing,31-33,333,3332,NULL,NULL,Remaining Sectors
333295,Semiconductor Machinery Manufacturing,31-33,333,3332,NULL,NULL,Remaining Sectors
333298,All Other Industrial Machinery Manufacturing,31-33,333,3332,NULL,NULL,Remaining Sectors
3333,Commercial and Service Industry Machinery Manufacturing,31-33,333,3333,NULL,NULL,Remaining Sectors
333311,Automatic Vending Machine Manufacturing,31-33,333,3333,NULL,NULL,Remaining Sectors
333312,"Commercial Laundry, Drycleaning, and Pressing Machine Manufacturing",31-33,333,3333,NULL,NULL,Remaining Sectors
333313,Office Machinery Manufacturing,31-33,333,3333,NULL,NULL,Remaining Sectors
333314,Optical Instrument and Lens Manufacturing,31-33,333,3333,NULL,NULL,Remaining Sectors
333315,Photographic and Photocopying Equipment Manufacturing,31-33,333,3333,NULL,NULL,Remaining Sectors
333316,Photographic and Photocopying Equipment Manufacturing,31-33,333,3333,NULL,NULL,Remaining Sectors
333318,Other Commercial and Service Industry Machinery Manufacturing,31-33,333,3333,NULL,NULL,Remaining Sectors
333319,Other Commercial and Service Industry Machinery Manufacturing,31-33,333,3333,NULL,NULL,Remaining Sectors
3334,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",31-33,333,3334,NULL,NULL,Remaining Sectors
333411,Air Purification Equipment Manufacturing,31-33,333,3334,NULL,NULL,Remaining Sectors
333412,Industrial and Commercial Fan and Blower Manufacturing,31-33,333,3334,NULL,NULL,Remaining Sectors
333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,31-33,333,3334,NULL,NULL,Remaining Sectors
333414,Heating Equipment (except Warm Air Furnaces) Manufacturing,31-33,333,3334,NULL,NULL,Remaining Sectors
333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment,31-33,333,3334,NULL,NULL,Remaining Sectors
333420,Null,31-33,333,3334,NULL,NULL,Remaining Sectors
3335,Metalworking Machinery Manufacturing,31-33,333,3335,NULL,NULL,Remaining Sectors
333510,Metalworking Machinery Manufacturing,31-33,333,3335,NULL,NULL,Remaining Sectors
333511,Industrial Mold Manufacturing,31-33,333,3335,NULL,NULL,Remaining Sectors
333512,Machine Tool (Metal Cutting Types) Manufacturing,31-33,333,3335,NULL,NULL,Remaining Sectors
333513,Machine Tool (Metal Forming Types) Manufacturing,31-33,333,3335,NULL,NULL,Remaining Sectors
333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",31-33,333,3335,NULL,NULL,Remaining Sectors
333515,Cutting Tool and Machine Tool Accessory Manufacturing,31-33,333,3335,NULL,NULL,Remaining Sectors
333516,Rolling Mill Machinery and Equipment Manufacturing,31-33,333,3335,NULL,NULL,Remaining Sectors
333517,Machine Tool Manufacturing,31-33,333,3335,NULL,NULL,Remaining Sectors
333518,Other Metalworking Machinery Manufacturing,31-33,333,3335,NULL,NULL,Remaining Sectors
333519,Rolling Mill and Other Metalworking Machinery Manufacturing,31-33,333,3335,NULL,NULL,Remaining Sectors
3336,"Engine, Turbine, and Power Transmission Equipment Manufacturing",31-33,333,3336,NULL,NULL,Remaining Sectors
333611,Turbine and Turbine Generator Set Units Manufacturing,31-33,333,3336,NULL,NULL,Remaining Sectors
333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",31-33,333,3336,NULL,NULL,Remaining Sectors
333613,Mechanical Power Transmission Equipment Manufacturing,31-33,333,3336,NULL,NULL,Remaining Sectors
333618,Other Engine Equipment Manufacturing,31-33,333,3336,NULL,NULL,Remaining Sectors
3339,Other General Purpose Machinery Manufacturing,31-33,333,3339,NULL,NULL,Remaining Sectors
333911,Pump and Pumping Equipment Manufacturing,31-33,333,3339,NULL,NULL,Remaining Sectors
333912,Air and Gas Compressor Manufacturing,31-33,333,3339,NULL,NULL,Remaining Sectors
333913,Measuring and Dispensing Pump Manufacturing,31-33,333,3339,NULL,NULL,Remaining Sectors
333914,Null,NULL,NULL,NULL,NULL,NULL,Remaining Sectors
333921,Elevator and Moving Stairway Manufacturing,31-33,333,3339,NULL,NULL,Remaining Sectors
333922,Conveyor and Conveying Equipment Manufacturing,31-33,333,3339,NULL,NULL,Remaining Sectors
333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",31-33,333,3339,NULL,NULL,Remaining Sectors
333924,"Industrial Truck, Tractor, Trailer, and Stacker Machinery Manufacturing",31-33,333,3339,NULL,NULL,Remaining Sectors
333991,Power-Driven Handtool Manufacturing,31-33,333,3339,NULL,NULL,Remaining Sectors
333992,Welding and Soldering Equipment Manufacturing,31-33,333,3339,NULL,NULL,Remaining Sectors
333993,Packaging Machinery Manufacturing,31-33,333,3339,NULL,NULL,Remaining Sectors
333994,Industrial Process Furnace and Oven Manufacturing,31-33,333,3339,NULL,NULL,Remaining Sectors
333995,Fluid Power Cylinder and Actuator Manufacturing,31-33,333,3339,NULL,NULL,Remaining Sectors
333996,Fluid Power Pump and Motor Manufacturing,31-33,333,3339,NULL,NULL,Remaining Sectors
333997,"Scale and Balance Manufacturing (2007), Scale and Balance (Except Laboratory) Manufacturing (2002)",31-33,333,3339,NULL,NULL,Remaining Sectors
333999,All Other Miscellaneous General Purpose Machinery Manufacturing,31-33,333,3339,NULL,NULL,Remaining Sectors
334,Computer and Electronic Product Manufacturing,31-33,334,NULL,334 Computer & Electronic Product Manufacturing,334 Computer & Electronic Product Manufacturing,Remaining Sectors
3341,Computer and Peripheral Equipment Manufacturing,31-33,334,3341,NULL,NULL,Computing
33411,Computer and Peripheral Equipment Manufacturing,31-33,334,3341,NULL,NULL,Computing
334111,Electronic Computer Manufacturing,31-33,334,3341,NULL,NULL,Computing
334112,Computer Storage Device Manufacturing,31-33,334,3341,NULL,NULL,Computing
334113,Computer Terminal Manufacturing,31-33,334,3341,NULL,NULL,Computing
334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,31-33,334,3341,NULL,NULL,Computing
334119,Other Computer Peripheral Equipment Manufacturing,31-33,334,3341,NULL,NULL,Computing
3342,Communications Equipment Manufacturing,31-33,334,3342,NULL,NULL,Modern Telecom
33421,Telephone Apparatus Manufacturing,31-33,334,3342,NULL,NULL,Modern Telecom
334210,Telephone Apparatus Manufacturing,31-33,334,3342,NULL,NULL,Modern Telecom
33422,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,31-33,334,3342,NULL,NULL,Modern Telecom
334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,31-33,334,3342,NULL,NULL,Modern Telecom
33429,Other Communications Equipment Manufacturing,31-33,334,3342,NULL,NULL,Modern Telecom
334290,Other Communications Equipment Manufacturing,31-33,334,3342,NULL,NULL,Modern Telecom
3343,Audio and Video Equipment Manufacturing,31-33,334,3343,NULL,NULL,Remaining Sectors
33431,Audio and Video Equipment Manufacturing,31-33,334,3343,NULL,NULL,Remaining Sectors
334310,Audio and Video Equipment Manufacturing,31-33,334,3343,NULL,NULL,Remaining Sectors
3344,Semiconductor and Other Electronic Component Manufacturing,31-33,334,3344,NULL,NULL,Microelectronics
334411,Electron Tube Manufacturing,31-33,334,3344,NULL,NULL,Microelectronics
334412,Bare Printed Circuit Board Manufacturing,31-33,334,3344,NULL,NULL,Microelectronics
334413,Semiconductor and Related Device Manufacturing,31-33,334,3344,NULL,NULL,Microelectronics
334414,Electronic Capacitor Manufacturing,31-33,334,3344,NULL,NULL,Microelectronics
334415,Electronic Resistor Manufacturing,31-33,334,3344,NULL,NULL,Microelectronics
334416,"Capacitor, Resistor, Coil, Transformer, and Other Inductor Manufacturing",31-33,334,3344,NULL,NULL,Microelectronics
334417,Electronic Connector Manufacturing,31-33,334,3344,NULL,NULL,Microelectronics
334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,31-33,334,3344,NULL,NULL,Microelectronics
334419,Other Electronic Component Manufacturing,31-33,334,3344,NULL,NULL,Microelectronics
3345,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",31-33,334,3345,NULL,NULL,High Technology
334510,Electromedical and Electrotherapeutic Apparatus Manufacturing,31-33,334,3345,NULL,NULL,High Technology
334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",31-33,334,3345,334511 Aero. & Nautical System & Instr. Manufacturing,"334511 Sensor, Aeronautical, and Nautical System & Instrument Manufacturing",SensorCyber
334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",31-33,334,3345,NULL,NULL,Remaining Sectors
334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",31-33,334,3345,NULL,NULL,High Technology
334514,Totalizing Fluid Meter and Counting Device Manufacturing,31-33,334,3345,NULL,NULL,High Technology
334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,31-33,334,3345,NULL,NULL,High Technology
334516,Analytical Laboratory Instrument Manufacturing,31-33,334,3345,NULL,NULL,High Technology
334517,Irradiation Apparatus Manufacturing,31-33,334,3345,NULL,NULL,High Technology
334518,"Watch, Clock, and Part Manufacturing",31-33,334,3345,NULL,NULL,Remaining Sectors
334519,Other Measuring and Controlling Device Manufacturing,31-33,334,3345,NULL,NULL,Remaining Sectors
3346,Manufacturing and Reproducing Magnetic and Optical Media,31-33,334,3346,NULL,NULL,Remaining Sectors
334611,Software Reproducing,31-33,334,3346,NULL,NULL,Remaining Sectors
334612,"Prerecorded Compact Disc (Except Software), Tape, and Record Reproducing",31-33,334,3346,NULL,NULL,Remaining Sectors
334613,Blank Magnetic and Optical Recording Media Manufacturing,31-33,334,3346,NULL,NULL,Remaining Sectors
334614,"Software and Other Prerecorded Compact Disc, Tape, and Record Reproducing",31-33,334,3346,NULL,NULL,Remaining Sectors
335,"Electrical Equipment, Appliance, and Component Manufacturing",31-33,335,NULL,NULL,NULL,Remaining Sectors
3351,Electric Lighting Equipment Manufacturing,31-33,335,3351,NULL,NULL,Remaining Sectors
335110,Electric Lamp Bulb and Part Manufacturing,31-33,335,3351,NULL,NULL,Remaining Sectors
335121,Residential Electric Lighting Fixture Manufacturing,31-33,335,3351,NULL,NULL,Remaining Sectors
335122,"Commercial, Industrial, and Institutional Electric Lighting Fixture Manufacturing",31-33,335,3351,NULL,NULL,Remaining Sectors
335129,Other Lighting Equipment Manufacturing,31-33,335,3351,NULL,NULL,Remaining Sectors
3352,Household Appliance Manufacturing,31-33,335,3352,NULL,NULL,Remaining Sectors
335210,Small Electrical Appliance Manufacturing,31-33,335,3352,NULL,NULL,Remaining Sectors
335211,Electric Housewares and Household Fan Manufacturing,31-33,335,3352,NULL,NULL,Remaining Sectors
335212,Household Vacuum Cleaner Manufacturing,31-33,335,3352,NULL,NULL,Remaining Sectors
335220,Null,NULL,NULL,NULL,NULL,NULL,Remaining Sectors
335221,Household Cooking Appliance Manufacturing,31-33,335,3352,NULL,NULL,Remaining Sectors
335222,Household Refrigerator and Home Freezer Manufacturing,31-33,335,3352,NULL,NULL,Remaining Sectors
335224,Household Laundry Equipment Manufacturing,31-33,335,3352,NULL,NULL,Remaining Sectors
335228,Other Major Household Appliance Manufacturing,31-33,335,3352,NULL,NULL,Remaining Sectors
3353,Electrical Equipment Manufacturing,31-33,335,3353,NULL,NULL,Remaining Sectors
33531,Electrical Equipment Manufacturing,31-33,335,3353,NULL,NULL,Remaining Sectors
335311,"Power, Distribution, and Specialty Transformer Manufacturing",31-33,335,3353,NULL,NULL,Remaining Sectors
335312,Motor and Generator Manufacturing,31-33,335,3353,NULL,NULL,Remaining Sectors
335313,Switchgear and Switchboard Apparatus Manufacturing,31-33,335,3353,NULL,NULL,Remaining Sectors
335314,Relay and Industrial Control Manufacturing,31-33,335,3353,NULL,NULL,Remaining Sectors
3359,Other Electrical Equipment and Component Manufacturing,31-33,335,3359,NULL,NULL,Remaining Sectors
335911,Storage Battery Manufacturing,31-33,335,3359,NULL,NULL,Renewables
335912,Primary Battery Manufacturing,31-33,335,3359,NULL,NULL,Renewables
335921,Fiber Optic Cable Manufacturing,31-33,335,3359,NULL,NULL,Remaining Sectors
335929,Other Communication and Energy Wire Manufacturing,31-33,335,3359,NULL,NULL,Remaining Sectors
335931,Current-Carrying Wiring Device Manufacturing,31-33,335,3359,NULL,NULL,Remaining Sectors
