"Fiscal Year","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"1996","7640","MAPS, ATLASES, CHARTS, AND GLOBES","$26,897,000.00","256"
"1996","7650","DRAWINGS AND SPECIFICATIONS","$7,131,000.00","16"
"1996","7670","MICROFILM, PROCESSED","$3,809,000.00","53"
"1996","7690","MISCELLANEOUS PRINTED MATTER","$59,821,000.00","248"
"1996","7710","MUSICAL INSTRUMENTS","$786,000.00","21"
"1996","7720","MUSICAL INSTRUMENT PARTS & ACC","$182,000.00","9"
"1996","7730","PHONOGRAPH,RADIO & TV-HOME TYPE","$1,887,000.00","47"
"1996","7740","PHONOGRAPH RECORDS","$104,000.00","1"
"1996","7810","ATHLETIC AND SPORTING EQUIPMENT","$6,382,000.00","133"
"1996","7820","GAMES, TOYS, AND WHEELED GOODS","$812,000.00","40"
"1996","7830","RECREATIONAL & GYMNASTIC EQ","$12,585,000.00","299"
"1996","7910","FLOOR POLISHERS & VACUUM CLEANERS","$2,241,000.00","62"
"1996","7920","BROOMS, BRUSHES, MOPS, AND SPONGES","$12,119,000.00","245"
"1996","7930","CLEANING/POLISHING COMPOUNDS & PREP","$4,877,000.00","154"
"1996","8010","PAINT,DOPE,VARNISH & RELATED PROD","$17,988,000.00","397"
"1996","8020","PAINT AND ARTISTS' BRUSHES","$198,000.00","22"
"1996","8030","PRESERVATIVE AND SEALING COMPOUNDS","$2,544,000.00","94"
"1996","8040","ADHESIVES","$1,552,000.00","53"
"1996","8105","BAGS AND SACKS","$38,062,000.00","405"
"1996","8110","DRUMS AND CANS","$8,306,000.00","91"
"1996","8115","BOXES, CARTONS, AND CRATES","$14,849,000.00","478"
"1996","8120","GAS CYLINDERS","$1,396,000.00","40"
"1996","8125","BOTTLES AND JARS","$930,000.00","25"
"1996","8130","REELS AND SPOOLS","$471,000.00","13"
"1996","8135","PACKAGING & PACKING BULK MATERIALS","$15,653,000.00","347"
"1996","8140","AMMUNITION & NUCLEAR ORDNANCE BOXES","$33,272,000.00","73"
"1996","8145","SPECIAL SHIPPING & STORAGE CONTAIN","$60,394,000.00","629"
"1996","8305","TEXTILE FABRICS","$65,641,000.00","668"
"1996","8310","YARD AND THREAD","$12,553,000.00","148"
"1996","8315","NOTIONS AND APPAREL FINDINGS","$4,326,000.00","116"
"1996","8320","PADDING AND STUFFING MATERIALS","$557,000.00","82"
"1996","8325","FUR MATERIALS","$0.00","1"
"1996","8330","LEATHER","$3,006,000.00","69"
"1996","8335","SHOE FINDINGS AND SOLING MATERIALS","$45,000.00","2"
"1996","8340","TENTS AND TARPAULINS","$53,492,000.00","167"
"1996","8345","FLAGS AND PENNANTS","$2,443,000.00","51"
"1996","8405","OUTERWEAR, MEN'S","$119,255,000.00","384"
"1996","8410","OUTERWEAR, WOMEN'S","$26,041,000.00","137"
"1996","8415","CLOTHING, SPECIAL PURPOSE","$457,499,000.00","989"
"1996","8420","UNDERWEAR AND NIGHTWEAR, MEN'S","$18,273,000.00","106"
"1996","8425","UNDERWEAR AND NIGHTWEAR, WOMEN'S","$1,676,000.00","8"
"1996","8430","FOOTWEAR, MEN'S","$116,205,000.00","222"
"1996","8435","FOOTWEAR, WOMEN'S","$2,784,000.00","6"
"1996","8440","HOSIERY HANDWEAR & CLOTHING ACC-MEN","$14,025,000.00","98"
"1996","8445","HOSIERY HANDWEAR-CLOTHING ACC-WOMEN","$1,608,000.00","20"
"1996","8450","CHILDREN & INFANTS APPAREL & ACC","$83,000.00","2"
"1996","8455","BADGES AND INSIGNIA","$6,863,000.00","149"
"1996","8460","LUGGAGE","$5,365,000.00","26"
"1996","8465","INDIVIDUAL EQUIPMENT","$54,854,000.00","252"
"1996","8470","ARMOR, PERSONAL","$16,824,000.00","140"
"1996","8475","SPEC FLIGHT CLOTHING & ACCESSORIES","$12,768,000.00","133"
"1996","8510","PERFUME,TOILET PREPARATION & POWDER","$163,000.00","8"
"1996","8530","PERSONAL TOILETRY ARTICLES","$263,000.00","8"
"1996","8540","TOILETRY PAPER PRODUCTS","$26,741,000.00","315"
"1996","8710","FORAGE AND FEED","$2,068,000.00","132"
"1996","8720","FERTILIZERS","$1,002,000.00","25"
"1996","8730","SEEDS AND NURSERY STOCK","$7,044,000.00","137"
"1996","8810","LIVE ANIMALS, RAISED FOR FOOD","$133,000.00","2"
"1996","8820","LIVE ANIMALS, NOT RAISED FOR FOOD","$15,426,000.00","80"
"1996","8900","PERISHABLE SUBSISTENCE $10K TO $25K","$0.00","1"
"1996","8905","MEAT, POULTRY, AND FISH","$641,204,000.00","3,867"
"1996","8910","DAIRY FOODS AND EGGS","$269,245,000.00","2,860"
"1996","8915","FRUITS AND VEGETABLES","$273,920,000.00","1,542"
"1996","8920","BAKERY AND CEREAL PRODUCTS","$306,369,000.00","1,182"
"1996","8925","SUGAR, CONFECTIONERY, AND NUTS","$26,853,000.00","133"
"1996","8930","JAMS, JELLIES, AND PRESERVES","$1,118,000.00","20"
"1996","8935","SOUPS AND BOUILLONS","$2,087,000.00","19"
"1996","8940","SPECIAL DIETARY FOOD & SPECIAL PREP","$86,416,000.00","162"
"1996","8945","FOOD, OILS AND FATS","$128,025,000.00","207"
"1996","8950","CONDIMENTS AND RELATED PRODUCTS","$4,604,000.00","118"
"1996","8955","COFFEE, TEA, AND COCOA","$3,861,000.00","56"
"1996","8960","BEVERAGES, NONALCOHOLIC","$20,016,000.00","173"
"1996","8970","COMPOSITE FOOD PACKAGES","$33,782,000.00","23"
"1996","8975","TOBACCO PRODUCTS","$27,000.00","2"
"1996","8999","FOOD ITEMS FOR RESALE","$1,002,516,000.00","3,004"
"1996","9110","FUELS, SOLID","$1,095,920,000.00","1,275"
"1996","9130","LIQUID PROPELLANTS -PETROLEUM BASE","$2,741,993,000.00","970"
"1996","9135","LIQUID PROPELLANTS - CHEMICAL BASE","$108,628,922.92","278"
"1996","9140","FUEL OILS","$1,027,123,000.00","1,215"
"1996","9150","OIL & GREASE-CUT,LUBR & HYDRAULIC","$37,572,000.00","285"
"1996","9160","MISCELLANEOUS WAXES, OILS, AND FATS","$663,000.00","23"
"1996","9310","PAPER AND PAPERBOARD","$97,512,000.00","563"
"1996","9320","RUBBER FABRICATED MATERIALS","$3,354,000.00","87"
"1996","9330","PLASTICS FABRICATED MATERIALS","$11,758,000.00","324"
"1996","9340","GLASS FABRICATED MATERIALS","$1,170,000.00","78"
"1996","9350","REFRACTORIES & FIRE SURFACING MAT","$448,000.00","12"
"1996","9390","MISC FABRICATED NONMETAL MATERIALS","$3,275,000.00","80"
"1996","9410","CRUDE GRADES OF PLANT MATERIALS","$412,000.00","4"
"1996","9420","FIBERS VEGETABLE ANIMAL & SYNTHETIC","$5,614,000.00","4"
"1996","9430","MISC CRUDE ANIMAL PRODS - INEDIBLE","$220,000.00","11"
"1996","9440","MISC CRUDE AGRI & FORESTRY PROD","$209,788,000.00","72"
"1996","9505","WIRE, NONELECTRICAL","$580,000.00","19"
"1996","9510","BARS AND RODS","$2,655,000.00","96"
"1996","9515","PLATE, SHEET, STRIP, FOIL, AND LEAF","$7,948,000.00","453"
"1996","9520","STRUCTURAL SHAPES","$16,470,000.00","161"
"1996","9525","WIRE NONELECT NONFERROUS BASE METAL","$5,967,000.00","11"
"1996","9530","BARS & RODS NONFERROUS BASE METAL","$1,340,000.00","21"
"1996","9535","PLATE SHEET STRIP-NONFERROUS METAL","$85,956,000.00","245"
"1996","9540","STRUCTURAL SHAPES NONFERROUS METAL","$2,643,000.00","46"
"1996","9545","PLATE,SHEET,STRIP & WIRE-PREC METAL","$3,307,000.00","130"
"1996","9610","ORES","$478,000.00","14"
"1996","9620","MINERALS, NATURAL AND SYNTHETIC","$41,134,000.00","62"
"1996","9630","ADDITIVE METAL MATERIALS","$215,000.00","7"
"1996","9640","IRON & STEEL PRIMARY & SEMIFINISHED","$2,523,000.00","22"
"1996","9650","NONFERROUS BASE METAL REFINERY","$119,174,000.00","91"
"1996","9660","PRECIOUS METALS PRIMARY FORMS","$143,188,000.00","141"
"1996","9680","NONFERROUS SCRAP","$26,000.00","1"
"1996","9905","SIGNS,AD DISPLAYS & IDENT PLATES","$9,724,000.00","317"
"1996","9910","JEWELRY","$2,968,000.00","55"
"1996","9915","COLLECTORS AND/OR HISTORICAL ITEMS","$979,000.00","14"
"1996","9920","SMOKERS' ARTICLES AND MATCHES","$198,000.00","3"
"1996","9925","ECCLESIASTICAL EQ FURNISHING & SUP","$1,358,000.00","16"
"1996","9930","MEMORIALS-CEMETERY & MORTUARY EQ","$21,069,000.00","387"
"1996","9998","NON-FOOD ITEMS FOR RESALE","$1,151,000.00","15"
"1996","9999","MISCELLANEOUS ITEMS","$370,655,651.23","2,261"
"1996","AA11","R&D-INSECT & DIS CONT-B RES","$1,824,000.00","2"
"1996","AA14","R&D-INSECT & DIS CONT-ENG DEV","$95,000.00","3"
"1996","AA16","R&D-INSECT & DIS CONT-MGMT SUP","$700,000.00","2"
"1996","AA24","AGRICULTURE MARKETING (ENGINEERING)","$170,000.00","1"
"1996","AA41","R&D-AQUACUL/HYDROPONICS-B RES","$45,000.00","1"
"1996","AA94","OTHER AGRICULTURE (ENGINEERING)","$5,127,000.00","5"
"1996","AB12","R&D-CRIME PREVENT & CONT-A RES/EXPL","$780,000.00","3"
"1996","AB21","FIRE PREVENTION AND CONTROL (BASIC)","$0.00","1"
"1996","AB22","R&D-FIRE PREVENT & CONT-A RES/EXPL","$158,000.00","4"
"1996","AB90","R&D-OTHER SVC & DEVELOP","$406,000.00","9"
"1996","AB96","R&D-OTHER SVC & DEVELOP-MGMT SUP","$175,000.00","1"
"1996","AC11","DEFENSE AIRCRAFT (BASIC)","$10,020,000.00","77"
"1996","AC12","R&D-AIRCRAFT-A RES/EXPL DEV","$67,911,000.00","306"
"1996","AC13","DEFENSE AIRCRAFT (ADVANCED)","$332,640,000.00","169"
"1996","AC14","DEFENSE AIRCRAFT (ENGINEERING)","$1,564,018,000.00","368"
"1996","AC15","DEFENSE AIRCRAFT (OPERATIONAL)","$1,062,483,000.00","180"
"1996","AC16","R&D-AIRCRAFT-MGMT SUP","$32,411,000.00","156"
"1996","AC17","R&D-AIRCRAFT-COMERCLIZ","$834,036,000.00","61"
"1996","AC21","R&D-MISSILE & SPACE SYS-B RES","$44,321,000.00","69"
"1996","AC22","R&D-MISSILE & SPACE SYS-A RES/EXPL","$56,161,000.00","204"
"1996","AC23","R&D-MISSILE & SPACE SYS-ADV DEV","$1,668,903,000.00","1,568"
"1996","AC24","R&D-MISSILE & SPACE SYS-ENG DEV","$584,418,000.00","267"
"1996","AC25","R&D-MISSILE & SPACE SYS-OPSY DEV","$2,103,030,000.00","297"
"1996","AC26","R&D-MISSILE & SPACE SYS-MGMT SUP","$49,082,000.00","209"
"1996","AC27","R&D-MISSILE & SPACE SYS-COMERCLIZ","$41,239,000.00","23"
"1996","AC31","DEFENSE SHIPS (BASIC)","$20,030,000.00","255"
"1996","AC32","DEFENSE SHIPS (APPLIED/EXPLORATORY)","$42,132,000.00","265"
"1996","AC33","DEFENSE SHIPS (ADVANCED)","$451,183,000.00","332"
"1996","AC34","DEFENSE SHIPS (ENGINEERING)","$54,774,000.00","83"
"1996","AC35","DEFENSE SHIPS (OPERATIONAL)","$54,248,000.00","115"
"1996","AC36","DEFENSE SHIPS (MANAGEMENT/SUPPORT)","$5,499,000.00","16"
"1996","AC42","R&D-TANK - AUTOMOTIVE-A RES/EXPL DE","$171,045,000.00","102"
"1996","AC43","R&D-TANK - AUTOMOTIVE-ADV DEV","$178,809,000.00","113"
"1996","AC44","R&D-TANK - AUTOMOTIVE-ENG DEV","$64,011,000.00","64"
"1996","AC45","R&D-TANK - AUTOMOTIVE-OPSY DEV","$23,262,000.00","12"
"1996","AC46","R&D-TANK - AUTOMOTIVE-MGMT SUP","$2,697,000.00","24"
"1996","AC51","WEAPONS (BASIC)","$11,446,000.00","51"
"1996","AC52","WEAPONS (APPLIED/EXPLORATORY)","$58,367,000.00","137"
"1996","AC53","WEAPONS (ADVANCED)","$104,424,000.00","325"
"1996","AC54","WEAPONS (ENGINEERING)","$429,671,000.00","122"
"1996","AC55","WEAPONS (OPERATIONAL)","$145,593,000.00","160"
"1996","AC56","WEAPONS (MANAGEMENT/SUPPORT)","$43,989,000.00","341"
"1996","AC57","R&D-WEAPONS-COMERCLIZ","$156,000.00","1"
"1996","AC61","R&D-ELECTRONICS & COMM EQ-B RES","$383,010,000.00","503"
"1996","AC62","R&D-ELECTRONICS & COMM EQ-A RES/EXP","$305,336,000.00","1,011"
"1996","AC63","R&D-ELECTRONICS & COMM EQ-ADV DEV","$573,182,000.00","1,193"
"1996","AC64","R&D-ELECTRONICS & COMM EQ-ENG DEV","$875,921,000.00","1,331"
"1996","AC65","R&D-ELECTRONICS & COMM EQ-OPSY DEV","$780,456,000.00","727"
"1996","AC66","R&D-ELECTRONICS & COMM EQ-MGMT SUP","$42,901,000.00","293"
"1996","AC67","R&D-ELECTRONICS & COMM EQ-COMERCLIZ","$18,944,000.00","26"
"1996","AC91","R&D-MISC HARD GOODS-B RES","$4,821,000.00","6"
"1996","AC92","R&D-MISC HARD GOODS-A RES/EXPL DEV","$3,064,000.00","17"
"1996","AC93","R&D-MISC HARD GOODS-ADV DEV","$15,412,000.00","110"
"1996","AC94","R&D-MISC HARD GOODS-ENG DEV","$4,458,000.00","34"
"1996","AC95","R&D-MISC HARD GOODS-OPSY DEV","$35,806,000.00","52"
"1996","AC96","R&D-MISC HARD GOODS-MGMT SUP","$3,887,000.00","26"
"1996","AC97","R&D-MISC HARD GOODS-COMERCLIZ","$24,046,000.00","15"
"1996","AD11","AMMUNITION (BASIC)","$3,377,000.00","17"
"1996","AD12","AMMUNITION (APPLIED/EXPLORATORY)","$9,836,000.00","69"
"1996","AD13","AMMUNITION (ADVANCED)","$79,067,000.00","131"
"1996","AD14","AMMUNITION (ENGINEERING)","$89,551,000.00","59"
"1996","AD15","AMMUNITION (OPERATIONAL)","$135,165,000.00","31"
"1996","AD16","AMMUNITION (MANAGEMENT/SUPPORT)","$6,151,000.00","21"
"1996","AD20","R&D-SVCS","-$2,000.00","1"
"1996","AD21","SERVICES (BASIC)","$181,088,000.00","439"
"1996","AD22","SERVICES (APPLIED/EXPLORATORY)","$88,054,000.00","476"
"1996","AD23","SERVICES (ADVANCED)","$69,561,000.00","470"
"1996","AD24","SERVICES (ENGINEERING)","$76,834,000.00","489"
"1996","AD25","SERVICES (OPERATIONAL)","$74,534,000.00","305"
"1996","AD26","SERVICES (MANAGEMENT/SUPPORT)","$168,019,000.00","297"
"1996","AD27","R&D-SVCS-COMERCLIZ","$673,000.00","6"
"1996","AD30","R&D-SUBSISTENCE","-$1,000,000.00","1"
"1996","AD31","SUBSISTENCE (BASIC)","$61,000.00","1"
"1996","AD32","SUBSISTENCE (APPLIED/EXPLORATORY)","$369,000.00","7"
"1996","AD33","SUBSISTENCE (ADVANCED)","$798,000.00","5"
"1996","AD34","SUBSISTENCE (ENGINEERING)","$375,000.00","1"
"1996","AD35","SUBSISTENCE (OPERATIONAL)","$3,505,000.00","7"
"1996","AD36","SUBSISTENCE (MANAGEMENT/SUPPORT)","$435,000.00","1"
"1996","AD40","R&D-TEXTILES,CLOTHING,ETC","$79,000.00","1"
"1996","AD41","R&D-TEXTILES,CLOTHING,ETC-B RES","$370,000.00","2"
"1996","AD42","R&D-TEXTILES,CLOTHING,ETC-A RES/EXP","$6,836,000.00","48"
"1996","AD43","R&D-TEXTILES,CLOTHING,ETC-ADV DEV","$4,526,000.00","19"
"1996","AD44","R&D-TEXTILES,CLOTHING,ETC-ENG DEV","$2,090,000.00","25"
"1996","AD45","R&D-TEXTILES,CLOTHING,ETC-OPSY DEV","$18,084,000.00","50"
"1996","AD46","R&D-TEXTILES,CLOTHING,ETC-MGMT SUP","$675,000.00","4"
"1996","AD51","FUELS AND LUBRICANTS (BASIC)","$459,000.00","4"
"1996","AD52","R&D-FUELS & LUBRICANTS-A RES/EXPL D","$7,361,000.00","56"
"1996","AD53","FUELS AND LUBRICANTS (ADVANCED)","$584,000.00","7"
"1996","AD54","FUELS AND LUBRICANTS (ENGINEERING)","$4,155,000.00","51"
"1996","AD55","FUELS AND LUBRICANTS (OPERATIONAL)","$36,000.00","2"
"1996","AD56","R&D-FUELS & LUBRICANTS-MGMT SUP","$613,000.00","5"
"1996","AD61","CONSTRUCTION (BASIC)","$40,989,000.00","158"
"1996","AD62","CONSTRUCTION (APPLIED/EXPLORATORY)","$1,149,000.00","9"
"1996","AD63","CONSTRUCTION (ADVANCED)","$1,207,000.00","9"
"1996","AD64","CONSTRUCTION (ENGINEERING)","$2,105,000.00","14"
"1996","AD65","CONSTRUCTION (OPERATIONAL)","$5,893,000.00","29"
"1996","AD66","CONSTRUCTION (MANAGEMENT/SUPPORT)","$391,000.00","3"
"1996","AD91","OTHER DEFENSE (BASIC)","$446,934,000.00","1,903"
"1996","AD92","OTHER DEFENSE (APPLIED/EXPLORATORY)","$1,234,673,798.38","4,724"
"1996","AD93","OTHER DEFENSE (ADVANCED)","$797,471,000.00","1,674"
"1996","AD94","OTHER DEFENSE (ENGINEERING)","$119,760,000.00","320"
"1996","AD95","OTHER DEFENSE (OPERATIONAL)","$275,186,000.00","792"
"1996","AD96","OTHER DEFENSE (MANAGEMENT/SUPPORT)","$64,116,000.00","466"
"1996","AD97","R&D-OTHER DEFENSE-COMERCLIZ","$358,000.00","3"
"1996","AE16","R&D-EMPL GROW-PRODUCTIVTY-MGMT SUP","$625,000.00","1"
"1996","AE21","R&D-PROD/SERV IMPROVEMENT-B RES","$2,742,000.00","9"
"1996","AE22","R&D-PROD/SERV IMPROVEMENT-A RES/EXP","$753,000.00","4"
"1996","AE24","R&D-PROD/SERV IMPROVEMENT-ENG DEV","$3,000.00","1"
"1996","AE26","R&D-PROD/SERV IMPROVEMENT-MGMT SUP","$579,000.00","4"
"1996","AE31","MANUFACTURING TECHNOLOGY (BASIC)","$16,319,000.00","10"
"1996","AE32","R&D-MANUFACTURING TECH-A RES/EXPL D","$2,318,000.00","7"
"1996","AE33","MANUFACTURING TECHNOLOGY (ADVANCED)","$9,156,000.00","4"
"1996","AE35","R&D-MANUFACTURING TECH-OPSY DEV","$114,383,000.00","374"
"1996","AE36","R&D-MANUFACTURING TECH-MGMT SUP","$1,149,000.00","4"
"1996","AE94","R&D-ECON GROW-PRODUCTIVTY-ENG DEV","$1,506,000.00","3"
"1996","AF11","EDUCATION (BASIC)","$18,104,000.00","63"
"1996","AF12","EDUCATION (APPLIED/EXPLORATORY)","$59,966,000.00","76"
"1996","AF13","EDUCATION (ADVANCED)","$44,000.00","1"
"1996","AF14","EDUCATION (ENGINEERING)","-$1,701,000.00","6"
"1996","AF15","EDUCATION (OPERATIONAL)","$312,000.00","1"
"1996","AF16","EDUCATION (MANAGEMENT/SUPPORT)","$1,350,000.00","15"
"1996","AG10","R&D-ENERGY - COAL","$94,000.00","2"
"1996","AG11","COAL (BASIC)","$10,849,078.00","85"
"1996","AG12","COAL (APPLIED/EXPLORATORY)","$4,342,560.00","40"
"1996","AG13","COAL (ADVANCED)","$10,260,000.00","21"
"1996","AG14","COAL (ENGINEERING)","$12,108,000.00","13"
"1996","AG15","COAL (OPERATIONAL)","$903,000.00","22"
"1996","AG21","GAS (BASIC)","$1,000.00","1"
"1996","AG22","GAS (APPLIED/EXPLORATORY)","$5,736,183.00","32"
"1996","AG23","GAS (ADVANCED)","$9,008,382.00","31"
"1996","AG24","GAS (ENGINEERING)","$972,972.00","3"
"1996","AG25","GAS (OPERATIONAL)","$600,000.00","3"
"1996","AG26","GAS (MANAGEMENT/SUPPORT)","$124,000.00","2"
"1996","AG31","GEOTHERMAL (BASIC)","$407,000.00","12"
"1996","AG32","GEOTHERMAL (APPLIED/EXPLORATORY)","$1,048,000.00","10"
"1996","AG43","WIND ENERGY (ADVANCED)","$463,000.00","5"
"1996","AG51","NUCLEAR (BASIC)","$116,344,000.00","48"
"1996","AG52","NUCLEAR (APPLIED/EXPLORATORY)","$3,843,000.00","65"
"1996","AG53","NUCLEAR (ADVANCED)","$13,860,000.00","15"
"1996","AG54","NUCLEAR (ENGINEERING)","$269,000.00","3"
"1996","AG55","NUCLEAR (OPERATIONAL)","$3,577,000.00","12"
"1996","AG56","NUCLEAR (MANAGEMENT/SUPPORT)","$7,246,000.00","7"
"1996","AG61","PETROLEUM (BASIC)","$2,125,000.00","10"
"1996","AG64","PETROLEUM (ENGINEERING)","$261,000.00","1"
"1996","AG71","SOLAR/PHOTOVOLTAIC (BASIC)","$174,773,000.00","13"
"1996","AG73","SOLAR/PHOTOVOLTAIC (ADVANCED)","$328,000.00","1"
"1996","AG81","CONSERVATION OF ENERGY (BASIC)","$9,396,000.00","10"
"1996","AG82","R&D-CONSERV OF ENERGY-A RES/EXPL DE","$300,000.00","2"
"1996","AG85","R&D-CONSERV OF ENERGY-OPSY DEV","$79,000.00","2"
"1996","AG91","OTHER ENERGY (BASIC)","$14,796,000.00","39"
"1996","AG92","OTHER ENERGY (APPLIED/EXPLORATORY)","$44,707,000.00","35"
"1996","AG93","OTHER ENERGY (ADVANCED)","$17,861,000.00","14"
"1996","AG95","OTHER ENERGY (OPERATIONAL)","$250,000.00","2"
"1996","AG96","OTHER ENERGY (MANAGEMENT/SUPPORT)","$68,000.00","3"
"1996","AH11","R&D-POLLUTION CONT/ABATE-B RES","$6,935,000.00","69"
"1996","AH12","R&D-POLLUTION CONT/ABATE-A RES/EXPL","$3,013,302.00","34"
"1996","AH13","R&D-POLLUTION CONT/ABATE-ADV DEV","$2,796,000.00","11"
"1996","AH16","R&D-POLLUTION CONT/ABATE-MGMT SUP","$717,000.00","14"
"1996","AH21","AIR POLLUTION (BASIC)","$16,360,000.00","270"
"1996","AH22","AIR POLLUTION (APPLIED/EXPLORATORY)","$516,000.00","9"
"1996","AH23","AIR POLLUTION (ADVANCED)","$200,000.00","1"
"1996","AH25","AIR POLLUTION (OPERATIONAL)","$940,000.00","4"
"1996","AH27","R&D-AIR POLLUTION-COMERCLIZ","$0.00","1"
"1996","AH31","WATER POLLUTION (BASIC)","$4,785,000.00","100"
"1996","AH32","R&D-WATER POLLUTION-A RES/EXPL DEV","$1,181,000.00","9"
"1996","AH33","WATER POLLUTION (ADVANCED)","$244,000.00","5"
"1996","AH34","WATER POLLUTION (ENGINEERING)","$568,000.00","4"
"1996","AH36","R&D-WATER POLLUTION-MGMT SUP","$3,859,000.00","61"
"1996","AH41","NOISE POLLUTION (BASIC)","$2,972,000.00","12"
"1996","AH43","NOISE POLLUTION (ADVANCED)","$710,000.00","9"
"1996","AH51","R&D-OTHER POLLUTION-RESEARCH","$401,000.00","10"
"1996","AH56","R&D-OTHER POLLUTION-MGMT SUP","$285,000.00","19"
"1996","AH90","R&D-OTHER ENVIRONMENT","$594,000.00","15"
"1996","AH91","R&D-OTHER ENVIRONMENT-B RES","$3,126,000.00","75"
"1996","AH92","R&D-OTHER ENVIRONMENT-A RES/EXPL DE","$24,869,704.00","108"
"1996","AH93","R&D-OTHER ENVIRONMENT-ADV DEV","$17,380,000.00","36"
"1996","AH94","R&D-OTHER ENVIRONMENT-ENG DEV","$1,808,000.00","3"
"1996","AH95","R&D-OTHER ENVIRONMENT-OPSY DEV","$1,132,000.00","21"
"1996","AH96","R&D-OTHER ENVIRONMENT-MGMT SUP","$30,319,000.00","106"
"1996","AJ11","PHYSICAL SCIENCES (BASIC)","$81,332,606.00","454"
"1996","AJ12","R&D-PHYSICAL SCIENCE-A RES/EXPL DEV","$29,896,000.00","190"
"1996","AJ13","PHYSICAL SCIENCES (ADVANCED)","$13,579,000.00","106"
"1996","AJ14","PHYSICAL SCIENCES (ENGINEERING)","$27,340,000.00","8"
"1996","AJ15","PHYSICAL SCIENCES (OPERATIONAL)","$1,389,000.00","18"
"1996","AJ16","R&D-PHYSICAL SCIENCE-MGMT SUP","$12,141,000.00","90"
"1996","AJ21","R&D-MATH & COMPUTER SCI-B RES","$3,598,000.00","36"
"1996","AJ22","R&D-MATH & COMPUTER SCI-A RES/EXPL","$2,387,000.00","13"
"1996","AJ23","R&D-MATH & COMPUTER SCI-ADV DEV","$1,199,000.00","8"
"1996","AJ25","R&D-MATH & COMPUTER SCI-OPSY DEV","$517,000.00","4"
"1996","AJ26","R&D-MATH & COMPUTER SCI-MGMT SUP","$671,000.00","8"
"1996","AJ31","ENVIRONMENTAL SCIENCES (BASIC)","$34,135,800.00","35"
"1996","AJ32","R&D-ENVIRONMENTAL SCI-A RES/EXPL DE","$2,741,000.00","32"
"1996","AJ33","ENVIRONMENTAL SCIENCES (ADVANCED)","$184,000.00","2"
"1996","AJ34","R&D-ENVIRONMENTAL SCI-ENG DEV","$1,345,000.00","3"
"1996","AJ35","R&D-ENVIRONMENTAL SCI-OPSY DEV","$2,659,000.00","21"
"1996","AJ36","R&D-ENVIRONMENTAL SCI-MGMT SUP","$768,000.00","11"
"1996","AJ41","ENGINEERING (BASIC)","$5,373,000.00","44"
"1996","AJ42","ENGINEERING (APPLIED/EXPLORATORY)","$3,677,000.00","13"
"1996","AJ43","ENGINEERING (ADVANCED)","$1,468,000.00","8"
"1996","AJ44","ENGINEERING (ENGINEERING)","$2,311,000.00","16"
"1996","AJ46","ENGINEERING (MANAGEMENT/SUPPORT)","$532,000.00","8"
"1996","AJ51","LIFE SCIENCES (BASIC)","$601,000.00","5"
"1996","AJ52","LIFE SCIENCES (APPLIED/EXPLORATORY)","$130,000.00","1"
"1996","AJ66","R&D-PSYCHOLOGICAL SCI-MGMT SUP","$56,000.00","1"
"1996","AJ73","SOCIAL SCIENCES (ADVANCED)","$140,000.00","6"
"1996","AJ91","R&D-OTHER SCIENCES-B RES","$2,538,000.00","40"
"1996","AJ92","R&D-OTHER SCIENCES-A RES/EXPL DEV","$1,138,000.00","14"
"1996","AJ93","R&D-OTHER SCIENCES-ADV DEV","$1,622,000.00","6"
"1996","AJ94","R&D-OTHER SCIENCES-ENG DEV","$118,000.00","1"
"1996","AJ95","R&D-OTHER SCIENCES-OPSY DEV","$36,000.00","1"
"1996","AJ96","R&D-OTHER SCIENCES-MGMT SUP","$5,025,000.00","10"
"1996","AK14","HOUSING (ENGINEERING)","$2,700,000.00","1"
"1996","AK16","HOUSING (MANAGEMENT/SUPPORT)","$0.00","1"
"1996","AL11","EMPLOYMENT (BASIC)","$742,000.00","1"
"1996","AM12","R&D-INTERNATIONAL AFFAIRS-A RES/EXP","$339,000.00","8"
"1996","AM13","R&D-INTERNATIONAL AFFAIRS-ADV DEV","$356,000.00","3"
"1996","AN11","BIOMEDICAL (BASIC)","$274,084,081.00","543"
"1996","AN12","BIOMEDICAL (APPLIED/EXPLORATORY)","$156,251,850.00","318"
"1996","AN13","BIOMEDICAL (ADVANCED)","$532,000.00","3"
"1996","AN14","BIOMEDICAL (ENGINEERING)","$67,000.00","1"
"1996","AN15","BIOMEDICAL (OPERATIONAL)","$5,352,000.00","17"
"1996","AN16","BIOMEDICAL (MANAGEMENT/SUPPORT)","$4,414,000.00","14"
"1996","AN21","DRUGS DEPENDENCY (BASIC)","$175,000.00","4"
"1996","AN26","R&D-DRUG DEPENDENCY-MGMT SUP","$500,000.00","1"
"1996","AN41","HEALTH SERVICES (BASIC)","$31,149,000.00","101"
"1996","AN42","R&D-HEALTH SVCS-A RES/EXPL DEV","$53,784,000.00","207"
"1996","AN43","HEALTH SERVICES (ADVANCED)","$5,131,000.00","6"
"1996","AN45","HEALTH SERVICES (OPERATIONAL)","$115,000.00","1"
"1996","AN46","R&D-HEALTH SVCS-MGMT SUP","$74,323,000.00","49"
"1996","AN56","MENTAL HEALTH (MANAGEMENT/SUPPORT)","$703,000.00","3"
