"Fiscal Year","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"2006","AA92","R&D-OTHER AGRI-A RES/EXPL DEV","$453,880.60","6"
"2006","AA93","OTHER AGRICULTURE (ADVANCED)","$108,111.00","1"
"2006","AA94","OTHER AGRICULTURE (ENGINEERING)","$13,206.83","10"
"2006","AA95","OTHER AGRICULTURE (OPERATIONAL)","$43,680.00","5"
"2006","AA96","R&D-OTHER AGRI-MGMT SUP","$50.00","1"
"2006","AB11","R&D-CRIME PREVENT & CONT-B RES","$24,032.94","4"
"2006","AB12","R&D-CRIME PREVENT & CONT-A RES/EXPL","$3,825.00","1"
"2006","AB13","R&D-CRIME PREVENT & CONT-ADV DEV","-$361.00","3"
"2006","AB14","R&D-CRIME PREVENT & CONT-ENG DEV","$975.00","1"
"2006","AB16","R&D-CRIME PREVENT & CONT-MGMT SUP","$495.00","1"
"2006","AB17","R&D-CRIME PREVENT & CONT-COMERCLIZ","$45,816.00","7"
"2006","AB21","FIRE PREVENTION AND CONTROL (BASIC)","$2,405,024.84","69"
"2006","AB22","R&D-FIRE PREVENT & CONT-A RES/EXPL","$2,609,866.00","15"
"2006","AB23","R&D-FIRE PREVENT & CONT-ADV DEV","$172,989.00","1"
"2006","AB24","R&D-FIRE PREVENT & CONT-ENG DEV","$352,980.00","3"
"2006","AB26","R&D-FIRE PREVENT & CONT-MGMT SUP","$11,050.00","1"
"2006","AB27","R&D-FIRE PREVENT & CONT-COMERCLIZ","$63,628.00","2"
"2006","AB31","R&D-RURAL SVCS & DEVELOP-B RES","$814,243.66","5"
"2006","AB32","R&D-RURAL SVCS & DEVELOP-A RES/EXPL","$169,788.00","2"
"2006","AB33","R&D-RURAL SVCS & DEVELOP-ADV DEV","$9,125.95","1"
"2006","AB34","R&D-RURAL SVCS & DEVELOP-ENG DEV","$12,589.00","2"
"2006","AB36","R&D-RURAL SVCS & DEVELOP-MGMT SUP","$996,478.55","8"
"2006","AB37","R&D-RURAL SVCS & DEVELOP-COMERCLIZ","$512.00","1"
"2006","AB41","R&D-URBAN SVCS & DEVELOP-B RES","$24,600.00","3"
"2006","AB42","R&D-URBAN SVCS & DEVELOP-A RES/EXPL","$15,000.00","3"
"2006","AB43","R&D-URBAN SVCS & DEVELOP-ADV DEV","$50,000.00","1"
"2006","AB47","R&D-URBAN SVCS & DEVELOP-COMERCLIZ","$246,585.68","2"
"2006","AB91","R&D-OTHER SVC & DEVELOP-B RES","$21,031,826.40","66"
"2006","AB92","R&D-OTHER SVC & DEVELOP-A RES/EXPL","$7,265,598.00","27"
"2006","AB93","R&D-OTHER SVC & DEVELOP-ADV DEV","$131,145,673.00","48"
"2006","AB94","R&D-OTHER SVC & DEVELOP-ENG DEV","$70,934,108.73","68"
"2006","AB95","R&D-OTHER SVC & DEVELOP-OPSY DEV","$9,208,050.00","9"
"2006","AB96","R&D-OTHER SVC & DEVELOP-MGMT SUP","$7,285,387.96","31"
"2006","AB97","R&D-OTHER SVC & DEVELOP-COMERCLIZ","$4,613,234.00","14"
"2006","AC11","DEFENSE AIRCRAFT (BASIC)","$181,865,344.76","458"
"2006","AC12","R&D-AIRCRAFT-A RES/EXPL DEV","$186,954,651.54","829"
"2006","AC13","DEFENSE AIRCRAFT (ADVANCED)","$106,724,365.00","192"
"2006","AC14","DEFENSE AIRCRAFT (ENGINEERING)","$82,431,543.00","119"
"2006","AC15","DEFENSE AIRCRAFT (OPERATIONAL)","$7,455,772,951.42","367"
"2006","AC16","R&D-AIRCRAFT-MGMT SUP","$81,354,591.74","232"
"2006","AC17","R&D-AIRCRAFT-COMERCLIZ","$983,294,704.00","237"
"2006","AC21","R&D-MISSILE & SPACE SYS-B RES","$325,009,552.19","879"
"2006","AC22","R&D-MISSILE & SPACE SYS-A RES/EXPL","$458,885,780.37","475"
"2006","AC23","R&D-MISSILE & SPACE SYS-ADV DEV","$3,064,948,610.82","2,831"
"2006","AC24","R&D-MISSILE & SPACE SYS-ENG DEV","$603,830,216.68","250"
"2006","AC25","R&D-MISSILE & SPACE SYS-OPSY DEV","$905,722,154.23","643"
"2006","AC26","R&D-MISSILE & SPACE SYS-MGMT SUP","$237,236,764.21","231"
"2006","AC27","R&D-MISSILE & SPACE SYS-COMERCLIZ","$62,849,337.00","70"
"2006","AC31","DEFENSE SHIPS (BASIC)","$556,896,136.80","228"
"2006","AC32","DEFENSE SHIPS (APPLIED/EXPLORATORY)","$10,936,959.78","101"
"2006","AC33","DEFENSE SHIPS (ADVANCED)","$746,685,472.94","612"
"2006","AC34","DEFENSE SHIPS (ENGINEERING)","$81,864,171.30","142"
"2006","AC35","DEFENSE SHIPS (OPERATIONAL)","$60,257,970.51","75"
"2006","AC36","DEFENSE SHIPS (MANAGEMENT/SUPPORT)","$9,938,715.00","40"
"2006","AC37","R&D-SHIPS-COMERCLIZ","$11,922,379.00","33"
"2006","AC41","DEFENSE TANK - AUTOMOTIVE (BASIC)","$133,891,456.48","108"
"2006","AC42","R&D-TANK - AUTOMOTIVE-A RES/EXPL DE","$39,259,722.86","110"
"2006","AC43","R&D-TANK - AUTOMOTIVE-ADV DEV","$262,538,919.40","144"
"2006","AC44","R&D-TANK - AUTOMOTIVE-ENG DEV","$25,139,744.75","65"
"2006","AC45","R&D-TANK - AUTOMOTIVE-OPSY DEV","$5,389,748.00","19"
"2006","AC46","R&D-TANK - AUTOMOTIVE-MGMT SUP","$3,354,208.00","7"
"2006","AC47","R&D-TANK - AUTOMOTIVE-COMERCLIZ","$41,002,593.50","29"
"2006","AC51","WEAPONS (BASIC)","$90,566,967.08","317"
"2006","AC52","WEAPONS (APPLIED/EXPLORATORY)","$140,234,848.50","420"
"2006","AC53","WEAPONS (ADVANCED)","$151,231,752.92","405"
"2006","AC54","WEAPONS (ENGINEERING)","$476,005,929.00","193"
"2006","AC55","WEAPONS (OPERATIONAL)","$147,358,111.36","199"
"2006","AC56","WEAPONS (MANAGEMENT/SUPPORT)","$46,358,022.48","313"
"2006","AC57","R&D-WEAPONS-COMERCLIZ","$58,458,588.00","98"
"2006","AC61","R&D-ELECTRONICS & COMM EQ-B RES","$682,854,535.02","1,185"
"2006","AC62","R&D-ELECTRONICS & COMM EQ-A RES/EXP","$696,957,887.77","1,563"
"2006","AC63","R&D-ELECTRONICS & COMM EQ-ADV DEV","$786,346,010.83","1,285"
"2006","AC64","R&D-ELECTRONICS & COMM EQ-ENG DEV","$450,853,504.95","664"
"2006","AC65","R&D-ELECTRONICS & COMM EQ-OPSY DEV","$1,135,590,788.21","836"
"2006","AC66","R&D-ELECTRONICS & COMM EQ-MGMT SUP","$73,387,343.11","320"
"2006","AC67","R&D-ELECTRONICS & COMM EQ-COMERCLIZ","$386,476,501.01","316"
"2006","AC91","R&D-MISC HARD GOODS-B RES","$1,785,774.00","17"
"2006","AC92","R&D-MISC HARD GOODS-A RES/EXPL DEV","$12,076,313.12","37"
"2006","AC93","R&D-MISC HARD GOODS-ADV DEV","$48,301,156.54","366"
"2006","AC94","R&D-MISC HARD GOODS-ENG DEV","$5,879,372.00","16"
"2006","AC95","R&D-MISC HARD GOODS-OPSY DEV","$3,179,777.00","10"
"2006","AC96","R&D-MISC HARD GOODS-MGMT SUP","$2,385,715.00","13"
"2006","AC97","R&D-MISC HARD GOODS-COMERCLIZ","$2,733,572.00","7"
"2006","AD11","AMMUNITION (BASIC)","$20,158,204.23","84"
"2006","AD12","AMMUNITION (APPLIED/EXPLORATORY)","$28,739,106.57","227"
"2006","AD13","AMMUNITION (ADVANCED)","$57,558,839.30","80"
"2006","AD14","AMMUNITION (ENGINEERING)","$93,380,481.20","41"
"2006","AD15","AMMUNITION (OPERATIONAL)","$70,501,996.94","26"
"2006","AD16","AMMUNITION (MANAGEMENT/SUPPORT)","$542,015.94","4"
"2006","AD17","R&D-AMMUNITION-COMERCLIZ","$532,935.00","8"
"2006","AD21","SERVICES (BASIC)","$940,709,643.90","5,159"
"2006","AD22","SERVICES (APPLIED/EXPLORATORY)","$191,513,207.49","502"
"2006","AD23","SERVICES (ADVANCED)","$209,810,261.98","711"
"2006","AD24","SERVICES (ENGINEERING)","$353,901,365.14","1,181"
"2006","AD25","SERVICES (OPERATIONAL)","$503,913,387.22","8,214"
"2006","AD26","SERVICES (MANAGEMENT/SUPPORT)","$1,005,384,985.99","4,962"
"2006","AD27","R&D-SVCS-COMERCLIZ","$115,298,745.62","298"
"2006","AD31","SUBSISTENCE (BASIC)","$830,650.09","31"
"2006","AD32","SUBSISTENCE (APPLIED/EXPLORATORY)","$444,997.00","9"
"2006","AD33","SUBSISTENCE (ADVANCED)","$3,719,291.00","3"
"2006","AD34","SUBSISTENCE (ENGINEERING)","$4,265,993.79","55"
"2006","AD35","SUBSISTENCE (OPERATIONAL)","$1,702,064.51","11"
"2006","AD36","SUBSISTENCE (MANAGEMENT/SUPPORT)","$14,400.00","2"
"2006","AD41","R&D-TEXTILES,CLOTHING,ETC-B RES","$10,011,426.00","37"
"2006","AD42","R&D-TEXTILES,CLOTHING,ETC-A RES/EXP","$2,232,593.00","11"
"2006","AD43","R&D-TEXTILES,CLOTHING,ETC-ADV DEV","$7,766,524.50","13"
"2006","AD44","R&D-TEXTILES,CLOTHING,ETC-ENG DEV","$10,094,629.00","10"
"2006","AD45","R&D-TEXTILES,CLOTHING,ETC-OPSY DEV","$6,012,473.00","9"
"2006","AD46","R&D-TEXTILES,CLOTHING,ETC-MGMT SUP","$9,744.00","1"
"2006","AD51","FUELS AND LUBRICANTS (BASIC)","$1,271,730.76","25"
"2006","AD52","R&D-FUELS & LUBRICANTS-A RES/EXPL D","$5,365,473.15","21"
"2006","AD53","FUELS AND LUBRICANTS (ADVANCED)","$16,144,129.95","10"
"2006","AD54","FUELS AND LUBRICANTS (ENGINEERING)","$2,695,668.21","27"
"2006","AD55","FUELS AND LUBRICANTS (OPERATIONAL)","$984,320.30","38"
"2006","AD56","R&D-FUELS & LUBRICANTS-MGMT SUP","$108,933.00","2"
"2006","AD57","R&D-FUELS & LUBRICANTS-COMERCLIZ","$10,501.60","2"
"2006","AD61","CONSTRUCTION (BASIC)","$691,412,030.80","1,704"
"2006","AD62","CONSTRUCTION (APPLIED/EXPLORATORY)","$1,146,259.00","3"
"2006","AD63","CONSTRUCTION (ADVANCED)","$21,601,498.96","60"
"2006","AD64","CONSTRUCTION (ENGINEERING)","$28,062,741.64","212"
"2006","AD65","CONSTRUCTION (OPERATIONAL)","$13,419,264.21","95"
"2006","AD66","CONSTRUCTION (MANAGEMENT/SUPPORT)","$29,437,267.72","232"
"2006","AD67","R&D-CONSTRUCT-COMERCLIZ","$2,721,087.80","14"
"2006","AD91","OTHER DEFENSE (BASIC)","$828,278,778.31","1,594"
"2006","AD92","OTHER DEFENSE (APPLIED/EXPLORATORY)","$1,578,965,485.87","4,294"
"2006","AD93","OTHER DEFENSE (ADVANCED)","$2,979,235,992.64","1,644"
"2006","AD94","OTHER DEFENSE (ENGINEERING)","$124,415,622.50","300"
"2006","AD95","OTHER DEFENSE (OPERATIONAL)","$372,546,669.00","860"
"2006","AD96","OTHER DEFENSE (MANAGEMENT/SUPPORT)","$159,858,880.33","650"
"2006","AD97","R&D-OTHER DEFENSE-COMERCLIZ","$27,183,304.00","65"
"2006","AE11","R&D-EMPL GROW-PRODUCTIVTY-B RES","$258,451.00","1"
"2006","AE14","R&D-EMPL GROW-PRODUCTIVTY-ENG DEV","$99,488.00","1"
"2006","AE16","R&D-EMPL GROW-PRODUCTIVTY-MGMT SUP","$77,930.00","5"
"2006","AE21","R&D-PROD/SERV IMPROVEMENT-B RES","$1,780,252.71","12"
"2006","AE22","R&D-PROD/SERV IMPROVEMENT-A RES/EXP","$170,033.00","5"
"2006","AE23","R&D-PROD/SERV IMPROVEMENT-ADV DEV","$732,500.00","12"
"2006","AE24","R&D-PROD/SERV IMPROVEMENT-ENG DEV","$5,674,865.00","37"
"2006","AE25","R&D-PROD/SERV IMPROVEMENT-OPSY DEV","$140,658.00","4"
"2006","AE26","R&D-PROD/SERV IMPROVEMENT-MGMT SUP","$5,237,356.79","24"
"2006","AE27","R&D-PROD/SERV IMPROVEMENT-COMERCLIZ","$1,425.86","1"
"2006","AE31","MANUFACTURING TECHNOLOGY (BASIC)","$34,509,788.74","61"
"2006","AE32","R&D-MANUFACTURING TECH-A RES/EXPL D","$2,120,755.00","5"
"2006","AE33","MANUFACTURING TECHNOLOGY (ADVANCED)","$312,944.00","20"
"2006","AE34","R&D-MANUFACTURING TECH-ENG DEV","$1,171,481.50","11"
"2006","AE35","R&D-MANUFACTURING TECH-OPSY DEV","$45,496,547.00","148"
"2006","AE36","R&D-MANUFACTURING TECH-MGMT SUP","$1,457,814.51","6"
"2006","AE37","R&D-MANUFACTURING TECH-COMERCLIZ","$30,582,121.32","47"
"2006","AE91","R&D-ECON GROW-PRODUCTIVTY-B RES","$0.00","1"
"2006","AE92","R&D-ECON GROW-PRODUCTIVTY-A RES/EXP","$9,800.00","1"
"2006","AE95","R&D-ECON GROW-PRODUCTIVTY-OPSY DEV","$18,768.00","1"
"2006","AE96","R&D-ECON GROW-PRODUCTIVTY-MGMT SUP","$74,066.00","3"
"2006","AF11","EDUCATION (BASIC)","$25,018,834.62","175"
"2006","AF12","EDUCATION (APPLIED/EXPLORATORY)","$64,380,510.00","40"
"2006","AF13","EDUCATION (ADVANCED)","$1,086,351.85","47"
"2006","AF14","EDUCATION (ENGINEERING)","$6,477,059.00","25"
"2006","AF15","EDUCATION (OPERATIONAL)","$1,008,758.31","18"
"2006","AF16","EDUCATION (MANAGEMENT/SUPPORT)","$49,805,222.19","184"
"2006","AF17","R&D-EDUCATIONAL-COMERCLIZ","$158,941.10","4"
"2006","AG10","R&D-ENERGY - COAL","$0.00","2"
"2006","AG11","COAL (BASIC)","$1,729,471.65","6"
"2006","AG12","COAL (APPLIED/EXPLORATORY)","$418,141.39","7"
"2006","AG13","COAL (ADVANCED)","-$1,523.00","5"
"2006","AG14","COAL (ENGINEERING)","-$1,646,757.40","6"
"2006","AG15","COAL (OPERATIONAL)","$635,356.32","2"
"2006","AG16","COAL (MANAGEMENT/SUPPORT)","$2,400.00","1"
"2006","AG21","GAS (BASIC)","$7,247,461.00","24"
"2006","AG22","GAS (APPLIED/EXPLORATORY)","-$36,690.83","10"
"2006","AG23","GAS (ADVANCED)","-$884,307.66","12"
"2006","AG24","GAS (ENGINEERING)","$19,500.00","3"
"2006","AG25","GAS (OPERATIONAL)","$207,842.75","32"
"2006","AG26","GAS (MANAGEMENT/SUPPORT)","$184,215.00","7"
"2006","AG27","R&D-ENERGY - GAS-COMERCLIZ","$990,970.83","11"
"2006","AG31","GEOTHERMAL (BASIC)","$392,986.00","6"
"2006","AG32","GEOTHERMAL (APPLIED/EXPLORATORY)","$149,454.00","1"
"2006","AG33","GEOTHERMAL (ADVANCED)","$999,950.00","1"
"2006","AG41","WIND ENERGY (BASIC)","$37,500.00","1"
"2006","AG42","WIND ENERGY (APPLIED/EXPLORATORY)","$344,111.00","3"
"2006","AG51","NUCLEAR (BASIC)","$34,588,136.02","42"
"2006","AG52","NUCLEAR (APPLIED/EXPLORATORY)","$967,835.00","19"
"2006","AG53","NUCLEAR (ADVANCED)","$3,005,700.00","6"
"2006","AG54","NUCLEAR (ENGINEERING)","$15,297,600.53","25"
"2006","AG55","NUCLEAR (OPERATIONAL)","$0.00","1"
"2006","AG56","NUCLEAR (MANAGEMENT/SUPPORT)","$175,933,824.00","25"
"2006","AG61","PETROLEUM (BASIC)","$55,413.10","15"
"2006","AG62","PETROLEUM (APPLIED/EXPLORATORY)","$14,259.00","1"
"2006","AG65","PETROLEUM (OPERATIONAL)","$19,706.55","7"
"2006","AG66","PETROLEUM (MANAGEMENT/SUPPORT)","$78,402.00","4"
"2006","AG71","SOLAR/PHOTOVOLTAIC (BASIC)","$602,449.86","6"
"2006","AG73","SOLAR/PHOTOVOLTAIC (ADVANCED)","-$300.00","1"
"2006","AG74","SOLAR/PHOTOVOLTAIC (ENGINEERING)","$24,892.00","1"
"2006","AG77","R&D-ENERGY -SOLAR/PHOTOVOLTAIC-COME","$10,000.00","1"
"2006","AG81","CONSERVATION OF ENERGY (BASIC)","$6,842,618.69","26"
"2006","AG83","CONSERVATION OF ENERGY (ADVANCED)","$18,479.00","2"
"2006","AG84","R&D-CONSERV OF ENERGY-ENG DEV","$2,066.00","1"
"2006","AG86","R&D-CONSERV OF ENERGY-MGMT SUP","$641,184.08","3"
"2006","AG91","OTHER ENERGY (BASIC)","$5,059,465.71","35"
"2006","AG92","OTHER ENERGY (APPLIED/EXPLORATORY)","$6,040,725.46","51"
"2006","AG93","OTHER ENERGY (ADVANCED)","$18,715,583.26","30"
"2006","AG94","OTHER ENERGY (ENGINEERING)","$5,114,115.00","6"
"2006","AG95","OTHER ENERGY (OPERATIONAL)","$1,792,475.00","3"
"2006","AH11","R&D-POLLUTION CONT/ABATE-B RES","$19,972,448.96","296"
"2006","AH12","R&D-POLLUTION CONT/ABATE-A RES/EXPL","$104,302.14","7"
"2006","AH13","R&D-POLLUTION CONT/ABATE-ADV DEV","$2,614,296.00","115"
"2006","AH14","R&D-POLLUTION CONT/ABATE-ENG DEV","$0.00","1"
"2006","AH16","R&D-POLLUTION CONT/ABATE-MGMT SUP","$14,109.00","2"
"2006","AH21","AIR POLLUTION (BASIC)","$1,351,939.00","17"
"2006","AH22","AIR POLLUTION (APPLIED/EXPLORATORY)","$9,427.92","5"
"2006","AH25","AIR POLLUTION (OPERATIONAL)","$69,937.00","2"
"2006","AH26","AIR POLLUTION (MANAGEMENT/SUPPORT)","$420,697.83","14"
"2006","AH27","R&D-AIR POLLUTION-COMERCLIZ","$68,904.00","3"
"2006","AH31","WATER POLLUTION (BASIC)","$1,054,751.37","13"
"2006","AH32","R&D-WATER POLLUTION-A RES/EXPL DEV","$891,700.89","14"
"2006","AH34","WATER POLLUTION (ENGINEERING)","$2,499.87","2"
"2006","AH35","WATER POLLUTION (OPERATIONAL)","$145,098.00","2"
"2006","AH36","R&D-WATER POLLUTION-MGMT SUP","$38,051.99","8"
"2006","AH37","R&D-WATER POLLUTION-COMERCLIZ","$6,048.00","1"
"2006","AH41","NOISE POLLUTION (BASIC)","$2,500.00","2"
"2006","AH42","R&D-NOISE POLLUTION-A RES/EXPL DEV","$104,472.71","8"
"2006","AH45","NOISE POLLUTION (OPERATIONAL)","$208,890.00","5"
"2006","AH91","R&D-OTHER ENVIRONMENT-B RES","$36,921,086.58","395"
"2006","AH92","R&D-OTHER ENVIRONMENT-A RES/EXPL DE","$10,702,485.34","67"
"2006","AH93","R&D-OTHER ENVIRONMENT-ADV DEV","$1,323,849.34","24"
"2006","AH94","R&D-OTHER ENVIRONMENT-ENG DEV","$1,694,472.18","13"
"2006","AH95","R&D-OTHER ENVIRONMENT-OPSY DEV","$167,237.53","9"
"2006","AH96","R&D-OTHER ENVIRONMENT-MGMT SUP","$4,562,038.47","257"
"2006","AH97","R&D-OTHER ENVIRONMENT-COMERCLIZ","$1,040,120.00","6"
"2006","AJ11","PHYSICAL SCIENCES (BASIC)","$112,341,197.70","414"
"2006","AJ12","R&D-PHYSICAL SCIENCE-A RES/EXPL DEV","$196,330,890.43","381"
"2006","AJ13","PHYSICAL SCIENCES (ADVANCED)","$43,530,043.61","141"
"2006","AJ14","PHYSICAL SCIENCES (ENGINEERING)","$21,202,990.39","70"
"2006","AJ15","PHYSICAL SCIENCES (OPERATIONAL)","$13,863,972.91","17"
"2006","AJ16","R&D-PHYSICAL SCIENCE-MGMT SUP","$49,426,785.00","183"
"2006","AJ17","R&D-PHYSICAL SCIENCE-COMERCLIZ","$2,454,949.00","17"
"2006","AJ21","R&D-MATH & COMPUTER SCI-B RES","$8,297,752.28","33"
"2006","AJ22","R&D-MATH & COMPUTER SCI-A RES/EXPL","$6,613,740.00","22"
"2006","AJ23","R&D-MATH & COMPUTER SCI-ADV DEV","$75,452,577.29","103"
"2006","AJ24","R&D-MATH & COMPUTER SCI-ENG DEV","$8,462,697.78","38"
"2006","AJ25","R&D-MATH & COMPUTER SCI-OPSY DEV","$2,064,044.85","14"
"2006","AJ26","R&D-MATH & COMPUTER SCI-MGMT SUP","$870,907.93","20"
"2006","AJ27","R&D-MATH, COMPUTER SCI - COMERCLIZ","$3,392,159.58","10"
"2006","AJ31","ENVIRONMENTAL SCIENCES (BASIC)","$603,033,258.34","336"
"2006","AJ32","R&D-ENVIRONMENTAL SCI-A RES/EXPL DE","$17,638,693.08","155"
"2006","AJ33","ENVIRONMENTAL SCIENCES (ADVANCED)","$11,833,654.74","99"
"2006","AJ34","R&D-ENVIRONMENTAL SCI-ENG DEV","$1,152,112.10","15"
"2006","AJ35","R&D-ENVIRONMENTAL SCI-OPSY DEV","$16,772.00","6"
"2006","AJ36","R&D-ENVIRONMENTAL SCI-MGMT SUP","$2,556,774.82","44"
"2006","AJ41","ENGINEERING (BASIC)","$36,605,464.12","442"
"2006","AJ42","ENGINEERING (APPLIED/EXPLORATORY)","$49,467,599.57","193"
"2006","AJ43","ENGINEERING (ADVANCED)","$1,145,543,860.00","397"
"2006","AJ44","ENGINEERING (ENGINEERING)","$130,146,405.49","174"
"2006","AJ45","ENGINEERING (OPERATIONAL)","$23,773,094.17","165"
"2006","AJ46","ENGINEERING (MANAGEMENT/SUPPORT)","$104,502,432.51","194"
"2006","AJ47","RDTE/Engineering Sci-Oper Sy Dev","$15,249,717.57","13"
"2006","AJ51","LIFE SCIENCES (BASIC)","$12,844,519.86","50"
"2006","AJ52","LIFE SCIENCES (APPLIED/EXPLORATORY)","$3,577,772.09","46"
"2006","AJ53","LIFE SCIENCES (ADVANCED)","$1,606,748.00","10"
"2006","AJ54","LIFE SCIENCES (ENGINEERING)","$4,142,918.73","20"
"2006","AJ55","LIFE SCIENCES (OPERATIONAL)","$1,466,850.00","2"
"2006","AJ56","LIFE SCIENCES (MANAGEMENT/SUPPORT)","$2,925,901.00","25"
"2006","AJ61","PSYCHOLOGICAL SCIENCES (BASIC)","$6,162,210.47","67"
"2006","AJ62","R&D-PSYCHOLOGICAL SCI-A RES/EXPL DE","$11,962,481.00","92"
"2006","AJ63","PSYCHOLOGICAL SCIENCES (ADVANCED)","$2,875,007.88","22"
"2006","AJ65","R&D-PSYCHOLOGICAL SCI-OPSY DEV","$218,433.00","6"
"2006","AJ66","R&D-PSYCHOLOGICAL SCI-MGMT SUP","$2,089,422.00","27"
"2006","AJ71","SOCIAL SCIENCES (BASIC)","$10,424,713.00","67"
"2006","AJ72","R&D-SOCIAL SCIENCES-A RES/EXPL DEV","$1,705,381.12","9"
"2006","AJ73","SOCIAL SCIENCES (ADVANCED)","$57,550.00","1"
"2006","AJ74","SOCIAL SCIENCES (ENGINEERING)","$48,808.00","1"
"2006","AJ76","R&D-SOCIAL SCIENCES-MGMT SUP","$2,268,967.88","10"
"2006","AJ77","RDTE/Social Sciences - Operational System Develop","$0.00","3"
"2006","AJ91","R&D-OTHER SCIENCES-B RES","$56,163,391.91","248"
"2006","AJ92","R&D-OTHER SCIENCES-A RES/EXPL DEV","$7,102,247.44","34"
"2006","AJ93","R&D-OTHER SCIENCES-ADV DEV","$4,686,870.92","55"
"2006","AJ94","R&D-OTHER SCIENCES-ENG DEV","$2,374,922.54","30"
"2006","AJ95","R&D-OTHER SCIENCES-OPSY DEV","$356,038.12","7"
"2006","AJ96","R&D-OTHER SCIENCES-MGMT SUP","$10,545,632.69","39"
"2006","AK11","HOUSING (BASIC)","$6,146,376.69","44"
"2006","AK13","HOUSING (ADVANCED)","$216,000.00","3"
"2006","AK15","HOUSING (OPERATIONAL)","$74,043,166.30","35"
"2006","AK16","HOUSING (MANAGEMENT/SUPPORT)","$235,347,115.41","144"
"2006","AL11","EMPLOYMENT (BASIC)","$1,671,190.68","52"
"2006","AL14","EMPLOYMENT (ENGINEERING)","$7,961,677.95","18"
"2006","AL15","EMPLOYMENT (OPERATIONAL)","$6,851,627.46","52"
"2006","AL16","EMPLOYMENT (MANAGEMENT/SUPPORT)","$10,612,459.23","154"
"2006","AL21","INCOME MAINTENANCE (BASIC)","$285,661.10","30"
"2006","AL24","INCOME MAINTENANCE (ENGINEERING)","$0.00","1"
"2006","AL25","INCOME MAINTENANCE (OPERATIONAL)","$714,986.32","14"
"2006","AL27","R&D-INCOME MAINT-COMERCLIZ","$9,953.00","1"
"2006","AL91","OTHER INCOME SECURITY (BASIC)","$406,364.20","5"
"2006","AL94","OTHER INCOME SECURITY (ENGINEERING)","$1,178.00","1"
"2006","AL95","OTHER INCOME SECURITY (OPERATIONAL)","$131,395.88","3"
"2006","AL96","R&D-OTHER INCOME SECURITY-MGMT SUP","$45,706.00","1"
"2006","AM11","R&D-INTERNATIONAL AFFAIRS-B RES","$1,545,726.00","8"
"2006","AM12","R&D-INTERNATIONAL AFFAIRS-A RES/EXP","$7,300.00","3"
"2006","AM14","R&D-INTERNATIONAL AFFAIRS-ENG DEV","$1,440.00","2"
"2006","AM15","R&D-INTERNATIONAL AFFAIRS-OPSY DEV","$533,846.00","2"
"2006","AM16","R&D-INTERNATIONAL AFFAIRS-MGMT SUP","$424,244.19","17"
"2006","AN11","BIOMEDICAL (BASIC)","$548,995,609.86","1,019"
"2006","AN12","BIOMEDICAL (APPLIED/EXPLORATORY)","$202,626,590.92","491"
"2006","AN13","BIOMEDICAL (ADVANCED)","$19,208,139.00","39"
"2006","AN14","BIOMEDICAL (ENGINEERING)","$3,379,281.00","23"
"2006","AN15","BIOMEDICAL (OPERATIONAL)","$1,744.00","4"
"2006","AN16","BIOMEDICAL (MANAGEMENT/SUPPORT)","$51,615,289.00","77"
"2006","AN17","R&D-BIOMEDICAL-COMERCLIZ","$8,396,519.00","13"
"2006","AN21","DRUGS DEPENDENCY (BASIC)","$140,310.00","4"
"2006","AN22","R&D-DRUG DEPENDENCY-A RES/EXPL DEV","$65,667,260.35","63"
"2006","AN23","DRUGS DEPENDENCY (ADVANCED)","$585,100.00","2"
"2006","AN26","R&D-DRUG DEPENDENCY-MGMT SUP","$75,508.00","4"
"2006","AN31","ALCOHOL DEPENDENCY (BASIC)","$4,284.00","2"
"2006","AN34","ALCOHOL DEPENDENCY (ENGINEERING)","-$8,797.00","2"
"2006","AN41","HEALTH SERVICES (BASIC)","$67,219,601.71","2,352"
"2006","AN42","R&D-HEALTH SVCS-A RES/EXPL DEV","$113,548,436.41","355"
"2006","AN43","HEALTH SERVICES (ADVANCED)","$67,178,725.74","119"
"2006","AN44","HEALTH SERVICES (ENGINEERING)","$78,433.07","4"
"2006","AN45","HEALTH SERVICES (OPERATIONAL)","$42,871,895.73","97"
"2006","AN46","R&D-HEALTH SVCS-MGMT SUP","$5,563,165.75","17"
"2006","AN47","R&D-HEALTH SVCS-COMERCLIZ","$6,177,046.00","29"
"2006","AN51","MENTAL HEALTH (BASIC)","$8,223,960.41","43"
"2006","AN52","MENTAL HEALTH (APPLIED/EXPLORATORY)","$119,910.00","1"
"2006","AN53","MENTAL HEALTH (ADVANCED)","$0.00","3"
"2006","AN55","MENTAL HEALTH (OPERATIONAL)","$87,497.10","18"
"2006","AN56","MENTAL HEALTH (MANAGEMENT/SUPPORT)","$2,025,580.00","14"
"2006","AN57","R&D-MENTAL HEALTH-COMERCLIZ","$111,672.00","1"
"2006","AN61","REHABILITATIVE ENGINEERING (BASIC)","$262,786.69","6"
"2006","AN63","R&D-MED REHAB ENGINEERING-ADV DEV","$269,593.02","1"
"2006","AN71","R&D-SPEC MED SVCS-B RES","$942,900.25","19"
"2006","AN72","R&D-SPEC MED SVCS-A RES/EXPL DEV","$15,773,798.99","15"
"2006","AN73","R&D-SPEC MED SVCS-ADV DEV","$258,245.40","6"
