"Fiscal Year","Product or Service Code","Product or Service Description","Action Obligation","Actions"
"2010","M163","OPER OF GOVT TROOP HOUSING","$8,673,345.02","33"
"2010","M164","OPERATION OF DINING FACILITIES","$121,144,139.27","124"
"2010","M165","OPERATION OF RELIGIOUS FACILITIES","$17,829.36","24"
"2010","M166","OPERATION OF PENAL FACILITIES","$6,350,798.53","32"
"2010","M169","OPER OF GOVT OTHER RESIDENTIAL BLDG","$7,428,314.08","12"
"2010","M172","OPER OF GOVT FOOD STORAGE BLDGS","$24,987.65","2"
"2010","M173","OPERATION OF FUEL STORAGE BUILDINGS","$250,901,000.49","426"
"2010","M174","OPER OF GOVT OPEN STORAGE FAC","$11,015,424.02","35"
"2010","M179","OPER OF GOVT OTHER WAREHOUSE BLDGS","$269,778,946.31","450"
"2010","M181","OPER OF GOVT R&D GOCO FACILITIES","$12,343,270,083.76","1,293"
"2010","M182","OPER OF GOVT R&D GOGO FACILITIES","$10,712,056.39","71"
"2010","M191","OPER OF GOVT EXHIBITION BUILDINGS","$1,787,886.50","20"
"2010","M192","OPER OF GOVT TEST BUILDINGS","$40,657,817.06","127"
"2010","M199","OPER OF GOVT MISC BLDGS","$1,370,989,858.45","696"
"2010","M211","OPERATION OF DAMS","$3,552,484.15","12"
"2010","M212","OPERATION OF CANALS","$448,013.01","13"
"2010","M215","OPER OF GOVT SURFACE MINE RECLAM","$258,938.09","5"
"2010","M216","OPERATION OF DREDGING","$11,829,851.97","7"
"2010","M219","OPER OF GOVT OTHER CONSV STRUCTURE","$622.00","4"
"2010","M222","OPER OF GOVT HWYS-RDS-STS-BRDGS-RAI","$252,807.19","40"
"2010","M224","OPER OF GOVT PARKING FACILITIES","$4,555,508.98","53"
"2010","M231","OPERATION OF EPG FACILITIES - COAL","$76,192.32","1"
"2010","M232","OPERATION OF EPG FACILITIES - GAS","$1,478,525.83","26"
"2010","M234","OPERATION OF EPG FACILITIES - HYDRO","$48,201.00","2"
"2010","M236","OPER OF GOVT EPG - PETROLEUM","$106,027.18","16"
"2010","M239","OPER OF GOVT EPG - OTHER","$0.00","1"
"2010","M241","OPERATION OF FUEL SUPPLY FACILITIES","$3,688,161.92","12"
"2010","M242","OPER OF GOVT HEATING & COOL PLANTS","$5,782,539.06","28"
"2010","M243","OPER OF GOVT POLLUTION ABATEMENT","$5,060,715.00","7"
"2010","M244","OPER OF GOVT SEWAGE & WASTE","$10,409,238.51","118"
"2010","M245","OPER OF GOVT WATER SUPPLY","$2,677,911.09","59"
"2010","M249","OPERATION OF OTHER UTILITIES","$8,289,223.35","87"
"2010","M291","OPER OF GOVT RECREA NON-BLDG STRUC","$38,974,210.45","650"
"2010","M292","OPER OF GOVT EXHIBIT (NON BLDG)","$8,498.95","2"
"2010","M293","OPER OF GOVT UNIMPROVED REAL PROP","$28,499.00","6"
"2010","M294","OPER OF GOVT WASTE TRMT-STORE FAC","$465,200,789.80","95"
"2010","M299","OPER OF GOVT ALL OTH NON-BLDG FACS","$304,941,002.66","2,364"
"2010","M300","OPER OF GOVT RESTORATION","$1,096,966,701.58","201"
"2010","N010","INSTALLATION OF EQUIPMENT: WEAPONS","$43,581,873.07","44"
"2010","N012","INSTALL OF FIRE CONT EQ","$4,405,296.66","53"
"2010","N013","INSTALL OF AMMO & EXPLOSIVES","$324,234.00","1"
"2010","N015","INSTALL OF AIRCRAFT","$667,624.50","21"
"2010","N016","INSTALL OF AIRCRAFT COMPONENTS","$39,935,904.64","55"
"2010","N017","INSTALL OF AIRCRAFT GROUND EQ","$278,920.47","8"
"2010","N019","INSTALL OF SHIPS-SML CRAFT-DOCKS","$13,125.00","2"
"2010","N020","INSTALL OF SHIP & MARINE EQ","$2,125,880.74","55"
"2010","N022","INSTALL OF RAILWAY EQ","$119,085.30","3"
"2010","N023","INSTALL OF VEHICLES-TRAILERS-CYC","-$425,421.49","50"
"2010","N024","INSTALLATION OF EQUIPMENT: TRACTORS","$103,216.35","9"
"2010","N025","INSTALL OF VEHICULAR EQ","$653,232.46","67"
"2010","N026","INSTALL OF TIRES & TUBES","$144,276.66","19"
"2010","N028","INSTALL OF ENGINES & TURBINES","$6,986,665.19","17"
"2010","N029","INSTALL OF ENGINE ACCESSORIES","$194,306.90","8"
"2010","N030","INSTALL OF MECH POWER TRANS EQ","$1,616,204.20","29"
"2010","N031","INSTALLATION OF EQUIPMENT: BEARINGS","$112,145.89","13"
"2010","N034","INSTALL OF METALWORK MACHINE","$1,799,658.24","11"
"2010","N035","INSTALL OF SERVICE & TRADE EQ","$916,961.98","50"
"2010","N036","INSTALL OF SP INDUSTRY MACHINERY","$1,187,532.95","31"
"2010","N038","INSTALL OF CONTRUCT EQ","$1,730,695.62","32"
"2010","N039","INSTALL OF MATERIALS HANDLING EQ","$1,327,013.19","39"
"2010","N040","INSTALL OF ROPE-CABLE-CHAIN","$6,432,245.14","58"
"2010","N041","INSTALL OF REFRIGERATION - AC EQ","$12,326,450.36","168"
"2010","N042","INSTALL OF FIRE-RESCUE-SAFETY EQ","$4,489,567.80","96"
"2010","N043","INSTALL OF PUMPS & COMPRESSORS","$2,097,101.04","72"
"2010","N044","INSTALL OF FURNACE-NUCLEAR REAC","$35,343.00","6"
"2010","N045","INSTALL OF PLUMBING-HEATING EQ","$10,934,263.45","276"
"2010","N046","INSTALL OF WATER PURIFICATION EQ","$282,000.25","22"
"2010","N047","INSTALL OF PIPE-TUBING-HOSE","$390,029.24","44"
"2010","N048","INSTALLATION OF EQUIPMENT: VALVES","$833,138.69","29"
"2010","N049","INSTALL OF MAINT REPAIR SHOP EQ","$3,344,356.38","57"
"2010","N051","INSTALL OF HAND TOOLS","$5,012.89","2"
"2010","N052","INSTALL OF MEASURING TOOLS","$625,395.32","23"
"2010","N053","INSTALL OF HARDWARE & ABRASIVES","$274,196.80","28"
"2010","N054","INSTALL OF PREFAB STRUCTURES","$6,242,859.59","176"
"2010","N055","INSTALL OF LUMBER & MILLWORK","$695,302.44","27"
"2010","N056","INSTALL OF CONTRUCT MATERIAL","$3,644,543.39","149"
"2010","N058","INSTALL OF COMMUNICATION EQ","$154,272,538.83","1,155"
"2010","N059","INSTALL OF ELECT-ELCT EQ","$623,462,902.57","1,633"
"2010","N060","INSTALL OF FIBER OPTICS MATERIAL","$29,101,846.03","250"
"2010","N061","INSTALL OF POWER DISTRIBUTION EQ","$21,293,120.26","196"
"2010","N062","INSTALL OF LIGHTING FIXTURES","$10,934,775.13","71"
"2010","N063","INSTALL OF ALARM & SIGNAL SYSTEM","$152,045,345.02","2,491"
"2010","N065","INSTALL OF MEDICAL-DENTAL-VET EQ","$6,924,390.10","178"
"2010","N066","INSTALL OF INSTRUMENTS & LAB EQ","$7,363,906.21","108"
"2010","N067","INSTALL OF PHOTOGRAPHIC EQ","$751,838.14","75"
"2010","N068","INSTALL OF CHEMICAL PRODUCTS","$259,604.64","7"
"2010","N069","INSTALL OF TRAINING AIDS-DEVICES","$22,983,336.99","26"
"2010","N070","INSTALL OF ADP EQ & SUPPLIES","$14,970,903.70","346"
"2010","N071","INSTALL OF FURNITURE","$41,552,927.84","1,848"
"2010","N072","INSTALL OF HOUSEHOLD FURNISHINGS","$1,653,393.15","135"
"2010","N073","INSTALL OF FOOD PREP-SERVING EQ","$501,057.88","25"
"2010","N074","INSTALL OF OFFICE MACHINES","$2,099,314.63","63"
"2010","N075","INSTALL OF OFFICE SUPPLIES","$102,630.92","16"
"2010","N076","INSTALL OF BOOKS-MAPS-PUBS","$29,907.77","4"
"2010","N077","INSTALL OF MUSICAL INST-RADIO-TV","$373,772.61","30"
"2010","N078","INSTALL OF RECREATIONAL EQ","$647,326.06","37"
"2010","N079","INSTALL OF CLEANING EQ","$64,346.05","10"
"2010","N080","INSTALL OF BRUSHES-PAINTS-SEALER","$89,241.41","16"
"2010","N081","INSTALL OF CONTAINERS-PACKAGING","$13,040.40","2"
"2010","N083","INSTALL OF TEXTILES-LEATHER-FURS","$886,932.89","14"
"2010","N085","INSTALL OF TOILETRIES","$500,043.67","26"
"2010","N087","INSTALL OF AGRICULTURAL SUPPLIES","$26,318.44","2"
"2010","N088","INSTALL OF LIVE ANIMALS","$18,318.25","4"
"2010","N091","INSTALL OF FUELS-LUBRICANTS-OILS","$32,390.23","4"
"2010","N093","INSTALL OF NONMETALIC FAB MAT","$51,192.10","7"
"2010","N094","INSTALL OF NONMETALIC CRUDE MAT","$5,493.09","1"
"2010","N095","INSTALL OF METAL BARS & SHEETS","$480,447.43","32"
"2010","N099","INSTALL OF MISC EQ","$168,711,433.68","1,242"
"2010","P100","DISPOSAL OF SURPLUS PROPERTY","$27,043,519.34","372"
"2010","P200","SALVAGE OF AIRCRAFT","$1,268,285.57","24"
"2010","P300","SALVAGE OF MARINE VESSELS","$12,957,682.06","38"
"2010","P400","DEMOLITION OF BUILDINGS","$82,179,461.30","505"
"2010","P500","DEMOLITION OF STRUCTURES/FACILITIES","$329,310,001.41","682"
"2010","P999","OTHER SALVAGE SERVICES","$31,199,133.70","477"
"2010","Q101","DEPENDENT MEDICARE SERVICES","$191,848,030.92","335"
"2010","Q201","GENERAL HEALTH CARE SERVICES","$11,050,654,705.37","16,698"
"2010","Q301","LABORATORY TESTING SERVICES","$367,893,109.07","7,898"
"2010","Q401","NURSING SERVICES","$302,410,207.62","16,187"
"2010","Q402","NURSING HOME CARE CONTRACTS","$247,857,189.01","27,820"
"2010","Q403","EVALUATION AND SCREENING","$368,964,340.39","749"
"2010","Q501","ANESTHESIOLOGY SERVICES","$75,087,810.73","587"
"2010","Q502","CARDIO-VASCULAR SERVICES","$36,992,667.54","583"
"2010","Q503","DENTISTRY SERVICES","$558,874,833.30","2,890"
"2010","Q504","DERMATOLOGY SERVICES","$5,720,647.45","179"
"2010","Q505","GASTROENTEROLOGY SERVICES","$24,177,539.00","289"
"2010","Q506","GERIATRIC SERVICES","$10,983,868.99","214"
"2010","Q507","GYNECOLOGY SERVICES","$24,576,975.46","341"
"2010","Q508","HEMATOLOGY SERVICES","$44,240,303.94","297"
"2010","Q509","INTERNAL MEDICINE SERVICES","$139,202,466.21","1,633"
"2010","Q510","NEUROLOGY SERVICES","$14,196,975.14","377"
"2010","Q511","OPHTHALMOLOGY SERVICES","$29,837,732.06","350"
"2010","Q512","OPTOMETRY SERVICES","$16,717,596.48","706"
"2010","Q513","ORTHOPEDIC SERVICES","$21,657,819.13","430"
"2010","Q514","OTOLARYNGOLOGY SERVICES","$9,118,923.45","161"
"2010","Q515","PATHOLOGY SERVICES","$40,624,409.39","845"
"2010","Q516","PEDIATRIC SERVICES","$26,579,927.52","334"
"2010","Q517","PHARMACOLOGY SERVICES","$87,159,187.73","2,437"
"2010","Q518","PHYSICAL MEDICINE & REHABILITATION","$37,839,619.32","881"
"2010","Q519","PSYCHIATRY SERVICES","$108,395,696.33","1,421"
"2010","Q520","PODIATRY SERVICES","$2,119,800.30","93"
"2010","Q521","PULMONARY SERVICES","$12,648,100.33","327"
"2010","Q522","RADIOLOGY SERVICES","$293,106,758.86","3,715"
"2010","Q523","SURGERY SERVICES","$71,585,414.21","1,202"
"2010","Q524","THORACIC SERVICES","$7,267,185.04","54"
"2010","Q525","UROLOGY SERVICES","$14,732,185.84","312"
"2010","Q526","MEDICAL/PSYCH CONSULTATION SVCS","$97,516,282.99","2,793"
"2010","Q527","NUCLEAR MEDICINE","$9,642,880.10","200"
"2010","Q999","OTHER MEDICAL SERVICES","$1,510,000,534.28","17,736"
"2010","R211","A/E - NON CONTRUCT - GENERAL","-$7,657.19","1"
"2010","R219","OTHER ARCHITECTS & ENGIN GEN","-$739,266.00","2"
"2010","R401","PERSONAL CARE SERVICES","$38,683,124.71","361"
"2010","R402","REAL ESTATE BROKERAGE SERVICES","$69,727,820.65","3,653"
"2010","R404","PROF SVCS/LAND SURVEYS - CADASTRAL","$22,672,533.21","944"
"2010","R405","OPERATIONS RESEARCH & QUANTITATIVE","$112,775,383.17","670"
"2010","R406","POLICY REVIEW/DEVELOPMENT SERVICES","$133,879,815.38","559"
"2010","R407","PROGRAM EVALUATION SERVICES","$298,305,667.17","1,437"
"2010","R408","PROGRAM MANAGEMENT/SUPPORT SERVICES","$8,214,355,604.74","24,904"
"2010","R409","PROGRAM REVIEW/DEVELOPMENT SERVICES","$249,303,314.01","1,264"
"2010","R411","PROF SVCS/REAL PROPERTY APPRAISALS","$51,914,292.24","6,880"
"2010","R412","SIMULATION","$184,583,037.22","422"
"2010","R413","SPECIFICATIONS DEVELOPMENT SERVICES","$38,193,672.64","183"
"2010","R414","SYSTEMS ENGINEERING SERVICES","$4,882,549,562.91","10,670"
"2010","R415","PROF SVCS/TECH SHARING-UTIL","$155,947,998.50","531"
"2010","R416","VETERINARY/ANIMAL CARE SERVICES","$67,247,247.21","639"
"2010","R418","LEGAL SERVICES","$305,109,382.67","9,963"
"2010","R419","EDUCATIONAL SERVICES","$593,108,766.38","4,564"
"2010","R420","CERTIFICATIONS & ACCREDIT PROD & IN","$75,306,532.29","736"
"2010","R421","TECHNICAL ASSISTANCE","$3,597,347,490.59","10,644"
"2010","R422","MARKET RESEARCH & PUBLIC OPINION SE","$150,764,546.65","670"
"2010","R423","INTELLIGENCE SERVICES","$342,493,241.27","902"
"2010","R424","EXPERT WITNESS","$210,744,976.27","3,832"
"2010","R425","ENGINEERING AND TECHNICAL SERVICES","$18,044,263,086.41","43,234"
"2010","R426","COMMUNICATIONS SERVICES","$776,046,279.81","5,515"
"2010","R427","PROF SVCS/WEATHER RPT-OBSERV","$71,972,811.84","262"
"2010","R428","INDUSTRIAL HYGIENICS","$15,873,022.41","849"
"2010","R497","PERSONAL SERVICES CONTRACTS","$297,127,690.73","5,512"
"2010","R498","PATENT AND TRADEMARK SERVICES","$99,815,625.55","1,513"
"2010","R499","OTHER PROFESSIONAL SERVICES","$13,225,061,737.55","82,063"
"2010","R599","OTHER SPECIAL STUDY & ANALYSES","$93,857.90","2"
"2010","R602","COURIER AND MESSENGER SERVICES","$127,507,829.20","2,730"
"2010","R603","TRANSCRIPTION SERVICES","$60,694,033.25","2,903"
"2010","R604","MAILING AND DISTRIBUTION SERVICES","$426,476,894.21","3,347"
"2010","R605","LIBRARY SERVICES","$99,148,189.24","1,285"
"2010","R606","COURT REPORTING SERVICES","$12,935,590.45","4,564"
"2010","R607","WORD PROCESSING/TYPING SERVICES","$52,788,469.11","901"
"2010","R608","ADMIN SVCS/TRANSLATION-SIGN LANGUAG","$1,267,278,237.68","13,321"
"2010","R609","STENOGRAPHIC SERVICES","$3,915,965.32","102"
"2010","R610","PERSONAL PROPERTY MANAGEMENT SERVIC","$505,961,128.58","224"
"2010","R611","CREDIT REPORTING SERVICES","$35,004,107.71","319"
"2010","R612","INFORMATION RETRIEVAL","$101,190,130.17","1,684"
"2010","R613","POST OFFICE SERVICES","$39,624,165.66","770"
"2010","R614","PAPER SHREDDING SERVICES","$10,552,122.30","1,318"
"2010","R699","OTHER ADMINISTRATIVE SUPPORT SVCS","$2,838,118,925.18","21,253"
"2010","R701","ADVERTISING SERVICES","$946,087,838.45","3,446"
"2010","R702","DATA COLLECTION SERVICES","$294,344,976.40","2,438"
"2010","R703","ACCOUNTING SERVICES","$361,780,939.86","1,669"
"2010","R704","AUDITING SERVICES","$254,970,717.08","1,999"
"2010","R705","DEBT COLLECTION SERVICES","$400,421,069.54","621"
"2010","R706","LOGISTICS SUPPORT SERVICES","$12,382,379,990.94","13,057"
"2010","R707","MGT SVCS/CONTRACT & PROCUREMENT SUP","$605,602,095.62","3,556"
"2010","R708","PUBLIC RELATIONS SERVICES","$157,572,525.31","1,308"
"2010","R709","ONGOING AUDIT OPERATIONS SUPPORT","$29,875,109.93","184"
"2010","R710","FINANCIAL SERVICES","$1,144,914,496.07","1,677"
"2010","R711","BANKING SERVICES","$97,362,577.21","322"
"2010","R712","COIN MINTING","$13,557,016.76","38"
"2010","R713","BANKNOTE PRINTING","$31,896.00","2"
"2010","R799","OTHER MANAGEMENT SUPPORT SERVICES","$4,334,421,599.12","16,988"
"2010","S111","GAS SERVICES","$352,503,381.96","2,979"
"2010","S112","ELECTRIC SERVICES","$1,629,500,102.74","7,757"
"2010","S113","TELEPHONE AND-OR COMMUNICATIONS SER","$801,984,180.69","14,775"
"2010","S114","WATER SERVICES","$417,788,688.67","4,040"
"2010","S119","OTHER UTILITIES","$343,284,688.92","6,757"
"2010","S201","CUSTODIAL JANITORIAL SERVICES","$1,180,753,456.28","16,814"
"2010","S202","FIRE PROTECTION SERVICES","$37,499,828.85","837"
"2010","S203","FOOD SERVICES","$1,070,798,583.35","15,343"
"2010","S204","FUELING SERVICE","$105,226,464.29","1,098"
"2010","S205","TRASH/GARBAGE COLLECTION","$272,738,766.72","7,895"
"2010","S206","GUARD SERVICES","$4,002,430,646.44","10,419"
"2010","S207","INSECT AND RODENT CONTROL SERVICES","$24,967,287.19","937"
"2010","S208","LANDSCAPING/GROUNDSKEEPING SERVICES","$338,794,254.67","8,072"
"2010","S209","LAUNDRY AND DRYCLEANING SERVICES","$128,968,403.67","4,189"
"2010","S211","SURVEILLANCE SERVICES","$156,230,578.48","587"
"2010","S212","SOLID FUEL HANDLING SERVICES","$336,674.82","13"
"2010","S213","MESSENGER SVCS","$0.00","1"
"2010","S214","CARPET LAYING AND CLEANING","$16,866,277.72","1,129"
"2010","S215","WAREHOUSING AND STORAGE SERVICES","$164,602,949.33","1,463"
"2010","S216","FACILITIES OPERATIONS SUPPORT SVCS","$3,317,864,469.05","16,931"
"2010","S217","INTERIOR PLANTSCAPING","$2,204,268.47","78"
"2010","S218","SNOW REMOVAL/SALT SERVICE","$26,208,914.45","1,272"
"2010","S222","WASTE TREATMENT AND STORAGE","$309,668,522.94","14,829"
"2010","S299","OTHER HOUSEKEEPING SERVICES","$313,962,198.42","4,045"
"2010","T001","ARTS/GRAPHICS SERVICES","$53,580,391.94","1,852"
"2010","T002","CARTOGRAPHY SERVICES","$2,041,580.17","84"
"2010","T003","CATALOGING SERVICES","$1,960,721.46","70"
"2010","T004","CHARTING SERVICES","$1,779,598.09","15"
"2010","T005","FILM PROCESSING SERVICES","$206,936.68","74"
"2010","T006","FILM/VIDEO TAPE PRODUCTION SERVICES","$41,248,876.20","1,282"
"2010","T007","MICROFORM SERVICES","$93,659.85","13"
"2010","T008","PHOTOGRAMMETRY SERVICES","$3,824,099.10","110"
"2010","T009","AERIAL PHOTOGRAPHIC SERVICES","$56,788,811.70","231"
"2010","T010","PHOTOGRAPHIC - GENERAL - STILL","$2,751,097.78","146"
"2010","T011","PRINT/BINDING SERVICES","$17,901,992.96","937"
"2010","T012","REPRODUCTION SERVICES","$27,321,766.41","752"
"2010","T013","TECHNICAL WRITING SERVICES","$58,877,602.68","1,608"
"2010","T014","TOPOGRAPHY SERVICES","$1,198,036.39","35"
"2010","T015","PHOTOGRAPHIC - GENERAL - MOTION","$31,762,604.02","65"
"2010","T016","AUDIO/VISUAL SERVICES","$125,413,959.76","1,407"
"2010","T099","OTHER PHOTO MAPPING PRINTING SVC","$62,193,957.47","922"
"2010","U001","LECTURES FOR TRAINING","$733,952,747.43","9,113"
"2010","U002","PERSONNEL TESTING","$18,154,450.23","247"
"2010","U003","RESERVE TRAINING (MILITARY)","$32,457,883.96","74"
"2010","U004","SCIENTIFIC AND MANAGEMENT EDUCATION","$10,776,293.21","234"
"2010","U005","TUITION/REG/MEMB FEES","$171,353,194.46","5,420"
"2010","U006","VOCATIONAL/TECHNICAL","$507,766,788.20","1,922"
"2010","U007","FACULTY SALARIES DEPENDENT SCHOOLS","$87,207.98","8"
"2010","U008","TRAINING/CURRICULUM DEVELOPMENT","$905,488,240.93","8,572"
"2010","U009","EDUCATION SERVICES","$664,834,704.16","6,976"
"2010","U010","CERT & ACCREDIATIONS FOR EDUCATIONA","$22,628,684.42","393"
"2010","U011","AIDS TRAINING","$15,036,979.12","88"
"2010","U012","INFORMATION TRAINING","$66,387,996.56","1,626"
"2010","U099","OTHER ED & TRNG SVCS","$1,503,964,268.62","9,156"
"2010","V001","GBL & GTR PROCUREMENTS","$454,149.50","12"
"2010","V002","MOTOR POOL OPERATIONS","$55,128,402.68","562"
"2010","V003","PACKING/CRATING SERVICES","$39,767,506.17","2,264"
"2010","V111","AIR FREIGHT","$137,541,855.34","1,426"
"2010","V112","MOTOR FREIGHT","$619,084,307.21","2,257"
"2010","V113","RAIL FREIGHT","$9,337,681.52","30"
"2010","V114","STEVEDORING","$107,621,338.20","388"
"2010","V115","VESSEL FREIGHT","$119,461,519.04","1,472"
"2010","V119","OTHER CARGO AND FREIGHT SERVICES","$312,278,788.41","3,234"
"2010","V121","AIR CHARTER FOR THINGS","$2,259,474,573.09","2,769"
"2010","V122","MOTOR CHARTER FOR THINGS","$4,569,562.55","286"
"2010","V123","RAIL CHARTER FOR THINGS","$4,930.43","4"
"2010","V124","MARINE CHARTER FOR THINGS","$879,958,821.38","1,635"
"2010","V125","VESSEL TOWING SERVICE","$10,387,282.49","669"
"2010","V126","SPACE TRANSP & LAUNCH","$611,640,428.81","219"
"2010","V127","SECURITY VEHICLE SERVICES","$23,494,627.87","290"
"2010","V129","OTHER VEHICLE CHARTER FOR THINGS","$19,765,225.69","615"
"2010","V211","AIR PASSENGER SERVICE","$235,405,171.35","1,464"
"2010","V212","MOTOR PASSENGER SERVICES","$180,350,198.20","3,070"
"2010","V213","RAIL PASSENGER SERVICE","$29,388,861.81","198"
"2010","V214","MARINE PASSENGER SERVICE","$6,986,997.53","156"
"2010","V221","PASSENGER AIR CHARTER SERVICE","$2,276,118,141.18","5,245"
"2010","V222","PASSENGER MOTOR CHARTER SERVICE","$15,737,070.12","1,627"
"2010","V223","PASSENGER RAIL CHARTER SERVICE","$7,344.86","7"
"2010","V224","PASSENGER MARINE CHARTER SERVICE","$13,053,271.27","79"
"2010","V225","AMBULANCE SERVICE","$128,304,090.86","1,641"
"2010","V226","TAXICAB SERVICES","$19,326,646.39","279"
"2010","V227","NAVIGATIONAL AID & PILOTAGE SVCS","$28,203,067.81","322"
"2010","V231","LODGING - HOTEL/MOTEL","$307,944,723.55","17,321"
"2010","V241","MILITARY PERSONNEL RECRUITMENT","$3,462,104.66","78"
"2010","V251","CIVILIAN PERSONNEL RECRUITMENT","$14,714,437.86","415"
"2010","V301","RELOCATION SERVICES","$233,385,982.43","7,427"
"2010","V302","TRAVEL AGENT SERVICES","$28,779,377.47","589"
"2010","V999","OTHER TRAVEL SVCS","$402,268,090.48","2,021"
"2010","W010","LEASE-RENT OF WEAPONS","$344,994.12","29"
"2010","W012","LEASE-RENT OF FIRE CONT EQ","$68,264.29","36"
"2010","W015","LEASE-RENT OF AIRCRAFT","$119,980,793.05","356"
"2010","W016","LEASE-RENT OF AIRCRAFT COMPONENTS","$9,055.66","4"
"2010","W017","LEASE-RENT OF AIRCRAFT GROUND EQ","$1,365,464.19","13"
"2010","W018","LEASE-RENT OF SPACE VEHICLES","$742,288.57","113"
"2010","W019","LEASE-RENT OF SHIPS-SML CRAFT-DOCKS","$2,043,215.26","80"
"2010","W020","LEASE-RENT OF SHIP & MARINE EQ","$73,980,685.68","372"
"2010","W022","LEASE-RENT OF RAILWAY EQ","$943,449.33","20"
"2010","W023","LEASE-RENT OF VEHICLES-TRAILERS-CYC","$103,519,510.55","6,392"
"2010","W024","LEASE-RENT OF TRACTORS","$5,838,469.95","178"
"2010","W025","LEASE-RENT OF VEHICULAR EQ","$68,035,109.19","1,506"
"2010","W026","LEASE-RENT OF TIRES & TUBES","$60,800.00","1"
"2010","W028","LEASE-RENT OF ENGINES & TURBINES","$131,789.45","14"
"2010","W030","LEASE-RENT OF MECH POWER TRANS EQ","$640,615.71","47"
"2010","W031","LEASE-RENT OF BEARINGS","$2,230.00","1"
"2010","W034","LEASE-RENT OF METALWORK MACHINE","$53,960.25","13"
"2010","W035","LEASE-RENT OF SERVICE & TRADE EQ","$5,759,210.33","315"
"2010","W036","LEASE-RENT OF SP INDUSTRY MACHINERY","$25,521,637.22","497"
"2010","W037","LEASE-RENT OF AGRICULTURE MACHINE","$747,352.90","28"
"2010","W038","LEASE-RENT OF CONTRUCT EQ","$41,730,819.19","1,428"
"2010","W039","LEASE-RENT OF MATERIALS HANDLING EQ","$39,310,402.71","1,145"
"2010","W040","LEASE-RENT OF ROPE-CABLE-CHAIN","$276,047.97","7"
"2010","W041","LEASE-RENT OF REFRIGERATION - AC EQ","$2,611,905.38","158"
"2010","W042","LEASE-RENT OF FIRE-RESCUE-SAFETY EQ","$698,221.25","33"
"2010","W043","LEASE-RENT OF PUMPS & COMPRESSORS","$4,873,250.67","142"
"2010","W044","LEASE-RENT OF FURNACE-NUCLEAR REAC","$25,200.00","2"
"2010","W045","LEASE-RENT OF PLUMBING-HEATING EQ","$11,551,929.77","336"
"2010","W046","LEASE-RENT OF WATER PURIFICATION EQ","$1,100,478.81","83"
"2010","W047","LEASE-RENT OF PIPE-TUBING-HOSE","$92,200.00","5"
"2010","W048","LEASE-RENT OF VALVES","$617,400.08","9"
"2010","W049","LEASE-RENT OF MAINT REPAIR SHOP EQ","$990,636.15","112"
"2010","W051","LEASE-RENT OF HAND TOOLS","$43,124.86","3"
"2010","W052","LEASE-RENT OF MEASURING TOOLS","$269,441.60","14"
"2010","W053","LEASE-RENT OF HARDWARE & ABRASIVES","$1,298,433.80","7"
"2010","W054","LEASE-RENT OF PREFAB STRUCTURES","$16,890,480.30","333"
"2010","W055","LEASE-RENT OF LUMBER & MILLWORK","$47,380.63","4"
"2010","W056","LEASE-RENT OF CONTRUCT MATERIAL","$299,736.60","30"
"2010","W058","LEASE-RENT OF COMMUNICATION EQ","$22,713,164.25","807"
"2010","W059","LEASE-RENT OF ELECT-ELCT EQ","$3,494,741.01","179"
"2010","W060","LEASE-RENT OF FIBER OPTICS MAT","$485,543.55","15"
"2010","W061","LEASE-RENT OF POWER DISTRIBUTION EQ","$90,333,804.15","255"
"2010","W062","LEASE-RENT OF LIGHTING FIXTURES","$806,150.68","74"
"2010","W063","LEASE-RENT OF ALARM & SIGNAL SYSTEM","$4,185,655.27","117"
"2010","W065","LEASE-RENT OF MEDICAL-DENTAL-VET EQ","$46,951,058.28","1,347"
"2010","W066","LEASE-RENT OF INSTRUMENTS & LAB EQ","$10,923,117.22","281"
"2010","W067","LEASE-RENT OF PHOTOGRAPHIC EQ","$3,831,842.23","143"
"2010","W068","LEASE-RENT OF CHEMICAL PRODUCTS","$204,184.38","22"
"2010","W069","LEASE-RENT OF TRAINING AIDS-DEVICES","$659,493.27","71"
"2010","W070","LEASE-RENT OF ADP EQ & SUPPLIES","$61,850,666.24","733"
"2010","W071","LEASE-RENT OF FURNITURE","$5,451,352.46","291"
"2010","W072","LEASE-RENT OF HOUSEHOLD FURNISHINGS","$3,201,872.01","129"
"2010","W073","LEASE-RENT OF FOOD PREP-SERVING EQ","$390,340.80","29"
"2010","W074","LEASE-RENT OF OFFICE MACHINES","$207,954,886.83","10,018"
"2010","W075","LEASE-RENT OF OFFICE SUPPLIES","$4,092,617.75","225"
"2010","W076","LEASE-RENT OF BOOKS-MAPS-PUBS","$542,024.55","44"
"2010","W077","LEASE-RENT OF MUSICAL INST-RADIO-TV","$131,654.18","29"
"2010","W078","LEASE-RENT OF RECREATIONAL EQ","$1,181,766.73","155"
"2010","W079","LEASE-RENT OF CLEANING EQ","$1,546,602.81","79"
"2010","W081","LEASE-RENT OF CONTAINERS-PACKAGING","$16,334,842.97","764"
"2010","W083","LEASE-RENT OF TEXTILES-LEATHER-FURS","$7,822,704.76","151"
"2010","W084","LEASE-RENT OF CLOTHING - INDIVID EQ","$1,009,563.45","118"
"2010","W085","LEASE-RENT OF TOILETRIES","$42,733,089.76","828"
