contract_award_unique_key,Error,AgencyID,awarding_agency_code,award_id_piid,parent_award_id_piid,parent_award_agency_id,award_or_idv_flag,CSIScontractID,CSISidvpiidID,parent_contract_award_unique_key,manual_parent_contract_award_unique_key,manual_award_or_idv_flag,IsParentCSIScontractID
CONT_AWD_DTCG8903C632012_6950_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,6950,69,DTCG8903C632012,,,AWARD,1035616,23356,NULL,NULL,NULL,1
CONT_AWD_DTCG8903D60121_6950_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,6950,69,DTCG8903D60121,,,AWARD,1035637,23356,NULL,NULL,NULL,1
CONT_AWD_DTCG8903DS60121_6950_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,6950,69,DTCG8903DS60121,,,AWARD,1035643,23356,NULL,NULL,NULL,1
CONT_AWD_DTCGG100D3WK077_6950_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,6950,NULL,DTCGG100D3WK077,,,AWARD,1035885,23356,NULL,NULL,NULL,1
CONT_AWD_DTCGG100DQEE011_7008_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,7008,70,DTCGG100DQEE011,,,AWARD,1035889,23356,NULL,NULL,NULL,1
CONT_AWD_EMT2002CO0049_7022_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,7022,70,EMT2002CO0049,,,AWARD,1099091,23356,NULL,NULL,NULL,1
CONT_AWD_EMT2002CO0050_7022_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,7022,70,EMT2002CO0050,,,AWARD,1099092,23356,NULL,NULL,NULL,1
CONT_AWD_GS00F0003M_7008_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,7008,70,GS00F0003M,,,AWARD,1458336,23356,NULL,NULL,NULL,1
CONT_AWD_GS05P00GAC0243_4740_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,4740,NULL,GS05P00GAC0243,,,AWARD,1500861,23356,NULL,NULL,NULL,1
CONT_AWD_GS05P99GAC0299_4740_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,4740,NULL,GS05P99GAC0299,,,AWARD,1507311,23356,NULL,NULL,NULL,1
CONT_AWD_GS07F9123D_6950_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,6950,69,GS07F9123D,,,AWARD,1530572,23356,NULL,NULL,NULL,1
CONT_AWD_GS23F0321K_4735_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,4735,47,GS23F0321K,,,AWARD,1584725,23356,NULL,NULL,NULL,1
CONT_AWD_INF11PC00061_1448_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,1448,NULL,INF11PC00061,,,AWARD,2610898,23356,NULL,NULL,NULL,1
CONT_AWD_J9P20031_1621_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,1621,1601,J9P20031,,,AWARD,2849921,23356,NULL,NULL,NULL,1
CONT_AWD_N0038307G002P_9700_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,9700,NULL,N0038307G002P,,,AWARD,3252065,23356,NULL,NULL,NULL,1
CONT_AWD_N6847001M2836_9700_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,9700,97,N6847001M2836,,,AWARD,3584064,23356,NULL,NULL,NULL,1
CONT_AWD_NMA30103C0001_9700_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,9700,97,NMA30103C0001,,,AWARD,3642693,23356,NULL,NULL,NULL,1
CONT_AWD_NMA30103C0002_9700_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,9700,97,NMA30103C0002,,,AWARD,3642694,23356,NULL,NULL,NULL,1
CONT_AWD_V512BR009_3600_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,3600,NULL,V512BR009,,,AWARD,5658965,23356,NULL,NULL,NULL,1
CONT_AWD_V797P4087A_3600_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,3600,NULL,V797P4087A,,,AWARD,7622025,23356,NULL,NULL,NULL,1
CONT_AWD_V797P4141A_3600_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,3600,NULL,V797P4141A,,,AWARD,7622129,23356,NULL,NULL,NULL,1
CONT_AWD_V797P5254X_9700_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,9700,97,V797P5254X,,,AWARD,7623743,23356,NULL,NULL,NULL,1
CONT_AWD_VA101F14D0013_3600_-NONE-_-NONE-,award_or_idv_flag=AWARD but IsParentCSIScontractID=1,3600,NULL,VA101F14D0013,,,AWARD,27466808,23356,NULL,NULL,NULL,1
CONT_IDV_-NONE-_9507,CSISidvpiidID is the blank one when the cau is for an IDV,9507,339,,,,IDV,91389656,23356,NULL,NULL,NULL,1
CONT_IDV_DCA20096H0051_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,97,DCA20096H0051,,,IDV,626070,225494,NULL,NULL,NULL,0
CONT_IDV_DCA20096H0065_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,97,DCA20096H0065,,,IDV,626077,297947,NULL,NULL,NULL,0
CONT_IDV_DCA20097H0047_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,97,DCA20097H0047,,,IDV,626116,249233,NULL,NULL,NULL,0
CONT_IDV_DCA20097H0050_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,97,DCA20097H0050,,,IDV,626118,64173,NULL,NULL,NULL,0
CONT_IDV_DCA20097H0052_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,97,DCA20097H0052,,,IDV,626120,26765,NULL,NULL,NULL,0
CONT_IDV_DCA20097H0053_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,97,DCA20097H0053,,,IDV,626121,317070,NULL,NULL,NULL,0
CONT_IDV_DCA20097H0054_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,97,DCA20097H0054,,,IDV,626122,422179,NULL,NULL,NULL,0
CONT_IDV_DCA20097H0055_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,97,DCA20097H0055,,,IDV,626123,186858,NULL,NULL,NULL,0
CONT_IDV_DCA20097H0059_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,97,DCA20097H0059,,,IDV,626126,200953,NULL,NULL,NULL,0
CONT_IDV_DCA40087H0022_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,NULL,DCA40087H0022,,,IDV,626316,145588,NULL,NULL,NULL,0
CONT_IDV_DTCG8099D3FC704_6950,award_or_idv_flag=IDV but IsParentCSIScontractID=0,6950,70,DTCG8099D3FC704,,,IDV,1032536,5497089,NULL,NULL,NULL,0
CONT_IDV_DTCG8300C3WF052_6950,award_or_idv_flag=IDV but IsParentCSIScontractID=0,6950,NULL,DTCG8300C3WF052,,,IDV,1033168,287511,NULL,NULL,NULL,0
CONT_IDV_DTCG8498C3KB06B_6950,award_or_idv_flag=IDV but IsParentCSIScontractID=0,6950,NULL,DTCG8498C3KB06B,,,IDV,1034116,388235,NULL,NULL,NULL,0
CONT_IDV_DTCG8502D66P306_7008,award_or_idv_flag=IDV but IsParentCSIScontractID=0,7008,70,DTCG8502D66P306,,,IDV,1034426,240931,NULL,NULL,NULL,0
CONT_IDV_DTCG8901C68A009_6950,award_or_idv_flag=IDV but IsParentCSIScontractID=0,6950,NULL,DTCG8901C68A009,,,IDV,1035442,118982,NULL,NULL,NULL,0
CONT_IDV_DTFAWN14C00187_6920,award_or_idv_flag=IDV but IsParentCSIScontractID=0,6920,NULL,DTFAWN14C00187,,,IDV,27018290,5535313,NULL,NULL,NULL,0
CONT_IDV_GS01P11BWD0112_4740,award_or_idv_flag=IDV but IsParentCSIScontractID=0,4740,NULL,GS01P11BWD0112,,,IDV,1465596,6411142,NULL,NULL,NULL,0
CONT_IDV_GS07F9665G_4730,award_or_idv_flag=IDV but IsParentCSIScontractID=0,4730,47,GS07F9665G,,,IDV,1531296,293291,NULL,NULL,NULL,0
CONT_IDV_HHSF223200640050C_7524,award_or_idv_flag=IDV but IsParentCSIScontractID=0,7524,75,HHSF223200640050C,,,IDV,2208254,12660142,NULL,NULL,NULL,0
CONT_IDV_N0003286C6201_1700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,1700,NULL,N0003286C6201,,,IDV,26769052,14415396,NULL,NULL,NULL,0
CONT_IDV_N4740899P6033_4735,award_or_idv_flag=IDV but IsParentCSIScontractID=0,4735,NULL,N4740899P6033,,,IDV,3407102,178051,NULL,NULL,NULL,0
CONT_IDV_V797P3299K_3600,award_or_idv_flag=IDV but IsParentCSIScontractID=0,3600,NULL,V797P3299K,,,IDV,7621352,421291,NULL,NULL,NULL,0
CONT_IDV_VA79117D0009_3600,award_or_idv_flag=IDV but IsParentCSIScontractID=0,3600,36,VA79117D0009,,,IDV,70706818,550562,NULL,NULL,NULL,0
CONT_IDV_DAAG4970C0092_2100,award_or_idv_flag=IDV but IsParentCSIScontractID=0,2100,NULL,DAAG4970C0092,NULL,NULL,IDV,492058,271232,NULL,NULL,NULL,0
CONT_IDV_DABT2369C0589_2100,award_or_idv_flag=IDV but IsParentCSIScontractID=0,2100,NULL,DABT2369C0589,NULL,NULL,IDV,533030,34657,NULL,NULL,NULL,0
CONT_IDV_DABT1991H0007_2100,award_or_idv_flag=IDV but IsParentCSIScontractID=0,2100,NULL,DABT1991H0007,NULL,NULL,IDV,531618,282310,NULL,NULL,NULL,0
CONT_IDV_DABT4787C9575_2100,award_or_idv_flag=IDV but IsParentCSIScontractID=0,2100,NULL,DABT4787C9575,NULL,NULL,IDV,533967,390541,NULL,NULL,NULL,0
CONT_IDV_DCA20087H0024_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,NULL,DCA20087H0024,NULL,NULL,IDV,625988,260823,NULL,NULL,NULL,0
CONT_IDV_DCA20092H0077_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,NULL,DCA20092H0077,NULL,NULL,IDV,626019,37854,NULL,NULL,NULL,0
CONT_IDV_DACA8792C0128_2100,award_or_idv_flag=IDV but IsParentCSIScontractID=0,2100,NULL,DACA8792C0128,NULL,NULL,IDV,548703,180976,NULL,NULL,NULL,0
CONT_IDV_DCA20092H0059_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,NULL,DCA20092H0059,NULL,NULL,IDV,26605594,420228,NULL,NULL,NULL,0
CONT_IDV_DCA20092H0022_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,NULL,DCA20092H0022,NULL,NULL,IDV,26607651,106733,NULL,NULL,NULL,0
CONT_IDV_DCA20097H0074_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,NULL,DCA20097H0074,NULL,NULL,IDV,26633701,134977,NULL,NULL,NULL,0
CONT_IDV_DCA20091H0003_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,NULL,DCA20091H0003,NULL,NULL,IDV,28312901,374231,NULL,NULL,NULL,0
CONT_IDV_DCA20088H0004_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,NULL,DCA20088H0004,NULL,NULL,IDV,26588533,86073,NULL,NULL,NULL,0
CONT_IDV_DTCG8495D8F6002_6950,award_or_idv_flag=IDV but IsParentCSIScontractID=0,6950,NULL,DTCG8495D8F6002,NULL,NULL,IDV,1034046,108466,NULL,NULL,NULL,0
CONT_IDV_DTCG8497C1GA062_6950,award_or_idv_flag=IDV but IsParentCSIScontractID=0,6950,NULL,DTCG8497C1GA062,NULL,NULL,IDV,1034067,214683,NULL,NULL,NULL,0
CONT_IDV_DTCG8801D623309_7008,award_or_idv_flag=IDV but IsParentCSIScontractID=0,7008,NULL,DTCG8801D623309,NULL,NULL,IDV,1035142,112179,NULL,NULL,NULL,0
CONT_IDV_GS00P89BSD0017_4740,award_or_idv_flag=IDV but IsParentCSIScontractID=0,4740,NULL,GS00P89BSD0017,NULL,NULL,IDV,1461614,112629,NULL,NULL,NULL,0
CONT_IDV_MDA97296C0005_9700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,9700,NULL,MDA97296C0005,NULL,NULL,IDV,26803170,343866,NULL,NULL,NULL,0
CONT_IDV_N0001495C2152_1700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,1700,NULL,N0001495C2152,NULL,NULL,IDV,2958542,79602,NULL,NULL,NULL,0
CONT_IDV_N0002467F5110_1700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,1700,NULL,N0002467F5110,NULL,NULL,IDV,2965510,262975,NULL,NULL,NULL,0
CONT_IDV_N0002492H8045_1700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,1700,NULL,N0002492H8045,NULL,NULL,IDV,2965615,184705,NULL,NULL,NULL,0
CONT_IDV_N0002492H8651_1700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,1700,NULL,N0002492H8651,NULL,NULL,IDV,2965648,94016,NULL,NULL,NULL,0
CONT_IDV_N0002492H8652_1700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,1700,NULL,N0002492H8652,NULL,NULL,IDV,2965649,399120,NULL,NULL,NULL,0
CONT_IDV_N6817196H4075_1700,award_or_idv_flag=IDV but IsParentCSIScontractID=0,1700,NULL,N6817196H4075,NULL,NULL,IDV,3564824,391531,NULL,NULL,NULL,0
CONT_AWD_00001200011C011NYRENTNA_9507_-NONE-_9507,Manual contract_award_unique_key match despite blank parent_award_id_piid,9507,339,00001200011C011NYRENTNA,,9507,AWARD,91389671,23356,NULL,CONT_IDV_-NONE-_9507,IDV,0
CONT_AWD_00001200104A101811M322NA_1448_-NONE-_9507,Manual contract_award_unique_key match despite blank parent_award_id_piid,1448,14,00001200104A101811M322NA,,9507,AWARD,91389673,23356,NULL,CONT_IDV_-NONE-_9507,IDV,0
CONT_AWD_19400200303AP1940030230NA_1443_-NONE-_9507,Manual contract_award_unique_key match despite blank parent_award_id_piid,1443,14,19400200303AP1940030230NA,,9507,AWARD,91396725,23356,NULL,CONT_IDV_-NONE-_9507,IDV,0
CONT_AWD_60000200103AP154001009NA_1443_-NONE-_9507,Manual contract_award_unique_key match despite blank parent_award_id_piid,1443,14,60000200103AP154001009NA,,9507,AWARD,91401204,23356,NULL,CONT_IDV_-NONE-_9507,IDV,0
CONT_AWD_CE200200107ASOCE20001M0527NA_1900_-NONE-_9507,Manual contract_award_unique_key match despite blank parent_award_id_piid,1900,19,CE200200107ASOCE20001M0527NA,,9507,AWARD,91402128,23356,NULL,CONT_IDV_-NONE-_9507,IDV,0
CONT_AWD_CE200200107ASOCE20001M0550NA_1900_-NONE-_9507,Manual contract_award_unique_key match despite blank parent_award_id_piid,1900,19,CE200200107ASOCE20001M0550NA,,9507,AWARD,91402129,23356,NULL,CONT_IDV_-NONE-_9507,IDV,0
CONT_AWD_CE200200108ASOCE20001M0634NA_1900_-NONE-_9507,Manual contract_award_unique_key match despite blank parent_award_id_piid,1900,19,CE200200108ASOCE20001M0634NA,,9507,AWARD,91402130,23356,NULL,CONT_IDV_-NONE-_9507,IDV,0
CONT_AWD_CE200200108ASOCE20001M0661NA_1900_-NONE-_9507,Manual contract_award_unique_key match despite blank parent_award_id_piid,1900,19,CE200200108ASOCE20001M0661NA,,9507,AWARD,91402131,23356,NULL,CONT_IDV_-NONE-_9507,IDV,0
CONT_AWD_CE200200108ASOCE20001M0678NA_1900_-NONE-_9507,Manual contract_award_unique_key match despite blank parent_award_id_piid,1900,19,CE200200108ASOCE20001M0678NA,,9507,AWARD,91402132,23356,NULL,CONT_IDV_-NONE-_9507,IDV,0
CONT_AWD_CE200200202ASOCE20002M0186NA_1900_-NONE-_9507,Manual contract_award_unique_key match despite blank parent_award_id_piid,1900,19,CE200200202ASOCE20002M0186NA,,9507,AWARD,91402133,23356,NULL,CONT_IDV_-NONE-_9507,IDV,0
CONT_AWD_CE200200202ASOCE20002M0204NA_1900_-NONE-_9507,Manual contract_award_unique_key match despite blank parent_award_id_piid,1900,19,CE200200202ASOCE20002M0204NA,,9507,AWARD,91402134,23356,NULL,CONT_IDV_-NONE-_9507,IDV,0
CONT_AWD_CE200200202ASOCE20002M0205NA_1900_-NONE-_9507,Manual contract_award_unique_key match despite blank parent_award_id_piid,1900,19,CE200200202ASOCE20002M0205NA,,9507,AWARD,91402135,23356,NULL,CONT_IDV_-NONE-_9507,IDV,0
CONT_AWD_HSBP1008F19376_7014_-NONE-_9507,Manual contract_award_unique_key match despite blank parent_award_id_piid,7014,70,HSBP1008F19376,,9507,AWARD,91422860,23356,NULL,CONT_IDV_-NONE-_9507,IDV,0
CONT_AWD_TIRNO10T00024_2050_-NONE-_9507,Manual contract_award_unique_key match despite blank parent_award_id_piid,2050,NULL,TIRNO10T00024,,9507,AWARD,103326543,23356,NULL,CONT_IDV_-NONE-_9507,IDV,0
CONT_AWD_TX100200207CSTX10002M0120NA_1900_-NONE-_9507,Manual contract_award_unique_key match despite blank parent_award_id_piid,1900,19,TX100200207CSTX10002M0120NA,,9507,AWARD,91428781,23356,NULL,CONT_IDV_-NONE-_9507,IDV,0
CONT_AWD_V640PROSFY08NA_3600_-NONE-_9507,Manual contract_award_unique_key match despite blank parent_award_id_piid,3600,36,V640PROSFY08NA,,9507,AWARD,91429667,23356,NULL,CONT_IDV_-NONE-_9507,IDV,0
CONT_IDV_INP09PD76753_1443,award_or_idv_flag=IDV but IsParentCSIScontractID=0,1443,NULL,INP09PD76753,GS10F0274T,4730,IDV,15494256,13928873,CONT_IDV_GS10F0274T_4730,CONT_IDV_GS10F0274T_4730,IDV,0
,,,,,,,,,,,,,
contract_transaction_unique_key,n,,,,,,,,,,,,
12C2_-NONE-_1202RZ22T0012_P00001_-NONE-_0,2,,,,,,,,,,,,
12C2_-NONE-_1205G219P0018_P00001_-NONE-_0,2,,,,,,,,,,,,
12C2_-NONE-_1282B124D0043_0_-NONE-_-NONE-,2,,,,,,,,,,,,
12C2_-NONE-_1282B124D0044_0_-NONE-_-NONE-,2,,,,,,,,,,,,
1301_-NONE-_DOCSA130116CN0011_P24041_-NONE-_0,2,,,,,,,,,,,,
1301_1301_1331L519F13041041_P24004_1331L518A13520024_0,2,,,,,,,,,,,,
1301_1301_1331L523F13350763_P24001_1331L523A13ES0071_0,2,,,,,,,,,,,,
1323_-NONE-_1333LC23P00000024_P24002_-NONE-_0,2,,,,,,,,,,,,
1323_1301_1331L522F13230033_P24012_DOCSA130114BU0005_0,2,,,,,,,,,,,,
1330_-NONE-_1305M423CNAAJ0008_P24001_-NONE-_0,2,,,,,,,,,,,,
1330_-NONE-_1305M423CNAAJ0017_P24001_-NONE-_0,2,,,,,,,,,,,,
1330_-NONE-_1333MH23PNWWG0097_P24001_-NONE-_0,2,,,,,,,,,,,,
1341_-NONE-_1333ND21PNB640604_P24003_-NONE-_0,2,,,,,,,,,,,,
1341_1341_1333ND22FNB190291_0_1333ND22DNB190018_0,2,,,,,,,,,,,,
1341_1341_1333ND22FNB190291_P24001_1333ND22DNB190018_0,2,,,,,,,,,,,,
1341_1341_1333ND23FNB130079_P24004_1333ND23DNB130004_0,2,,,,,,,,,,,,
1425_1425_140R2022F0036_P00001_140R2021A0010_0,2,,,,,,,,,,,,
1524_-NONE-_15DDHQ19C00000001_P00029_-NONE-_0,2,,,,,,,,,,,,
1540_-NONE-_15B30224P00000077_P00005_-NONE-_0,2,,,,,,,,,,,,
1540_-NONE-_15B41023P00000117_P00001_-NONE-_0,2,,,,,,,,,,,,
1540_1540_15B61123F00000037_P00001_15B61119D00000001_0,2,,,,,,,,,,,,
1540_1540_15B61624F00000001_A00004_15B61622A00000003_0,2,,,,,,,,,,,,
1540_3600_15B10623F00000047_P00001_36W79720D0001_0,2,,,,,,,,,,,,
1544_1544_15M10421FA4700104_P00011_15M10418DA4100007_0,2,,,,,,,,,,,,
1544_1544_15M10421FA4700119_P00007_15M10418DA4100007_0,2,,,,,,,,,,,,
1549_-NONE-_15F06722P0000509_P00002_-NONE-_0,2,,,,,,,,,,,,
1665_-NONE-_16PBGC24C0039_0_-NONE-_0,2,,,,,,,,,,,,
1900_1900_19AQMM20F0816_P00024_19AQMM18D0105_0,2,,,,,,,,,,,,
1900_1900_19AQMM20F0861_P00019_19AQMM18D0105_0,2,,,,,,,,,,,,
2050_4732_2032H523F00707_P00001_47QTCK18D0044_0,2,,,,,,,,,,,,
4732_-NONE-_47QFCA22D0015_0_-NONE-_-NONE-,2,,,,,,,,,,,,
4732_-NONE-_47QFCA22D0015_PA0001_-NONE-_-NONE-,2,,,,,,,,,,,,
4732_-NONE-_47QFCA22D0015_PA0002_-NONE-_-NONE-,2,,,,,,,,,,,,
4732_-NONE-_47QFCA22D0015_PA0003_-NONE-_-NONE-,2,,,,,,,,,,,,
4732_-NONE-_47QFCA22D0015_PO0004_-NONE-_-NONE-,2,,,,,,,,,,,,
4732_-NONE-_47QFCA22D0015_PS0001_-NONE-_-NONE-,2,,,,,,,,,,,,
4732_-NONE-_47QFCA22D0015_PS0002_-NONE-_-NONE-,2,,,,,,,,,,,,
4732_-NONE-_47QFCA22D0074_PO0001_-NONE-_-NONE-,2,,,,,,,,,,,,
4732_-NONE-_47QFCA22D0074_PO0003_-NONE-_-NONE-,2,,,,,,,,,,,,
4732_-NONE-_47QFCA22D0074_PS0001_-NONE-_-NONE-,2,,,,,,,,,,,,
4732_-NONE-_47QFCA22D0153_PS0001_-NONE-_-NONE-,2,,,,,,,,,,,,
4732_-NONE-_47QFCA22D0320_PS0001_-NONE-_-NONE-,2,,,,,,,,,,,,
4732_-NONE-_47QFCA22D0320_PS0002_-NONE-_-NONE-,2,,,,,,,,,,,,
4732_-NONE-_47QFCA22D0472_PS0001_-NONE-_-NONE-,2,,,,,,,,,,,,
4732_-NONE-_47QTCA20D009Q_PO0008_-NONE-_-NONE-,2,,,,,,,,,,,,
4732_4732_47QTCF18F0019_PS0002_GS06T11BND0013_0,2,,,,,,,,,,,,
6300_-NONE-_NLRB6318P0002_P00043_-NONE-_0,2,,,,,,,,,,,,
6901_-NONE-_6913G624P800013_0_-NONE-_0,2,,,,,,,,,,,,
6901_4730_DTRS5704F50049_4_GS35F0636M_0,2,,,,,,,,,,,,
6920_6920_692M1523F00041_P00004_692M1521D00004_0,2,,,,,,,,,,,,
7003_7003_70SBUR19F00000434_P00003_HSSCCG15A00012_0,2,,,,,,,,,,,,
7008_-NONE-_70Z08023CMECP0001_P00008_-NONE-_0,2,,,,,,,,,,,,
7008_4732_70Z03821FE0000066_P00016_47QRAD20D1213_0,2,,,,,,,,,,,,
7008_7008_70Z04422FCMPL0002_P00002_70Z04421D21000900_0,2,,,,,,,,,,,,
7012_-NONE-_70CMSD23P00000034_P00002_-NONE-_0,2,,,,,,,,,,,,
7022_7022_70FA4024F00000158_0_70FA4024A00000003_0,2,,,,,,,,,,,,
7022_7022_70FB7021F00000206_P00003_70FB7020A00000001_0,2,,,,,,,,,,,,
7523_-NONE-_75D30122P14623_0_-NONE-_0,2,,,,,,,,,,,,
8000_8000_80KSC022FA110_P00002_80KSC021DA002_0,2,,,,,,,,,,,,
8600_-NONE-_86615323C00002_P00003_-NONE-_0,2,,,,,,,,,,,,
8600_-NONE-_86615323C00006_P00003_-NONE-_0,2,,,,,,,,,,,,
9543_-NONE-_95332419A0012_P00005_-NONE-_-NONE-,2,,,,,,,,,,,,
9700_-NONE-_FA445222C0022_P00001_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_FA445222C0022_P00003_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_FA445222C0022_P00004_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_FA445222C0022_P00005_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_N0002423C5307_0_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_N3319120P0001_P00001_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_N3319120P0001_P00002_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_N3319120P0001_P00003_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_N3319120P0001_P00004_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_N3319120P0001_P00005_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_N3319120P0001_P00006_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_N3319120P0001_P00007_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_N3319120P0001_P00008_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_N3319120P0001_P00009_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_N3319120P0001_P00010_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_N3319120P0001_P00011_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_N6833519C0217_A00003_-NONE-_0,2,,,,,,,,,,,,
9700_-NONE-_W912HQ16C0024_P00003_-NONE-_0,2,,,,,,,,,,,,
9700_9700_N0010423FG70B_P00001_N0010423AG701_0,2,,,,,,,,,,,,
