systemequipmentcode,systemequipmentcodeText,StartFiscalYear,EndFiscalYear,ProjectID,CSISmodifiedDate,CSISmodifiedBy
1DJJ,M-2 IFV (BRADLEY),1990,1993,246,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DJK,M-3 CFV (BRADLEY),1990,1993,247,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DJL,FIRE SUPT TEAM VEH,1990,1993,248,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DJM,LIGHT ARMORED VEHICLE (LAV),1990,2013,249,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DJN,ABRAMS SERIES (M1/M1A1/M1A2),1994,NULL,250,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DJP,M1A2 UPGRADE,1994,1994,251,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DKA,LOW SPEED(FT)DIESEL MEDIUM,1991,2002,252,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DKC,CRAWLER T-11 W/RIPPER CCE,1990,2001,253,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DKE,UNIVERSAL(FT)W/DOZER,1990,NULL,254,2019-04-13 01:13:53.7833333,Automatic fiscalyear adjustment by GSanders@csis.org
1DKJ,INDUSTRIAL(WHEELED)MEDIUM,1992,1992,255,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DLB,CARGO 3/4 TON M101,1990,2003,256,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DLC,HVY EXPANDED MOB. AMMO TRAILER,1994,1999,257,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DLD,HVY EXPANDED MOB. TAC TRUCK,1994,2003,258,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DLE,H. MOB. MP WHEELED VEH (HMMWV),1994,2003,189,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DLF,CARGO 1 1/2 TON M105 TRAILER,1992,2003,260,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DLG,HIGH MOBILITY TRAILER,1994,2003,261,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DLI,PALLETIZED LOADING SYSTEM,1994,2003,187,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DLM,TANK WATER 400 GAL M149 TRK,1991,2003,263,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DMA,HEAVY EQ XM523/524 M123/15,1989,1993,264,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNA,3/4 TON 4X2 NTV MAINT TRUCK,1991,1992,265,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNB,3/4 TON 4X4 ALL BDY TYPES,1991,1993,266,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNC,FORK LIFT 4000 LB GE PT,1990,2003,267,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DND,FORK LIFT 10000 LB DD PT RT,1992,2003,268,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNE,2 1/2 TON 6X6 ALL BODY TYPES,1990,1993,269,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNF,FORK LIFT 15000 LB,1999,2001,270,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNG,2 1/2 TON 8X8 XM410,1991,1991,271,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNH,FORK LIFT 50000 LB,1992,2010,272,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNI,1 1/4 TON ABT CS,1990,1992,273,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNJ,5 TON 6X6 ALL BODY TYPES M39,1990,1993,274,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNK,CONTAINER HANDL SD LOADER,1990,1993,275,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNL,5 TON 8X8 XM656,1990,1993,276,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNM,DUMP 20T CE,1990,1993,277,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNN,FORK LIFT 6000 LB GE PT,1990,2003,278,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNP,CARGO 1/2 TON 4X2 PICKUP,1990,1990,279,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNQ,5 TON M-939,1990,1993,280,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNR,CARGO 1 TON 4X4 M601,1990,1993,281,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNS,CARGO 1 1/4 TON 6X6 M561,1990,1991,282,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNT,CARGO 5 TON(TRUCK),1990,1993,283,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNV,CARGO 8 TON 4X4 XM520(GOER),1990,1990,284,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DNY,CARGO 16 TON 4X4 XM437(GOER),1990,1991,285,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPA,FORK LIFT ATLAS,1995,2003,286,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPB,FORK LIFT FRONT/SIDE LOADER 6K,1995,2003,287,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPD,NULL,1996,1996,288,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPG,"TANK FUEL 5,000 GAL XM438",1990,2003,289,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPH,"TRACTOR M915 50,000 LB",1990,2013,290,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPI,HVY EXPANDED MOB. TAC TRUCK,1997,2010,258,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPJ,"TANK WATER 4,000 GAL M149",1991,2003,292,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPM,TRACTOR 10 TON 6X6 M123(TRK),1990,1991,293,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPN,TRACTOR 22 1/2 TON 8X8 XM746,1990,1993,294,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPO,TRACTOR M915A2/M916A LINE HAUL,1994,2003,295,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPP,"TRACTOR 32,000 GVW",1990,2003,296,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPQ,UTILITY 1 1/4 TN M561,1990,1992,297,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPS,UTILITY 1/4 TON 4X4 M151,1990,1993,298,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPU,UTILITY 1 1/4 TON M715,1990,1990,299,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPV,FIRE FIGHTING 500 GPM,1991,1993,300,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPW,WRECKER 4X4 M553(GOER),1990,1992,301,2016-04-25 21:23:06.3470000,CSIS\GSanders
1DPX,UTILITY 1/4 TON 4X4 ABT,1992,1992,302,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBA,7.62MM M60 MACHINE GUN,1991,2003,303,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBB,50MM M85 MACHINE GUN,1991,2002,304,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBC,7.62MM M73 MACHINE GUN,1991,1993,305,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBE,7.62MM M134 AUTOMATIC,1993,1993,306,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBG,50CAL M2 MACHINE GUN,1991,2003,307,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBH,20MM GUN (HS),1991,1998,308,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBI,20MM XM167 TOWED,1991,2003,309,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBL,20MM GUN XM163,1991,1994,310,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBM,20MM GUN (VULCAN) M61,1992,2003,311,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBN,105MM GUN M68,1991,1991,312,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBO,5.56MM CARBINE,1996,2004,313,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBP,175MM M-107 GUN SP,NULL,NULL,314,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBQ,70MM GUN (VIPER),1991,1991,315,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBR,FAADS LOS-R (DIVAD),NULL,NULL,316,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBS,7.62MM M-240 MACHINE GUN,1991,1993,317,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBT,5.56MM M249 SQD AUTOMATIC WPN,1991,2004,318,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBU,25MM M242 AUTOMATIC GUN,1991,2012,319,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBV,9MM PERSONAL DEFENSE WEAPON,1995,2003,320,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EBW,MK 19-3 GRENADE MACHINE GUN,1995,2003,321,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EDA,M101A1 105MM LT TOWED HOW,1991,2003,322,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EDB,M114A2 155MM TOWED HOW,1992,1992,323,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EDC,M110 8'' SP HOWITZER,1990,1993,324,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EDD,AFAS (PRE-MS I) 155MM SP,1994,2003,325,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EDE,M198 155MM TOWED HOW,1990,2003,326,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EDG,M102 105MM LT TOWED HOW,1990,2003,327,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EDH,M109 155MM SP HOWITZER,1990,1993,328,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EDK,M109 155MM MED SP HOW,1990,2010,329,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EFA,60MM,1997,2003,330,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EFB,81MM M29 ON MOUNT M23,1991,2003,331,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EFC,81MM SP MORTAR M125,1991,2003,332,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EFD,120MM,1996,2003,333,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EFE,ARMORED MORTAR SYSTEM,1998,2003,334,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EFF,IMPROVED MORTAR BALLISTIC COMP,2003,2003,335,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EFH,MORTAR FIRE CTRL SYSTEM,1996,2003,336,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EFI,NULL,1996,1996,337,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EHC,M16 5.56 MM RIFLE,1991,2003,338,2016-04-25 21:23:06.3470000,CSIS\GSanders
1EHG,M14 7.62 MM RIFLE,1991,1993,339,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FAF,ROCKEYE,1991,1993,340,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FAI,M-82 BOMB GP,NULL,NULL,341,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FAS,MK-84 GENERAL PURPOSE,1991,1993,342,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FAT,BDW 33/B PRACTICE BOMB,NULL,NULL,343,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FBB,30 CAL BALL,1992,1992,344,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FBC,30 CAL M1909 BLANK,1993,1994,345,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FBD,45 CAL M1911 BALL,1991,1992,346,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FBE,"4.2"" M329/XM502 HE CARTRIDGE",NULL,NULL,347,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FBM,7.62MM ALL TY EXCEPT BLANK,1991,2001,348,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FBT,20MM AMMUNITION ALL TYPES,1994,2003,349,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FCJ,81MM M374 HE CARTRIDGE,1991,1993,350,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FCM,81MM M375 SMOKE WP CARTRIDGE,NULL,NULL,351,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FCN,40MM AMMUNITION ALL TYPES,1996,2011,352,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FDV,NULL,1993,1993,353,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FEG,38 CAL ALL TYPES,1991,1991,354,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FET,60MM HE XM720,1991,1991,355,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FEU,60MM ILLUM LWCMS XM721,NULL,NULL,356,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FEV,"60MM SMK, WP, LWCMS XM722",1992,1992,357,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FEX,81MM SMOKE XM819,1991,1991,358,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FFA,120MM TANK AMMUNITION,1991,2004,359,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FFB,5.56MM AMMUNITION ALL TYPES,1999,2002,360,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FFE,9MM AMMUNITION ALL TYPES,1996,2003,361,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FFG,25MM AMMUNITION ALL TYPES,2002,2002,362,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FFI,CALIBER .50 AMMO ALL TYPES,2000,2000,363,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FFJ,60MM AMMUNITION ALL TYPES,1996,2010,364,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FFL,81MM AMMUNITION ALL TYPES,1994,2002,365,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FFN,105MM TANK AMMO ALL TYPES,1994,2003,366,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FFO,120MM AMMUNITION ALL TYPES,1995,2002,367,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FFP,120MM CTG TANK,1994,1994,368,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FFQ,30MM AMMUNITION ALL TYPES,1998,2003,369,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FFS,105MM ART AMMUNITION ALL TYPES,1997,2009,370,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FGD,155MM M4 WHITE BAG,1991,1992,371,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FGR,8 INCH HE,1991,1993,372,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FJE,CBU-3 DISPENSER + BOMB,1991,1991,373,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FJJ,CBU-7 DISPENSER + BOMB,1991,1992,374,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FKE,M739,1992,1992,375,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FKP,XM577 FUZE MT,NULL,NULL,376,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FLA,HAND FRAG ALL TYPES,1992,1992,377,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FLE,HAND GRENADES ALL TYPES,1996,2003,378,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FLI,VOLCANO MINES,1995,2011,379,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FMJ,M18 AP MINE,NULL,NULL,380,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FMO,DEMOLITION MUNITIONS ALL TYPES,1996,2002,381,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FMR,M128 MINE DISPENSER,1991,1993,382,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FMX,WIDE AREA MUNITION (WAM),1995,2011,383,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FMY,MINE CLEARING LINE CHG MICLIC,1994,1994,384,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FNC,NULL,1993,1993,385,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FPA,"M650 E5 8""",1991,1991,386,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FPC,M731/M692 155MM,1991,1993,387,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FPH,155MM HE,1993,1993,388,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FPM,M485 155MM ILLUM PROJ,NULL,NULL,389,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FPU,XM454 PROJ,1991,1991,390,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FPV,M735 PROJECTILE,1991,1991,391,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FPX,M718/M741 ISS MM AT,1991,1993,392,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FPY,M712 155MM,1991,1992,393,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FPZ,M737 PROJECTILE,NULL,NULL,394,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FQA,M483 155MM PROJECTILE,1991,1993,395,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FQB,"M509 8"" DPICM",1991,1996,396,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FQD,M825 155MM SMOKE SCREENING,1991,1993,397,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FQG,155MM ARTY ALL (EXCLG SADARM),1994,2012,398,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FVA,AMMO COMPONENTS ALL TYPES,1995,2010,399,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FVC,NULL,1996,1997,400,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FVD,,2001,2001,401,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FVE,BUNKER DEFEATING MUNITION BDM,1997,2003,402,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FVG,SIGNALS ALL TYPES,1997,2003,403,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FVH,"SIMULATORS, ALL TYPES",1994,2003,404,2016-04-25 21:23:06.3470000,CSIS\GSanders
1FVI,MISCELLANEOUS AMMUNITION ITEMS,1996,2011,405,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GAD,CX-4566 A/G CABLE ASSEMBLY,1991,2002,406,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GAH,PP-1451/G ELEC POWER SUPPLY,1992,1992,407,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GAI,AN/ASM-146 AIR COND SHELTER,1991,1993,408,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GAJ,AN/ASM-147 AIR COND SHELTER,1990,1999,409,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GAK,AN/TSM-55 ELEC TEST EQUIP,1990,2002,410,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GAL,MULTI SYS TEST EQUIP (MTE),1991,2003,411,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GAM,LAND COMBAT SUPT SYS (LCS),1990,2003,412,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GAN,AN/USM-207 FREQ MEASUR SET,1991,1995,413,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GAR,AN/TSW-7,1991,1996,414,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GAS,AN/ALQ-133 QUICK LOOK,1990,2000,415,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GAV,AN/TLQ-17 COUNTERMEASURES,1992,1992,416,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GAW,AN/MSQ-103 TEAM PACK,1990,1990,417,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GAY,AN/ASM-189 AIR COND SHELTER,1995,2003,418,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GAZ,AN/PAQ-1 TGT DESIGNATE LASER,1990,1996,419,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GBA,AN/GVS-5 RANGE FINDER LASER,1990,1994,420,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GBC,DRAMA,1990,1991,421,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GBI,M-551 RANGE FINDER LASER,1991,2002,422,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GBJ,AN/DVG-2 RANGE FINDER LASER,1991,1992,423,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GBL,AN/TSC-61 FLIGHT COORD CNTRL,1990,2001,424,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GBM,AUTO TEST SUPPORT SYS,1990,2003,425,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GBN,AN/TSQ-73 AIR DEF MSL SYS,1990,2003,426,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GBP,MX-9644 IMAGE INTENSIFIER,1990,1999,427,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GBQ,AN/TVQ-2 LASER DESIGNATOR,1993,2002,428,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GBR,AN/MLQ-34 COUNTERMEASURES,1991,2003,429,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GBS,AN/GYK-29,1990,1996,430,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GBU,AN/ALQ-136 COUNTERMEASURES,1990,2012,431,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GBV,AN/ALQ-151 COUNTERMEASURES,1990,1995,432,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GBW,AN/TYC-39 MESSAGE SWITCH,1990,2003,433,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GBX,AN/TTC-39 CIRCUIT SWITCH,1990,2009,434,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GBY,AN/VVG-2 RANGE FINDER LASER,1991,1991,435,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GCA,AN/USM-410 TEST STATION,1990,2003,436,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GCD,ERINT,1991,1997,437,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GCF,AN/ALQ-147 COUNTERMEASURES,1999,2001,438,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GCG,ALL SOURCE ANALYSIS SYS,1994,2003,439,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GCH,GUARDRAIL COMMON SENSOR,1997,NULL,440,2017-03-06 14:43:52.0000000,Automatic fiscalyear adjustment by CSIS\JEllman
1GCI,TEAMMATE,2003,2003,441,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GDA,AN/USC-3 COMMUNICATIONS SYS,1990,1993,442,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GDC,NULL,1993,1993,443,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GDE,AN/TSQ-43 INTERPRETATION FAC,1992,2003,444,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GDF,AN/VRC-67 RADIO TERMINAL,1991,2003,445,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GDG,TA-312/PT FIELD TELEPHONE,1991,1999,446,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GDH,AN/TSQ-71 LND CNTRL CENTRAL,1992,1992,447,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GDL,AN/TSC-75 COMM CENTRAL,1991,2001,448,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GDM,CHAALS,2002,2003,449,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GDP,AN/ASC-15 COMM CENTRAL,1990,1993,450,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GDQ,AN/TSQ-84 (AACOMS),1990,1990,451,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GDR,AN/UGC-74 FATT PAGE PRINTER,1990,1994,452,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GDW,AN/TSQ-114,1990,2003,453,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GDX,AN/TSC-61 FLIGHT COORD CTRL,1991,1995,454,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GDY,AN/TTC-39(Z) SYSTEM,1990,2003,455,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GDZ,NOE COMM EQUIP,1993,2003,456,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GER,TSEC/KY-57,1991,1998,457,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GFA,AN/WSC-28 SAT COMM,1990,2002,458,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GFB,AN/MSC-46 SAT COMM TERM,1990,2003,459,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GFC,ARMY DATA DISTRIBUTION SYS,1994,2003,460,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GFD,AFATDS ADV FLD ART TAC DATA SY,1995,2013,461,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GFE,CSSCS CBT SRV SPPT CTRL SYS,1998,2002,462,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GFF,SGL CHAN ANTI-JAM MANPORTABLE,1994,2001,463,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GFG,SEC MOB ANTI-JAM REL TAC TERM,1994,2003,464,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GFH,"SAT TERM, ADVANCED MPK UHF",1994,1994,465,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GFI,AN/PSG-2 MESSAGE DEVICE,1990,1992,466,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GGF,AN/GSG-10 (TACFIRE),1990,2000,467,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GHA,ARMY WWMCCS INFO SYS,2003,2003,468,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GHB,DGTL TOPOGRAPHIC SPPT SYS DTSS,1994,2011,469,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GHC,FIRE SPT ADA CONVERSION,1997,2003,470,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GHE,QCK RESP MULTI-CLR PTR QRMP,1995,2001,471,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GHF,STD ARMY CND & CTRL SYS STACCS,2000,2003,472,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GHH,DEF SATELLITE COMMS SYS,1998,2002,473,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GHI,ECHELON ABOVE CORPS COMMS,1994,1996,474,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GHJ,GROUND COMMAND POST,2003,2003,475,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GHL,AIRBORNE RECON LOW (ARL),1999,2012,476,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GHN,FIREFINDER,1996,2008,477,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GHO,GROUND BASED COMMON SENSOR,1997,2003,478,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GHR,LW MAN-TRANSP RADIO DIR FND SY,2003,2003,479,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GHS,METEOROLOGICAL MEASURING SYS,1995,2003,480,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GHT,SHORTSTOP,1998,2011,481,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GHV,TRACKWOLF HF SYSTEM,1996,2000,482,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GIB,JSTARS GND STATION MODULE,1994,2013,483,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GIC,NULL,1996,1998,484,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GID,AIR DEFENSE TARGETS,2001,2003,485,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GIE,"AT NAV,INTEGR AND CRD ATNAVICS",1995,2003,486,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GIF,AIR TRAFFIC CNTL COMM CONSOLE,1998,2011,487,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GIH,AVIONICS,1994,2013,488,2016-04-25 21:23:06.3470000,CSIS\GSanders
1GII,BAT FLD CMBT ID SYS - NEAR TRM,1997,2012,489,2016-04-25 21:23:06.3470000,CSIS\GSanders
