ProjectID	ProjectName	ProjectPrettyName	ProjectAbbreviation	IsJointDevelopmentCaseStudy	CSISmodifiedDate	CSISmodifiedBy	IsPerformanceBasedLogistics	PlatformPortfolio	ObligatedAmount	MinOfFiscalYear	MaxOfFiscalYear	TopPlatformPortfolio	TopPlatformPortfolioObligatedAmount	TopParentID	TopParentIDObligatedAmount	Notes	IsUnknown	WasUncategorizedMissilesOrSpaceSystem	IsUninvestigated	IsRemotelyOperated	RANDID	IsParentProjectID	ParentProjectID	IDAID	IsUnidentified
353	1FDV	NA	1FDV	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	197005	1993	1993	Ordnance and Missiles	197005.0000	NA	197005	NA	1	NA	1	NA	NA	NA	NA	NA	1
354	38 CAL ALL TYPES	38 CAL ALL TYPES	1FEG	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	81000	1991	1991	Ordnance and Missiles	81000.0000	OLIN	81000	NA	0	NA	1	NA	NA	NA	NA	NA	0
355	60MM HE XM720	60MM HE XM720	1FET	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	830000	1991	1991	Ordnance and Missiles	830000.0000	NA	830000	NA	0	NA	1	NA	NA	NA	NA	NA	0
356	60MM ILLUM LWCMS XM721	60MM ILLUM LWCMS XM721	1FEU	NA	2016-04-25 21:22:55.1570000	CSIS\GSanders	NA	Ordnance and Missiles	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0
357	60MM SMK, WP, LWCMS XM722	60MM SMK, WP, LWCMS XM722	1FEV	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	165000	1992	1992	Ordnance and Missiles	165000.0000	NA	165000	NA	0	NA	1	NA	NA	NA	NA	NA	0
358	81MM SMOKE XM819	81MM SMOKE XM819	1FEX	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	1470000	1991	1991	Ordnance and Missiles	1470000.0000	NA	1470000	NA	0	NA	1	NA	NA	NA	NA	NA	0
359	120MM TANK AMMUNITION	120MM TANK AMMUNITION	1FFA	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	1896686889	1991	2004	Ordnance and Missiles	274500000.0000	ATK	999802656	NA	0	NA	1	NA	NA	NA	NA	NA	0
360	5.56MM AMMUNITION ALL TYP	5.56MM AMMUNITION ALL TYPES	1FFB	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	3220457	1999	2002	Ordnance and Missiles	1941408.0000	OLIN	2150457	NA	0	NA	1	NA	NA	NA	NA	NA	0
361	9MM AMMUNITION ALL TYPES	9MM AMMUNITION ALL TYPES	1FFE	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	2064328	1996	2003	Ordnance and Missiles	429904.0000	NA	747303	NA	0	NA	1	NA	NA	NA	NA	NA	0
362	25MM AMMUNITION ALL TYPES	25MM AMMUNITION ALL TYPES	1FFG	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	57596	2002	2002	Ordnance and Missiles	57596.0000	OLIN	57596	NA	0	NA	1	NA	NA	NA	NA	NA	0
363	CALIBER .50 AMMO ALL TYPE	CALIBER .50 AMMO ALL TYPES	1FFI	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	4350000	2000	2000	Ordnance and Missiles	4350000.0000	CANADIAN COMMERCIAL CORPORATION	4350000	NA	0	NA	1	NA	NA	NA	NA	NA	0
364	60MM AMMUNITION ALL TYPES	60MM AMMUNITION ALL TYPES	1FFJ	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	16610012.78	1996	2010	Ordnance and Missiles	5833590.0000	NA	16404292.78	NA	0	NA	1	NA	NA	NA	NA	NA	0
365	81MM AMMUNITION ALL TYPES	81MM AMMUNITION ALL TYPES	1FFL	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	1754033	1994	2002	Ordnance and Missiles	978948.0000	NA	1333402	NA	0	NA	1	NA	NA	NA	NA	NA	0
366	105MM TANK AMMO ALL TYPES	105MM TANK AMMO ALL TYPES	1FFN	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	6516363	1994	2003	Ordnance and Missiles	3186448.0000	MASON & HANGER	3268328	NA	0	NA	1	NA	NA	NA	NA	NA	0
367	120MM AMMUNITION ALL TYPE	120MM AMMUNITION ALL TYPES	1FFO	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	183627131	1995	2002	Ordnance and Missiles	143124319.0000	NA	131046679	NA	0	NA	1	NA	NA	NA	NA	NA	0
368	120MM CTG TANK	120MM CTG TANK	1FFP	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	46450	1994	1994	Ordnance and Missiles	46450.0000	OLIN	46450	NA	0	NA	1	NA	NA	NA	NA	NA	0
369	30MM AMMUNITION ALL TYPES	30MM AMMUNITION ALL TYPES	1FFQ	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	73203413	1998	2003	Ordnance and Missiles	32183219.0000	ATK	37512558	NA	0	NA	1	NA	NA	NA	NA	NA	0
370	105MM ART AMMUNITION ALL	105MM ART AMMUNITION ALL TYPES	1FFS	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	2948926.1699	1997	2009	Ordnance and Missiles	1955864.0000	NI INDUSTRIES	1955864	NA	0	NA	1	NA	NA	NA	NA	NA	0
371	155MM M4 WHITE BAG	155MM M4 WHITE BAG	1FGD	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	927801	1991	1992	Ordnance and Missiles	860801.0000	NA	927801	NA	0	NA	1	NA	NA	NA	NA	NA	0
372	8 INCH HE	8 INCH HE	1FGR	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	2606455	1991	1993	Land Vehicles	1549799.0000	GENERAL DYNAMICS	2606455	NA	0	NA	1	NA	NA	NA	NA	NA	0
373	CBU-3 DISPENSER + BOMB	CBU-3 DISPENSER + BOMB	1FJE	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	680000	1991	1991	Land Vehicles	680000.0000	GENERAL DYNAMICS	680000	NA	0	NA	1	NA	NA	NA	NA	NA	0
374	CBU-7 DISPENSER + BOMB	CBU-7 DISPENSER + BOMB	1FJJ	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	208584	1991	1992	Land Vehicles	114584.0000	FMC	208584	NA	0	NA	1	NA	NA	NA	NA	NA	0
375	M739	M739	1FKE	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	1164715	1992	1992	Ordnance and Missiles	1164715.0000	NA	1164715	NA	0	NA	1	NA	NA	NA	NA	NA	0
376	XM577 FUZE MT	XM577 FUZE MT	1FKP	NA	2016-04-25 21:22:55.1570000	CSIS\GSanders	NA	Ordnance and Missiles	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0
377	HAND FRAG ALL TYPES	HAND FRAG ALL TYPES	1FLA	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	303301	1992	1992	Ordnance and Missiles	303301.0000	NA	303301	NA	0	NA	1	NA	NA	NA	NA	NA	0
378	HAND GRENADES ALL TYPES	HAND GRENADES ALL TYPES	1FLE	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	14947714	1996	2003	Ordnance and Missiles	5947007.0000	NA	9907783	NA	0	NA	1	NA	NA	NA	NA	NA	0
379	VOLCANO MINES	VOLCANO MINES	1FLI	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	3609636	1995	2011	Ordnance and Missiles	1096436.0000	NA	3317892	NA	0	NA	1	NA	NA	NA	NA	NA	0
380	M18 AP MINE	M18 AP MINE	1FMJ	NA	2016-04-25 21:22:55.1570000	CSIS\GSanders	NA	Ordnance and Missiles	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0
381	DEMOLITION MUNITIONS ALL	DEMOLITION MUNITIONS ALL TYPES	1FMO	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Facilities and Construction	2329444	1996	2002	Facilities and Construction	1176375.0000	NA	1508646	NA	0	NA	1	NA	NA	NA	NA	NA	0
382	M128 MINE DISPENSER	M128 MINE DISPENSER	1FMR	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	83242	1991	1993	Ordnance and Missiles	55970.0000	NA	83242	NA	0	NA	1	NA	NA	NA	NA	NA	0
383	WIDE AREA MUNITION (WAM)	WIDE AREA MUNITION (WAM)	1FMX	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	192660202.3711	1995	2011	Ordnance and Missiles	39421569.0000	TEXTRON	182665412	NA	0	NA	1	NA	NA	NA	NA	NA	0
384	MINE CLEARING LINE CHG MI	MINE CLEARING LINE CHG MICLIC	1FMY	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	86711	1994	1994	Land Vehicles	86711.0000	NA	86711	NA	0	NA	1	NA	NA	NA	NA	NA	0
385	1FNC	NA	1FNC	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	1986000	1993	1993	Ordnance and Missiles	1986000.0000	NA	1986000	NA	1	NA	1	NA	NA	NA	NA	NA	1
386	M650 E5 8	M650 E5 8	M650 E5 8	M650 E5 8	1FPA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	79000.0000	1991	1991	Ordnance and Missiles	79000.0000	OLIN	174000.0000	NA	0	0	1	NA	NA	NA	NA	NA	0	NA
387	M731/M692 155MM	M731/M692 155MM	1FPC	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	2825677	1991	1993	Ordnance and Missiles	1118538.0000	AMRON	2374538	NA	0	NA	1	NA	NA	NA	NA	NA	0
388	155MM HE	155MM HE	1FPH	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	-1015582	1993	1993	Ordnance and Missiles	-1015582.0000	NA	-1015582	NA	0	NA	1	NA	NA	NA	NA	NA	0
389	M485 155MM ILLUM PROJ	M485 155MM ILLUM PROJ	1FPM	NA	2016-04-25 21:22:55.1570000	CSIS\GSanders	NA	Ordnance and Missiles	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0
390	XM454 PROJ	XM454 PROJ	1FPU	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	-536000	1991	1991	Ordnance and Missiles	-536000.0000	NA	-536000	NA	0	NA	1	NA	NA	NA	NA	NA	0
391	M735 PROJECTILE	M735 PROJECTILE	1FPV	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	-26000	1991	1991	Ordnance and Missiles	-26000.0000	NA	-26000	NA	0	NA	1	NA	NA	NA	NA	NA	0
392	M718/M741 ISS MM AT	M718/M741 ISS MM AT	1FPX	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	12200761	1991	1993	Ordnance and Missiles	4653423.0000	NA	8642440	NA	0	NA	1	NA	NA	NA	NA	NA	0
393	M712 155MM	M712 155MM	1FPY	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	-1050000	1991	1992	Ordnance and Missiles	-350000.0000	MARTIN MARIETTA	-1050000	NA	0	NA	1	NA	Copperhead	NA	NA	NA	0
394	M737 PROJECTILE	M737 PROJECTILE	1FPZ	NA	2016-04-25 21:22:55.1570000	CSIS\GSanders	NA	Ordnance and Missiles	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	NA	NA	NA	NA	0
395	M483 155MM PROJECTILE	M483 155MM PROJECTILE	1FQA	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	16105002	1991	1993	Ordnance and Missiles	11954000.0000	NA	16105002	NA	0	NA	1	NA	NA	NA	NA	NA	0
396	M509 8 DPICM	M509 8 DPICM	M509 8 DPICM	M509 8 DPICM	1FQB	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	9189178.0000	1991	1996	Ordnance and Missiles	4783000.0000	OLIN	8856117.0000	NA	0	0	1	NA	NA	NA	NA	NA	0	NA
397	M825 155MM SMOKE SCREENIN	M825 155MM SMOKE SCREENING	1FQD	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	1876713	1991	1993	Ordnance and Missiles	2125000.0000	NA	1876713	NA	0	NA	1	NA	NA	NA	NA	NA	0
398	155MM ARTY ALL (EXCLG SAD	155MM ARTY ALL (EXCLG SADARM)	1FQG	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	83587975.74	1994	2011	Ordnance and Missiles	27362251.0000	NA	36354818.74	NA	0	NA	1	NA	NA	NA	NA	NA	0
399	AMMO COMPONENTS ALL TYPES	AMMO COMPONENTS ALL TYPES	1FVA	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	205486477.4058	1995	2010	Ordnance and Missiles	133596711.0000	Owen Corporation Systems Group	123858384	NA	0	NA	1	NA	NA	NA	NA	NA	0
400	1FVC	NA	1FVC	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	6384809	1996	1997	Ordnance and Missiles	5238587.0000	NA	6384809	NA	1	NA	1	NA	NA	NA	NA	NA	1
401	1FVD	NA	1FVD	NA	2019-04-13 12:31:49.5400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	Ordnance and Missiles	661935	2001	2001	NA	661935.0000	NA	661935	NA	1	NA	1	NA	NA	NA	NA	NA	1
402	BUNKER DEFEATING MUNITION	BUNKER DEFEATING MUNITION BDM	1FVE	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Ordnance and Missiles	13610	1997	2003	NA	4851000.0000	LOCKHEED MARTIN	13610	NA	0	NA	1	NA	NA	NA	NA	NA	0
403	SIGNALS ALL TYPES	SIGNALS ALL TYPES	1FVG	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	3472744	1997	2003	Ordnance and Missiles	2927007.0000	NA	3472744	NA	0	NA	1	NA	NA	NA	NA	NA	0
404	SIMULATORS, ALL TYPES	SIMULATORS, ALL TYPES	1FVH	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	69733776	1994	2003	Ordnance and Missiles	35735284.0000	CUBIC	39862802	NA	0	NA	1	NA	NA	NA	NA	NA	0
405	MISCELLANEOUS AMMUNITION	MISCELLANEOUS AMMUNITION ITEMS	1FVI	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	309717491.6299	1996	2011	Ordnance and Missiles	112992736.0000	NA	195873113.02	NA	0	NA	1	NA	NA	NA	NA	NA	0
406	CX-4566 A/G CABLE ASSEMBL	CX-4566 A/G CABLE ASSEMBLY	1GAD	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	153014	1991	2002	Electronics, Comms, & Sensors	52000.0000	NA	101938	NA	0	NA	1	NA	NA	NA	NA	NA	0
407	PP-1451/G ELEC POWER SUPP	PP-1451/G ELEC POWER SUPPLY	1GAH	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	32932	1992	1992	Electronics, Comms, & Sensors	32932.0000	NA	32932	NA	0	NA	1	NA	NA	NA	NA	NA	0
408	AN/ASM-146 AIR COND SHELT	AN/ASM-146 AIR COND SHELTER	1GAI	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	2108117	1991	1993	Electronics, Comms, & Sensors	1950117.0000	NA	2108117	NA	0	NA	1	NA	NA	NA	NA	NA	0
409	AN/ASM-147 AIR COND SHELT	AN/ASM-147 AIR COND SHELTER	1GAJ	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	1700726	1990	1999	Electronics, Comms, & Sensors	673000.0000	NA	1700726	NA	0	NA	1	NA	NA	NA	NA	NA	0
410	AN/TSM-55 ELEC TEST EQUIP	AN/TSM-55 ELEC TEST EQUIP	1GAK	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Electronics, Comms, & Sensors	4268498	1990	2002	Electronics, Comms, & Sensors	1589000.0000	NA	2782457		0	NA	0	NA	NA	NA	NA	NA	0
411	MULTI SYS TEST EQUIP (MTE	MULTI SYS TEST EQUIP (MTE)	1GAL	NA	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	NA	8047973	1991	2003	Other R&D and Knowledge Based	2955329.0000	NA	4504111	NA	0	NA	1	NA	NA	NA	NA	NA	0
412	LAND COMBAT SUPT SYS (LCS	LAND COMBAT SUPT SYS (LCS)	1GAM	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Facilities and Construction	8447250	1990	2003	Facilities and Construction	6486635.0000	NA	7019660	NA	0	NA	1	NA	NA	NA	NA	NA	0
413	AN/USM-207 FREQ MEASUR SE	AN/USM-207 FREQ MEASUR SET	1GAN	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Facilities and Construction	91665	1991	1995	Facilities and Construction	144665.0000	TRW [NORTHROP GRUMMAN]	144665	NA	0	NA	1	NA	NA	NA	NA	NA	0
414	AN/TSW-7	AN/TSW-7	1GAR	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	-6914	1991	1996	Electronics, Comms, & Sensors	36000.0000	NA	36000	NA	0	NA	1	NA	NA	NA	NA	NA	0
415	AN/ALQ-133 QUICK LOOK	AN/ALQ-133 QUICK LOOK	1GAS	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	42017752	1990	2000	Electronics, Comms, & Sensors	13696079.0000	NA	30884763	NA	0	NA	1	NA	NA	NA	NA	NA	0
416	AN/TLQ-17 COUNTERMEASURES	AN/TLQ-17 COUNTERMEASURES	1GAV	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	1631075	1992	1992	Electronics, Comms, & Sensors	1631075.0000	NA	1631075	NA	0	NA	1	NA	NA	NA	NA	NA	0
417	AN/MSQ-103 TEAM PACK	AN/MSQ-103 TEAM PACK	1GAW	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	4957000	1990	1990	Electronics, Comms, & Sensors	4957000.0000	NA	4957000	NA	0	NA	1	NA	NA	NA	NA	NA	0
418	AN/ASM-189 AIR COND SHELT	AN/ASM-189 AIR COND SHELTER	1GAY	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	1127328	1995	2003	Electronics, Comms, & Sensors	970733.0000	NA	1127328	NA	0	NA	1	NA	NA	NA	NA	NA	0
419	AN/PAQ-1 TGT DESIGNATE LA	AN/PAQ-1 TGT DESIGNATE LASER	1GAZ	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Ordnance and Missiles	12105234	1990	1996	Ordnance and Missiles	9244000.0000	NA	10810473	NA	0	NA	1	NA	NA	NA	NA	NA	0
420	AN/GVS-5 RANGE FINDER LAS	AN/GVS-5 RANGE FINDER LASER	1GBA	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	1163243	1990	1994	Electronics, Comms, & Sensors	460000.0000	NA	934402	NA	0	NA	1	NA	NA	NA	NA	NA	0
421	DRAMA	DRAMA	1GBC	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	1251000	1990	1991	Electronics, Comms, & Sensors	1040000.0000	TRW [NORTHROP GRUMMAN]	1251000	NA	0	NA	1	NA	NA	NA	NA	NA	0
422	M-551 RANGE FINDER LASER	M-551 RANGE FINDER LASER	1GBI	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	3739931	1991	2002	Land Vehicles	1833000.0000	NA	1906931	NA	0	NA	1	NA	NA	NA	NA	NA	0
423	AN/DVG-2 RANGE FINDER LAS	AN/DVG-2 RANGE FINDER LASER	1GBJ	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	69120	1991	1992	Electronics, Comms, & Sensors	41120.0000	NA	69120	NA	0	NA	1	NA	NA	NA	NA	NA	0
424	AN/TSC-61 FLIGHT COORD CN	AN/TSC-61 FLIGHT COORD CNTRL	1GBL	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	943146	1990	2001	Electronics, Comms, & Sensors	315400.0000	NA	913438	NA	0	NA	1	NA	NA	NA	NA	NA	0
425	AUTO TEST SUPPORT SYS	AUTO TEST SUPPORT SYS	1GBM	NA	2019-08-21 01:37:02.2400000	Automated Uncontroversial Platform Portfolio update byGSanders@csis.org	NA	NA	1735948	1990	2003	Aircraft	392000.0000	NA	807369		0	NA	0	NA	NA	NA	NA	NA	0
426	AN/TSQ-73 AIR DEF MSL SYS	AN/TSQ-73 AIR DEF MSL SYS	1GBN	NA	2019-08-21 05:54:23.5300000	Automated from obligated amounts and standardizedname by GSanders@csis.org	NA	Missile Defense	78729053	1990	2003	Missile Defense	59669232.0000	COLSA	72892409	NA	0	NA	1	NA	NA	NA	NA	NA	0
427	MX-9644 IMAGE INTENSIFIER	MX-9644 IMAGE INTENSIFIER	1GBP	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	375691	1990	1999	Electronics, Comms, & Sensors	221652.0000	NA	375691	NA	0	NA	1	NA	NA	NA	NA	NA	0
428	AN/TVQ-2 LASER DESIGNATOR	AN/TVQ-2 LASER DESIGNATOR	1GBQ	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Facilities and Construction	3825153	1993	2002	Facilities and Construction	3688786.0000	NA	4340859	NA	0	NA	1	NA	NA	NA	NA	NA	0
429	AN/MLQ-34 COUNTERMEASURES	AN/MLQ-34 COUNTERMEASURES	1GBR	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Land Vehicles	589182	1991	2003	Land Vehicles	437557.0000	LORAL SPACE	437557	NA	0	NA	1	NA	NA	NA	NA	NA	0
430	AN/GYK-29	AN/GYK-29	1GBS	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	12555457	1990	1996	Electronics, Comms, & Sensors	10912000.0000	NA	12660856	NA	0	NA	1	NA	NA	NA	NA	NA	0
431	AN/ALQ-136 COUNTERMEASURE	AN/ALQ-136 COUNTERMEASURES	1GBU	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	20345858	1990	2002	Electronics, Comms, & Sensors	11112000.0000	ITT	19372668	NA	0	NA	1	NA	NA	NA	NA	NA	0
432	AN/ALQ-151 COUNTERMEASURE	AN/ALQ-151 COUNTERMEASURES	1GBV	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	1107856	1990	1995	Electronics, Comms, & Sensors	586155.0000	NA	1045856	NA	0	NA	1	NA	NA	NA	NA	NA	0
433	AN/TYC-39 MESSAGE SWITCH	AN/TYC-39 MESSAGE SWITCH	1GBW	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	285230188	1990	2003	Electronics, Comms, & Sensors	66542000.0000	GTE	255742061	NA	0	NA	1	NA	NA	NA	NA	NA	0
434	AN/TTC-39 CIRCUIT SWITCH	AN/TTC-39 CIRCUIT SWITCH	1GBX	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	382234680	1990	2009	Electronics, Comms, & Sensors	76567777.0000	GTE	185661460	NA	0	NA	1	NA	NA	NA	NA	NA	0
435	AN/VVG-2 RANGE FINDER LAS	AN/VVG-2 RANGE FINDER LASER	1GBY	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	30000	1991	1991	Electronics, Comms, & Sensors	30000.0000	NA	30000	NA	0	NA	1	NA	NA	NA	NA	NA	0
436	AN/USM-410 TEST STATION	AN/USM-410 TEST STATION	1GCA	NA	2017-04-14 22:45:53.6400000	Automated from obligated amounts and standardizedname by CSIS\GSanders	NA	Electronics, Comms, & Sensors	49680226	1990	2003	Electronics, Comms, & Sensors	16909000.0000	GENERAL ELECTRIC	36098057	NA	0	NA	1	NA	NA	NA	NA	NA	0
