vendorcountrycode	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
2100	W16L5N	719TH TRANSPORTATION COMPANY	2	PRM 0719 TC CO     MDM TRUCK CARGO	0	Office.OfficeID	
2100	W16L5T	204TH ENGINEER BATTALION	1	PRM0204 EN BN     CBT HVY	0	Office.OfficeID	
2100	W16L64	W8QP NY ARNG AASF 3	1	NY ARNG AVN APT FACILITY AASF #3	1	Office.OfficeID	
2100	W16L68	W8VZ NY ARNG CSMS 1	1	PRF W8VZ NY ARNG CSMS 1	0	Office.OfficeID	
2100	W16L69	W8W1  NY ARNG CSMS 3	1	W8W1 NY ARNG CSMS 3	1	Office.OfficeID	
2100	W16L6D	"W8BN NYARNG ELEMENT, JF HQ"	1	"ARNG STAFF ELEMENT, JOINT FORCE HEA"	1	Office.OfficeID	
2100	W16L6Z	W8QQ NY ARNG AASF 1	1	NY ARNG AVN APT FACILITY AASF #1	1	Office.OfficeID	
2100	W16PPY	W8QN NY ARNG AASF 2	1	NY ARNG AVN APT FACILTY AASF #2	1	Office.OfficeID	
2100	W16R0D	W6KH BINGHAMTON USAR CENTER	1	W6KH BG ROOSEVELT USAR CENTER	0	Office.OfficeID	
2100	W16RF9	US ARMY RECRUITING BATTALION ALBANY	1	W3M2 USAREC ALBANY RBN	1	Office.OfficeID	
2100	W16S02	0008 MD HHC    TM A1 BDE EARLY	1	0008 MD HQ     MEDICAL BDE	0	Office.OfficeID	
2100	W16T8L	0408 AG CO     CO TE REAR DET	2	0408 AG CO     HOME DET	0	Office.OfficeID	
2100	W16W7S	W1FB US MILITARY ACADEMY	1	W1FB HQ USMA STAFF  FACULTY	1	Office.OfficeID	
2100	W16W7T	W1FB DEPT OF SOCIAL SCIENCE	1	XR W1FB DEPT OF SOCIAL SCIENCE	0	Office.OfficeID	
2100	W16W7W	W1FB DEPT BEHAVIORAL SCI LDRS	1	"W1FB OFC OF THE DEAN, USMA"	1	Office.OfficeID	
2100	W16W7Y	W6X1 USALRCTR US MIL WESTPOINT	1	W1FB CADET MESS BRANCH	0	Office.OfficeID	
2100	W16W7Z	W1FB FAMILY HOUSING PROPERTY	1	PR W1FB FAMILY HOUSING PROPERTY	0	Office.OfficeID	
2100	W16X2M	COMPANY E 427TH SUPPORT BATTALION	2	0427 CS BN     CO E	0	Office.OfficeID	
2100	W16X36	0258 FA BN  01 HHB 105MM LID	1	0258 FA BN  01 HHB	0	Office.OfficeID	
2100	W16X37	0258 FA BN  01 BTY A 105MM T L	1	0258 FA BN  01 BTRY A	0	Office.OfficeID	
2100	W16X38	0258 FA BN  01 BTY B 105MM T L	1	0258 FA BN  01 BTRY B	0	Office.OfficeID	
2100	W16X3G	0101 AR SQ  02 HHT CAVALRY SQD	1	0101 AR SQ  02 HHT RECON SQ IB	1	Office.OfficeID	
2100	W16X3K	0101 AR SQ  02 TRP B MOTORIZED	1	0101 AR SQ  02 TRP B	0	Office.OfficeID	
2100	W16X3L	0101 AR SQ  02 TRP C DISMOUNTE	1	0101 AR SQ  02 TRP C	0	Office.OfficeID	
2100	W16X4B	0427 CS BN     CO G FSC FA IBC	2	PRM 0427 CS BN     CO G	0	Office.OfficeID	
2100	W16XQ2	W1FB HQ USMA STAFF  FACULTY	1	XR W1FB HQ USMA STAFF  FACULTY	0	Office.OfficeID	
2100	W16XX9	W6X1 USALRCTR US MIL WESTPOINT	1	W1FB CORPS SUPPORT BRANCH	0	Office.OfficeID	
2100	W16XYA	W1FB US MILITARY ACADEMY	1	W1FB HQ USMA STAFF  FACULTY	1	Office.OfficeID	
2100	W17BR4	W8SY RI ARNG FMS 4	1	XRJ W8SY RI ARNG FMS 4	0	Office.OfficeID	
2100	W17BRG	W8SY RI ARNG FMS 1	1	XRJ W8SY RI ARNG FMS 1	0	Office.OfficeID	
2100	W17BRM	W8SY RI ARNG FMS 2	1	XRJ W8SY RI ARNG FMS 2	0	Office.OfficeID	
2100	W17G8D	"HQ, 4TH BRIGADE, 102D TRAINING DIVI"	1	W762 0001 BDE HQ BCT	0	Office.OfficeID	
2100	W17GQ3	W0C7 PROVIDENCE COLL	1	W0MT PROVIDENCE COLL	1	Office.OfficeID	
2100	W17GQ5	W0C7 UNIV OF RHODE ISLAND	1	W0MT UNIV OF RHODE ISLAND	0	Office.OfficeID	
2100	W17GS2	W6KH SGT M PARANZINO USAR CENT	1	W6KH SGT M PARANZINO USARC	1	Office.OfficeID	
2100	W17GT6	W6KH FT NATHANIEL GREENE USARC	1	W6KH FT GREENE USAR CENTER	1	Office.OfficeID	
2100	W17K0B	W8FX HQ 243RD REGT RTI	1	PRFW8FX HQ 243RD REGT RTI	0	Office.OfficeID	
2100	W17KZ2	88TH ARMY BAND	2	PRM0088 AG BND    ARMY	0	Office.OfficeID	
2100	W17KZ3	0115 MP CO     MP COMPANY	1	0115 MP CO     CBT SPT REAR	0	Office.OfficeID	
2100	W17KZ9	"W8BE RIARNG ELEMENT, JF HQ"	2	"PRFW8BE RIARNG ELEMENT, JF HQ"	0	Office.OfficeID	
2100	W17KZV	0118 MP HHD    HHD MP BATTALIO	1	0118 MP HHD    COMBAT SPT BN	0	Office.OfficeID	
2100	W17KZW	0349 MD HSP    DET 55	1	1207TH TC CO     MDM TRK CARGO	0	Office.OfficeID	
2100	W17KZY	0861 EN CO     ENGINEER SUPPOR	1	PRM 0861 EN CO     CBT SPT EQ	0	Office.OfficeID	
2100	W17N6D	0169 MP CO     MP COMPANY	1	PRM0119 MP CO     CBT SPT	0	Office.OfficeID	
2100	W18GQ2	W0MT NORWICH UNIV	1	W3W5 NORWICH UNIV	0	Office.OfficeID	
2100	W18GQ7	W0C7 UNIVERSITY OF VERMONT	1	W0MT UNIVERSITY OF VERMONT	0	Office.OfficeID	
2100	W18GSW	W6KH RUTLAND AFRC	1	W6KH COURCELLE USAR CENTER	0	Office.OfficeID	
2100	W18JK2	W8T6 VT ARNG FMS 4	1	XRJ W8T6 VT ARNG FMS 4	0	Office.OfficeID	
2100	W18JKK	VTARNG ARMY AVIATION SUPPORT FACILI	1	W8RD VT ARNG AASF 1	1	Office.OfficeID	
2100	W18JKP	W8BF MD FACILITIES ENGINEER	1	PRFW8BF MD FACILITIES ENGINEER	0	Office.OfficeID	
2100	W18JKZ	W8T6 VT ARNG FMS 1	1	XRJ W8T6 VT ARNG FMS 1	0	Office.OfficeID	
2100	W18MUG	0172 PI DET    PUBLIC AFFAIRS	1	PRM 0172 PI DET    PA DET	0	Office.OfficeID	
2100	W18MUL	0086 IN HQ     HHC IBCT	1	0086 IN HQ     HQS IBCT REAR	0	Office.OfficeID	
2100	W18PSV	W775 0304 RGT 3 BN USMA	1	PR W775 0304 RGT 3 BN USMA	0	Office.OfficeID	
2100	W18TXG	0101 FA BN  01 BTY B 105MM T L	1	0101 FA BN  01 BTY B REAR	0	Office.OfficeID	
2100	W18TXH	0028 EN SEC    CONCRETE SECTIO	1	0028 EN DET    CONCRETE TEAM	0	Office.OfficeID	
2100	W18TXK	0028 EN SEC    CONCRETE SECTIO	1	0028 EN DET    CONCRETE TEAM	0	Office.OfficeID	
2100	W18TXL	0172 AR SQ  01 HHT RECON SQ IB	1	0172 AR SQ  01 HHC REAR	0	Office.OfficeID	
2100	W18TXM	0172 AR SQ  01 TRP A MOTOR REC	1	0172 AR SQ  01 CO A TANK REAR	0	Office.OfficeID	
2100	W18TXP	0186 CS BN     CO E FSC FA IBC	1	0186 CS BN     CO E REAR	0	Office.OfficeID	
2100	W18TXR	0000 IN BN     HHC STB IBCT	1	0086 IN BN     HHC STB REAR	0	Office.OfficeID	
2100	W18TXS	0572 EN BN     CO A0 REAR DET	2	0086 IN BN     ENGR CO BD REAR	0	Office.OfficeID	
2100	W18TXT	0172 IN BN  03 CO D WPN CO IBC	1	0172 IN BN  03 CO D MTN REAR	0	Office.OfficeID	
2100	W18TXU	0172 AR SQ  01 TRP B MOTOR REC	1	0172 AR SQ  01 CO B REAR	0	Office.OfficeID	
2100	W21APU	0374 FI CO     CO T1 FINANCE M	1	PR 0374 FI CO     HQS MINUS	0	Office.OfficeID	
2100	W21JZL	72D TROOP COMMAND	1	PRF W787 72ND TRP CMD	0	Office.OfficeID	
2100	W21LR1	W778 DEARNG TNG SITE DET	2	PRF W778 DEARNG TNG SITE DET	0	Office.OfficeID	
2100	W21LR4	W8AF DE SA READINESS TRNG BR	1	PRF W8AF DE SA READINESS TRNG BR	0	Office.OfficeID	
2100	W21LRW	"W8AF DEARNG ELEMENT, JF HQ"	1	"ARNG STAFF ELEMENT, JOINT FORCE HEA"	1	Office.OfficeID	
2100	W21LRZ	W89E DE ARNG AASF 1	1	DEARNG ARMY AVIATION SUPPORT FACILI	1	Office.OfficeID	
2100	W21PTD	946TH TRANSPORTATION COMPANY	2	0946 TC CO     TK MD POL 5000G	0	Office.OfficeID	
2100	W21SC0	1049TH TRANSPORTATION COMPANY	1	1049 TC CO     LT MDM TRK	0	Office.OfficeID	
2100	W21SC1	0150 EN CO     DET 1	1	0150 EN CO     DET 1 EN CO	0	Office.OfficeID	
2100	W21V8N	0198 SC BN     REAR	1	PRM0198 SC HHD    BN	0	Office.OfficeID	
2100	W22A37	"HQ, 100TH TRAINING DIVISION"	1	W700 0100 TNG DIV OPS SPT	1	Office.OfficeID	
2100	W22A38	0378 MP DET    MP DETACHMENT C	1	W47A USARC SARSS CAO OPERATION	0	Office.OfficeID	
2100	W22A4A	0300 AG CO     TM A8 CASLTY LS	1	0300 AG CO     TM A CASLTY LSN	0	Office.OfficeID	
2100	W22G1F	W0L7 BLUE GRASS ARMY DEPOT	2	W0L7 STK REC    ACCT BGAD	0	Office.OfficeID	
2100	W22GLF	W6YV SAMS E MAINT KNOX	1	W6CD DBOS SUPPLY FT KNOX	0	Office.OfficeID	
2100	W22KHX	100TH ARMY BAND	2	PR 0100 AG BND    ARMY	0	Office.OfficeID	
2100	W22MP8	0438 MP CO     MP GUARD CO	1	0438 MP CO     GUARD CO	0	Office.OfficeID	
2100	W22MPV	0202 AG BND    GENERATING FORC	1	PRM0202 AG BND    ARMY	0	Office.OfficeID	
2100	W22MQU	W8UQ KY ARNG MATES 1	1	XRH W8UQ KY ARNG MATES 1	0	Office.OfficeID	
2100	W22MQV	W8UR KY ARNG UTES 1	1	XRK W8UR KY ARNG UTES 1	0	Office.OfficeID	
2100	W22MQY	W8S7 KY ARNG FMS 3	1	KYARNG FIELD MAINTENANCE SHOP 3	0	Office.OfficeID	
2100	W22P1H	BLUE GRASS ARMY DEPOT	1	W0L7 BLUE GRASS ARMY DEPOT	0	Office.OfficeID	
2100	W22PE0	W6YV USALRCTR FT KNOX	1	W6CD TISA	0	Office.OfficeID	
2100	W22PE3	W6YV SAMS E MAINT KNOX	1	W6CD DBOS SUPPLY FT KNOX	0	Office.OfficeID	
2100	W22PEQ	W6YV USALRCTR FT KNOX	1	W6CD DOL SUPPLY FT KNOX	0	Office.OfficeID	
2100	W22PEX	W6CD TASC	1	W6CD DPTM TASC PBO FT KNOX	1	Office.OfficeID	
2100	W22PEZ	W2LA USA MEDDAC FT KNOX	1	W2LA MEDDAC SPLY ACCT FT KNOX	1	Office.OfficeID	
2100	W22PH4	0001 AV BN  02 CO A COMMAND AV	1	PR 0728 EN DET    UTILITIES 4000	0	Office.OfficeID	
2100	W22PHG	0478 EN BN     HHC HHC ENGR BN	1	0478 EN BN     HHC ENGR	0	Office.OfficeID	
2100	W22PHJ	919TH TRANSPORTATION COMPANY	2	0919 TC CO     INLAND CGO XFER	0	Office.OfficeID	
2100	W22PHK	0013 AR SQ  02 TEAM 1	1	W47A USARC SARSS CAO OPERATION	0	Office.OfficeID	
2100	W22PJS	"HQ, 97TH TRAINING BRIGADE"	1	W70M 0104 DIV 2 BDE LDR TNG	0	Office.OfficeID	
2100	W22PL0	W6YV SAMS E MAINT KNOX	1	W6CD DBOS SUPPLY FT KNOX	0	Office.OfficeID	
2100	W22PL1	W6YV USALRCTR FT KNOX	1	W6CD TRANSPORTATION	0	Office.OfficeID	
2100	W22PLN	0514 OD CO     SUPPORT MAINT C	2	0514 OD CO     SUPPORT MAINTEN	1	Office.OfficeID	
2100	W22PLR	W6YV USALRCTR FT KNOX	1	W6CD CENTRAL ISSUE FAC FT KNOX	0	Office.OfficeID	
2100	W22PLV	W6CD DPTM TASC FT KNOX	1	W6CD DPTM TASC PBO FT KNOX	1	Office.OfficeID	
2100	W22PMA	W6CD DPTM TASC FT KNOX	1	W6CD DPTM TASC PBO FT KNOX	1	Office.OfficeID	
2100	W22PVJ	BLUE GRASS ARMY DEPOT	1	W0L7 BLUE GRASS ARMY DEPOT	1	Office.OfficeID	
2100	W22Q42	W6TU FORT KNOX ASF RW	1	W6KF FORT KNOX ASF RW	0	Office.OfficeID	
2100	W22RGA	0061 MD DET    HOME DET	1	0061 MD DET    PREVENTIVE MED	0	Office.OfficeID	
2100	W22RGQ	0514 OD CO     SUPPORT MAINTEN	2	0514 OD CO     REAR DET	0	Office.OfficeID	
2100	W22RJ6	W0MT 1ST BRIGADE SROTC	1	W0C6 1ST BDE USACC	1	Office.OfficeID	
2100	W22RZ8	W6YV SAMS E MAINT KNOX	1	W6CD DBOS SUPPLY FT KNOX	0	Office.OfficeID	
2100	W22W9K	W2SM ENDIST LOUISVILLE	1	US ARMY ENGINEER DISTRICT  LUOISVIL	1	Office.OfficeID	
2100	W22XTT	W2LA MEDDAC SPLY ACCT FT KNOX	1	W2LA USA MEDDAC FT KNOX	1	Office.OfficeID	
2100	W23A1Q	0228 MD HSP    CO B1 HSP ELE 4	1	0228 MD CO     EARLY ENTRY ELE	0	Office.OfficeID	
2100	W23A1S	0313 TC HHD    HHD MVT CTL BN	1	0313 TC HHD    MVMT CONTRL BN	0	Office.OfficeID	
2100	W23A2H	430TH TRANSPORTATION COMPANY	2	0430 TC CO     INLAND CGO XFER	0	Office.OfficeID	
2100	W23A2L	0450 CA BN     HHC HHC CA BN (	1	0450 CA BN     HOME DETACHMENT	0	Office.OfficeID	
2100	W23A2Z	949TH TRANSPORTATION COMPANY	2	0949 TC CO     FLOATING CRAFT	0	Office.OfficeID	
2100	W23A3C	0374 FI CO     DET A2 FINANCE	1	0374 FI CO     DET 2	0	Office.OfficeID	
2100	W23A3N	W6KH 1SG ADAM BRANDT USARC	1	W6KH BRANDT MEM USAR CENTER	1	Office.OfficeID	
2100	W23A3P	W6KH PFC CARL SHERIDAN USARC	1	W6KH PFC C V SHERIDAN USAR CTR	0	Office.OfficeID	
2100	W23A5W	0010 MD HSP    COMBAT SUPPORT	1	0010 MD HSP    FIELD HOSPITAL	1	Office.OfficeID	
2100	W23A6K	0011 CS SQ     SQ B MAINT TRP	1	0011 CS BN     MAINT	0	Office.OfficeID	
2100	W23A6P	0519 MP HHD    HHD MP BATTALIO	1	"HHD, 519TH MILITARY POLICE BATTALIO"	1	Office.OfficeID	
2100	W23A6W	0209 MP CO     MP CO COMBAT SU	1	0209 MP CO     REAR D	0	Office.OfficeID	
2100	W23A6X	0293 MP CO     MP COMPANY	2	0293 MP CO     HUNTER HOME DET	0	Office.OfficeID	
2100	W23A71	W6WZ USALRCTR FT MEADE	1	W0US DOL CONS PROP ACCT	0	Office.OfficeID	
2100	W23A7C	W0US USAG FT MEADE	1	"UNITED STATES ARMY GARRISON, FORT G"	1	Office.OfficeID	
2100	W23A7F	W0US USAG FT MEADE	1	XR W0US SERVICES DIVISION	0	Office.OfficeID	
2100	W23A7Q	US ARMY 1ST RECRUITING BRIGADE	1	W06R 1ST RECRUITING BDE	1	Office.OfficeID	
2100	W23A7S	W6F2 FTDTL	1	PR W2DH TOXIOLOGY DRUG TESTNG LAB	0	Office.OfficeID	
2100	W23A7U	W6F2 USA MEDDAC FT G. G. MEADE	1	W6F2 USA MEDDAC FT MEADE	1	Office.OfficeID	
2100	W23ACZ	0902 MI HHD    HHD MI GRP (CI)	1	"HHD, 902D MILITARY INTELLIGENCE GRO"	0	Office.OfficeID	
2100	W23BDC	W06S USA RCTG BN BALTIMORE	1	W06S USAREC BALTIMORE RBN	1	Office.OfficeID	
2100	W23BFK	W4VY INSCOM MISSION SPT CMD	1	W4VY INTEL MATERIEL ACTIVITY	0	Office.OfficeID	
2100	W23CFA	W6A6 USA CNT PERSONNEL SECURIT	1	W6A6 USA      SECURITY RES ACT	1	Office.OfficeID	
2100	W23G1L	W6WY USALRCTR FT DETRICK	1	W3HV USA GARRISON FT DETRICK	0	Office.OfficeID	
2100	W23G1M	W6WY USALRCTR FT DETRICK	1	XR W3HV USA GARRISON FT DETRICK	0	Office.OfficeID	
2100	W23HAP	W6KH ECS 86	1	W6KH ECS 86 FT MEADE MD	1	Office.OfficeID	
2100	W23L2C	0114 SC BN     HHD STRAT SIG V	1	"XR 0114 SC BN     HHD, STRAT SIG"	1	Office.OfficeID	
2100	W23MWP	W03H USA PUBLIC HEALTH COMMAND	2	U.S. ARMY PUBLIC HEALTH CENTER	1	Office.OfficeID	
2100	W23MWR	W05J MED SUPPLY DEPOT (MSD)	1	W05J USAMMA MUST ACCT	1	Office.OfficeID	
2100	W23NA4	"W8A5 MDARNG ELEMENT, JF HQ"	2	"PRFW8A5 MDARNG ELEMENT, JF HQ"	0	Office.OfficeID	
2100	W23NXH	372D MILITARY POLICE COMPANY	1	0372 MP CO     MBAT SUPPORT	0	Office.OfficeID	
2100	W23RL3	356TH PUBLIC AFFAIRS DETACHMENT	2	0356 PI DET    BRDCAST PUB AFF	0	Office.OfficeID	
2100	W23RMS	W6KH MG BARON DEKALB USARC	1	W6KH MG J DEKALB USAR CENTER	1	Office.OfficeID	
2100	W23RYX	W03J USA MED RESEARCH MAT CMD	2	W03J USA MED RES AND DEV CMD	1	Office.OfficeID	
2100	W23SH1	W08V PHC ATLANTIC	2	XR W03H USA CHPPM NORTH	0	Office.OfficeID	
2100	W23SR3	W3JC CCDC DAC	2	W3JC USA MAT SYS ANAL ACTV	1	Office.OfficeID	
2100	W23UJ5	W0US USAG FT MEADE	1	"UNITED STATES ARMY GARRISON, FORT G"	1	Office.OfficeID	
2100	W23XVQ	0253 EN CO     SAPPER COMPANY	1	0115 IN BN  01 CO A	0	Office.OfficeID	
2100	W24AFD	W91C OHIO REC&RET	2	W91C OHIO REC  RET	0	Office.OfficeID	
2100	W24ARP	0225 MP DET    TM U2 DET CID S	1	0225 MP DET    DET CID S	0	Office.OfficeID	
2100	W24C1A	0237 CS BN     CO A DIST BSB	1	0237 CS BN     CO A SUP	0	Office.OfficeID	
2100	W24CR3	0237 CS BN     CO E FSC FA IBC	1	0237 CS BN     CO E	0	Office.OfficeID	
2100	W24CWT	0028 EN SEC    CONCRETE SECTIO	1	0028 EN DET    CONCRETE TEAM	0	Office.OfficeID	
2100	W24H02	W78Z 73RD TRP CMD	1	73D TROOP COMMAND	1	Office.OfficeID	
2100	W24HSF	5694 EN TM     ENGR FFTG TM -	1	5694TH ENGINEER DETACHMENT REAR DET	1	Office.OfficeID	
2100	W24HZ0	W4TG USA JNT SYS MFG CTR LIMA	1	W4TG TANK PLANT LIMA	0	Office.OfficeID	
2100	W24L9P	0123 CS BN     TEAM 1	1	PRM0112 EN BN     HVY DIV	0	Office.OfficeID	
2100	W24L9Q	0134 FA BN  01 HHB FIELD ARTIL	1	0134 FA BN  01 HHB	0	Office.OfficeID	
2100	W24L9T	0148 IN BN  01 HHC HHC BN IBCT	1	0148 IN BN  01 HHC	0	Office.OfficeID	
2100	W24MAD	122D ARMY BAND	2	PRM0122 AG BND    ARMY	0	Office.OfficeID	
2100	W24MAK	0237 CS BN     HHC BSB IBCT	1	0237 CS BN     HHC BDE SPT	1	Office.OfficeID	
2100	W24MAM	135TH MILITARY POLICE COMPANY	2	0135 MP CO     CBT SPT	0	Office.OfficeID	
2100	W24MAY	1487 TC CO     TRANS MDM TRK C	1	1487 TC CO     TRK MDM CGO 34T	0	Office.OfficeID	
2100	W24MBB	1485 TC CO     TRANS MDM TRK C	1	1485 TC CO     MDM TRK CARGO	0	Office.OfficeID	
2100	W24MBC	1486TH TRANSPORTATION COMPANY	2	PRM1486 TC CO     MDM TRUCK CARGO	0	Office.OfficeID	
2100	W24MBD	"HHC, 16TH ENGINEER BRIGADE"	2	0016 EN HHC    HHC AA REAR DET	1	Office.OfficeID	
2100	W24MBG	0029 FA BN  02 TEAM 2	1	PRM 1193 EN CO     PANEL BRIDGE	0	Office.OfficeID	
2100	W24MBM	0029 FA BN  02 TEAM 1	1	PRM0038 AR HHC 37 BDE	0	Office.OfficeID	
2100	W24MBP	"ARNG STAFF ELEMENT, JOINT FORCE HEA"	1	"W8BR OHARNG ELEMENT, JF HQ"	1	Office.OfficeID	
2100	W24MBR	W7NU USPFO ACTIVITY OH ARNG	1	SRE W7NU USPFO ACTIVITY OH ARNG	0	Office.OfficeID	
2100	W24MBT	OHARNG ARMY AVIATION SUPPORT FACILI	1	W8QS OH ARNG AASF 2	1	Office.OfficeID	
2100	W24MBV	W8W5 OH ARNG CSMS 1	1	W8W5  OH ARNG CSMS 1	1	Office.OfficeID	
2100	W24MBW	W8GP HQ 145TH REGT RTI	2	W8GP HQ 147TH REGT RTI	0	Office.OfficeID	
2100	W24MCA	0196 PI DET    MOBILE PUBLIC A	1	0196 PI DET    MOBILE REAR	0	Office.OfficeID	
2100	W24NX1	W0CE BOWLING GREEN STATE UNIV	1	W0MT BOWLING GREEN STATE UNIV	0	Office.OfficeID	
2100	W24NX4	W0CE JOHN CARROLL UNIV	1	W0MT JOHN CARROLL UNIV	1	Office.OfficeID	
2100	W24NX7	W0CE THE UNIV OF TOLEDO	1	W0MT THE UNIV OF TOLEDO	1	Office.OfficeID	
2100	W24PG1	375TH MILITARY POLICE DETACHMENT	1	PR 0375 MP DET    CID CASE	0	Office.OfficeID	
2100	W24PGB	0307 MD HQ     MEDICAL BDE	1	0307 MD HQ     MEDICAL GROUP	0	Office.OfficeID	
2100	W24PGN	0338 AG BND    OF AR MED RECAP	2	PR 0338 AG BND    ARMY	0	Office.OfficeID	
2100	W24PH6	0758 OD CO     PLT A1 AUTMV AR	1	0758 OD CO     SPT MAINT RECAP	0	Office.OfficeID	
2100	W24PHE	447TH MILITARY POLICE COMPANY	2	0447 MP CO     HOME DET	0	Office.OfficeID	
2100	W24PHT	0656 TC CO     TRANS MDM TRK C	1	0656 TC CO     TK MD POL 5000G	0	Office.OfficeID	
2100	W24PJ0	W8KL 2291 USAH HSP 1000 BED	1	PR W8KL 2291 USAH HSP 1000 BED	0	Office.OfficeID	
2100	W24PJA	0810 QM CO     SEC A1 SPT OPN	1	0810 QM CO     WTR PUR DISTR	0	Office.OfficeID	
2100	W24PJH	0983 EN BN     HHC HHC ENGR BN	1	0983 EN BN     HHC ENGR	0	Office.OfficeID	
2100	W24PJJ	0304 EN CO     VERT CONST REAR	1	0304 EN CO     HQ VERT CON	0	Office.OfficeID	
2100	W24PJP	1001 QM CO     HQ DS SUPPLY	1	PR 1001 QM CO     FLD SVC MODULAR	0	Office.OfficeID	
2100	W24PM5	W0CE UNIV OF DAYTON	1	W0MT UNIV OF DAYTON	0	Office.OfficeID	
2100	W24PM6	W0CE XAVIER UNIV	1	W0MT XAVIER UNIV	0	Office.OfficeID	
2100	W24PMN	W17M COLUMBUS RCTG BN	1	W17M USA RCTG BN COLUMBUS	1	Office.OfficeID	
2100	W24Q3P	0377 MP CO     MP COMPANY	1	0377 MP CO     MP GUARD CO	0	Office.OfficeID	
2100	W24RFK	W3MS CLEVELAND RCTG BN	1	US ARMY RECRUITING BATTALION CLEVEL	1	Office.OfficeID	
2100	W24SZF	"HHC, 2D PSYCHOLOGICAL OPERATIONS GR"	1	0002 PO HHC    PSYOP GRP USAR	0	Office.OfficeID	
2100	W24TH9	W8ST OH ARNG FMS 6	1	XRJ W8ST OH ARNG FMS 6	0	Office.OfficeID	
2100	W24TJ1	W8ST OH ARNG FMS 16	1	XRJ W8ST OH ARNG FMS 16	0	Office.OfficeID	
2100	W24TJ6	OHIO ARNG UNIT TRAINING AND EQUIPME	1	W8W6 OH ARNG UTES 1	1	Office.OfficeID	
2100	W24TJF	0029 FA BN  02 TEAM 1	1	XRJ W8ST OH ARNG FMS 10	0	Office.OfficeID	
2100	W24TJG	W8ST OH ARNG FMS 2	1	XRJ W8ST OH ARNG FMS 2	0	Office.OfficeID	
2100	W24TJM	W8ST OH ARNG FMS 17	1	XRJ W8ST OH ARNG FMS 17	0	Office.OfficeID	
2100	W24TJR	W8W5 OH ARNG CSMS 1	1	W8ST OH ARNG FMS 19	0	Office.OfficeID	
2100	W24TJS	W8ST OH ARNG FMS 12	1	XRJ W8ST OH ARNG FMS 12	0	Office.OfficeID	
2100	W24TJT	0116 IN BN  01 CO A RIFLE CO I	1	0116 IN BN  01 CO A	0	Office.OfficeID	
2100	W24TJX	W8ST OH ARNG FMS 7	1	XRJ W8ST OH ARNG FMS 7	0	Office.OfficeID	
2100	W24TK3	0155 CM HHD    HHD CBRN BN	1	0155 CM HHD    HHD	0	Office.OfficeID	
2100	W25A0J	0298 OD CO     CO T1 SPT MAINT	1	0298 OD CO     T1 HOME DET	0	Office.OfficeID	
2100	W25A8Q	W0C7 PENN STATE UNIV	1	W0MT PENN STATE UNIV	1	Office.OfficeID	
2100	W25A9Q	W0C7 LEHIGH UNIV	1	W0MT LEHIGH UNIV	0	Office.OfficeID	
2100	W25A9T	W0MT VALLEY FORGE MIL ACAD	1	W3W5 VALLEY FORGE MIL ACAD	0	Office.OfficeID	
2100	W25ANZ	0029 FA BN  02 TEAM 1	1	W47A USARC SARSS CAO OPERATION	0	Office.OfficeID	
2100	W25AP5	0858 MD CO     DENTAL SVCS	1	PR 0858 MD CO     DENTAL SVC	0	Office.OfficeID	
2100	W25APC	0316 MP DET    TM U2 DET CID S	1	0316 MP DET    DET 2 SEC A	0	Office.OfficeID	
2100	W25APS	0369 EN TM     ENGR FFTG TM -	1	0369 EN TM     FFTG HQ	0	Office.OfficeID	
2100	W25AR5	W6KH AMSA 105	1	W6KH AMSA 105 CORAOPOLIS PA	1	Office.OfficeID	
2100	W25AR7	W6KH AMSA 104	1	W6KH AMSA 104 JOHNSTOWN PA	1	Office.OfficeID	
2100	W25AR9	W6KH LAWRENCE CO VET MEM USARC	1	W6KH LAWRENCE VET MEM CENTER	1	Office.OfficeID	
2100	W25AS2	0300 CM CO     CBRN 1ST PLT	1	XR 0300 CM CO     1ST PLT	0	Office.OfficeID	
2100	W25AS4	"HHC, 485TH CHEMICAL BATTALION"	1	0485 CM HHD    HHD CBRN BN	1	Office.OfficeID	
2100	W25AS6	"HHC, 475TH QUARTERMASTER GROUP"	2	0475 QM HQ     PETRL GROUP	0	Office.OfficeID	
2100	W25ASB	W6KH ELKS CCOUNTY MEM USARC	1	W6KH ELKS CTY MEM USAR CENTER	1	Office.OfficeID	
2100	W25ASG	W6KH PFC MELVIN L BROWN USARC	1	W6KH PFC MELVIN BROWN USAR CTR	1	Office.OfficeID	
2100	W25ASH	W6KH MAJ CHARLES STOOPS USARC	1	W6KH MAJ STOOPS USAR CENTER	1	Office.OfficeID	
2100	W25ASL	W6KH PVT S L MORELOCK USARC	1	W6KH S L MORELOCK USAR CENTER	1	Office.OfficeID	
2100	W25AST	W6KH INDIANA COUNTY MEM USARC	1	W6KH INDIANA CITY MEM USAR CTR	1	Office.OfficeID	
2100	W25ASX	W6KH BLOMMEN RUSSELL USARC	1	W6KH BLOMMEN RUSSEL USAR CTR	1	Office.OfficeID	
2100	W25AT0	0077 IN BN  01 TEAM 1	1	W47A USARC SARSS CAO OPERATION	0	Office.OfficeID	
