5) ETL.Sp_FPDSdelta_FixCodeNameMismatch start
2025-12-04 05:24:41.360

sam_exception









recipient_duns	recipient_uei	recipient_parent_duns	recipient_parent_uei	contract_transaction_unique_key



























productorservicecode	product_or_service_code_description	minofsignedyear	maxofsignedyear	minoflast_modified_year	maxoflast_modified_year	PlatformPortfolio	ProductServiceOrRnDarea	RnD_budgetActivity
9700_9700_0023_0_F2960101D0078_0	2025-08-22 00:00:00.0000000	DC	DC	DISTRICT OF COLUMBIA	DISTRICT OF COLUMBIA
9700_9700_0023_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0023_2_M0068105D0001_0	2025-08-29 00:00:00.0000000	MD	MD	MARYLAND	MARYLAND
9700_9700_0023_3_M0068105D0001_0	2025-08-29 00:00:00.0000000	MD	MD	MARYLAND	MARYLAND
9700_9700_0025_0_W9124M04D0001_0	2025-08-20 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0025_2_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0026_0_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_C001_0_M0026303A0009_0	2025-08-29 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
9700_9700_0026_0_W912CF05D0003_0	2025-08-29 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
9700_9700_0027_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0027_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0028_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0028_0_W912CF05D0003_0	2025-08-29 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
9700_9700_0030_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0030_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0030_0_W9124M07D0002_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0031_0_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0031_1_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0032_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0032_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0032_1_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_CF22_0_N0024405D0011_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_CF46_0_N0024405D0011_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0033_0_W912C804D0001_0	2025-09-02 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0033_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0033_3_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0034_0_W912CF05D0003_0	2025-08-29 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
9700_9700_0035_0_FA890306D8513_4	2025-09-04 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0035_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0035_0_W9124M07D0002_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0035_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0035_2_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0036_2_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0038_0_W9124M05D0007_0	2025-08-20 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0038_0_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0038_1_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0038_2_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0039_0_N6339404D1259_0	2025-08-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
9700_9700_D005_0_M6739998D0007_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0040_0_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0041_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0046_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0046_0_W9124M07D0002_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0047_0_W9124M05D0007_0	2025-08-20 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0049_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0049_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0050_0_W9124M05D0007_0	2025-08-20 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_-NONE-_W15QKN07C0098_0_-NONE-_0	2025-08-04 00:00:00.0000000	DC	DC	DISTRICT OF COLUMBIA	DISTRICT OF COLUMBIA
9700_9700_0052_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0053_0_N0003908D0002_0	2025-08-27 00:00:00.0000000	MD	MD	MARYLAND	MARYLAND
9700_9700_0057_0_W9124M05D0007_0	2025-08-20 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0057_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0058_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0059_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0064_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_-NONE-_W58RGZ08C0023_0_-NONE-_1	2024-05-24 00:00:00.0000000	MD	MD	MARYLAND	MARYLAND
9700_9700_0068_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0069_1_M0068197D0006_0	2025-08-29 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
9700_9700_0070_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0070_0_W9124M05D0007_0	2025-08-20 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0071_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0074_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0016_1_M6220400D0002_0	2025-08-29 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
9700_-NONE-_SPM4A407MVF69_0_-NONE-_0	2025-09-03 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_-NONE-_SPM4A509M9273_0_-NONE-_0	2025-09-03 00:00:00.0000000	TX	TX	TEXAS	TEXAS
9700_-NONE-_SPM4A609MM202_0_-NONE-_0	2025-09-03 00:00:00.0000000	OH	OH	OHIO	OHIO
9700_-NONE-_SPM4L109M0468_0_-NONE-_0	2025-09-03 00:00:00.0000000	OH	OH	OHIO	OHIO
9700_-NONE-_SPM4M108M8517_0_-NONE-_0	2025-09-03 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0018_0_F0960302D0086_4	2025-08-13 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
9700_9700_0018_0_M0068102D0006_0	2025-08-29 00:00:00.0000000	FL	FL	FLORIDA	FLORIDA
9700_9700_0019_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0020_0_W911SR07D0001_0	2025-08-26 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_B014_0_M0068102D0006_0	2025-08-29 00:00:00.0000000	FL	FL	FLORIDA	FLORIDA
9700_9700_B015_1_M0068102D0006_0	2025-08-29 00:00:00.0000000	FL	FL	FLORIDA	FLORIDA
9700_9700_0022_0_W912CF05D0003_0	2025-08-29 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
9700_9700_0022_2_W912CF05D0003_0	2025-08-29 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
9700_9700_0023_0_FA870704D0005_13	2025-08-11 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
9700_9700_0023_0_FA870704D0005_6	2025-08-11 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
9700_9700_0023_0_W9124M05D0007_0	2025-08-20 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0023_0_W9124M07D0002_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0024_0_W912CF05D0003_0	2025-08-29 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
9700_9700_0024_1_M0068106D0004_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0025_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0026_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0026_1_M0068100D0006_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0027_0_N6339404D1259_0	2025-08-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
9700_9700_0027_0_W9124M05D0007_0	2025-08-20 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0027_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0027_0_W912CF05D0003_0	2025-08-29 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
9700_-NONE-_SPM7A507M0826_0_-NONE-_0	2025-09-03 00:00:00.0000000	TX	TX	TEXAS	TEXAS
9700_-NONE-_SPM7A608V0444_0_-NONE-_0	2025-09-03 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
9700_9700_0028_0_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0029_0_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0029_2_W912CF05D0003_0	2025-08-29 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
9700_9700_0030_0_W912C804D0001_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0030_0_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0031_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0032_0_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0032_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0033_0_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0033_1_W912CF05D0003_0	2025-08-29 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
9700_9700_C001_5_M0026303A0009_0	2025-08-29 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
9700_9700_CF31_0_N0024405D0011_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_CF35_0_N0024405D0011_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_CF41_0_N0024405D0011_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_CF42_0_N0024405D0011_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0035_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0035_0_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0036_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0036_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0037_0_DCA20000D5019_0	2025-05-08 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
9700_9700_0037_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0039_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0039_0_W9124M07D0002_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_D005_1_M6739998D0007_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0043_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0044_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0044_0_W9124M07D0002_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0045_0_N6339404D1259_0	2025-08-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
9700_9700_0045_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0047_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0048_0_W9124M05D0007_0	2025-08-20 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0048_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0052_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0053_0_N6339404D1259_0	2025-08-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
9700_9700_0053_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0054_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0058_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0058_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0061_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0062_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0063_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0066_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0067_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0068_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0068_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0069_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0072_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0077_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0078_0_W9124M05D0007_0	2025-08-25 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0078_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_-NONE-_W911KB04C0008_0_-NONE-_0	2025-08-05 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
9700_-NONE-_W911KB04C0008_P00002_-NONE-_0	2025-08-05 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
9700_-NONE-_W911KB04C0008_P00003_-NONE-_0	2025-08-05 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
9700_-NONE-_W911KB04C0008_P00009_-NONE-_0	2025-08-05 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
9700_-NONE-_W911KB04C0008_P00012_-NONE-_0	2025-08-05 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
9700_9700_0080_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0085_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0086_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0088_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0089_0_W9124M05D0007_0	2025-08-25 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0092_0_W9124M04D0001_0	2025-08-14 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0093_0_W9124M04D0001_0	2025-08-14 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0094_0_W9124M04D0001_0	2025-08-14 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0096_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0097_0_W9124M04D0001_0	2025-08-14 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0026_1_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0027_0_F2960101D0078_0	2025-08-22 00:00:00.0000000	DC	DC	DISTRICT OF COLUMBIA	DISTRICT OF COLUMBIA
9700_-NONE-_SPM7A208M0385_0_-NONE-_0	2025-09-03 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0028_0_N6523602D5851_0	2025-09-02 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
9700_9700_0028_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0028_0_W9124M07D0002_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0029_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0029_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0029_0_W912CF05D0003_0	2025-08-29 00:00:00.0000000	NJ	NJ	NEW JERSEY	NEW JERSEY
9700_9700_0030_0_M0068100D0006_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0030_1_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0031_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0032_0_N6339404D1259_0	2025-08-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
9700_9700_0032_0_W9124M07D0002_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_CF37_0_N0024405D0011_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0033_0_W9124M07D0002_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0034_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0034_0_W9124M07D0002_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0034_0_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0034_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0034_2_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0036_0_W9124M07D0002_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0037_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0037_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0038_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0038_0_W9124M07D0002_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0038_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0039_0_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_0039_1_W912C805D0001_0	2025-08-29 00:00:00.0000000	NY	NY	NEW YORK	NEW YORK
9700_9700_D004_1_M6739998D0007_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0040_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0041_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0041_0_W9124M07D0002_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0041_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0043_0_W9124M05D0007_0	2025-08-20 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0043_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0046_0_W9124M05D0007_0	2025-08-20 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0046_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0048_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0049_0_W9124M05D0007_0	2025-08-20 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0050_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_-NONE-_W15QKN09C0142_0_-NONE-_0	2025-01-31 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
9700_9700_0053_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0054_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0055_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0056_0_N6339404D1259_0	2025-08-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
9700_9700_0056_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0057_0_N6339404D1259_0	2025-08-25 00:00:00.0000000	VA	VA	VIRGINIA	VIRGINIA
9700_9700_0059_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0060_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0060_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0061_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0063_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_-NONE-_W58RGZ08C0023_0_-NONE-_2	2024-05-24 00:00:00.0000000	MD	MD	MARYLAND	MARYLAND
9700_9700_0065_0_W9124M05D0007_0	2025-08-20 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0065_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0066_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0067_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0075_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0077_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0078_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0080_0_W9124M04D0001_0	2025-08-13 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_-NONE-_W911KB04C0008_P00005_-NONE-_0	2025-08-05 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
9700_-NONE-_W911KB04C0008_P00013_-NONE-_0	2025-08-05 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
9700_-NONE-_W911KB04C0008_P00015_-NONE-_0	2025-08-05 00:00:00.0000000	WA	WA	WASHINGTON	WASHINGTON
9700_-NONE-_W911QY09C0100_0_-NONE-_0	2025-08-29 00:00:00.0000000	MA	MA	MASSACHUSETTS	MASSACHUSETTS
9700_-NONE-_W911QY09C0125_0_-NONE-_0	2025-08-29 00:00:00.0000000	FL	FL	FLORIDA	FLORIDA
9700_9700_0084_0_W9124M05D0014_0	2025-08-27 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
9700_9700_0085_0_W912C805D0002_0	2025-08-29 00:00:00.0000000	CA	CA	CALIFORNIA	CALIFORNIA
9700_9700_0086_0_W9124M05D0007_0	2025-08-25 00:00:00.0000000	GA	GA	GEORGIA	GEORGIA
