vendorcountrycode	MaxOfNewFKrecipient_country_name	unmatched_name_count	PKCountry3LetterCode	SKCountry3LetterCodeText	any_name_match	PrimaryKeyTable	SecondaryKeyTable
ABW	ARUBA	1	ABW	ARUBA [NETHERLANDS]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
AIA	ANGUILLA	1	AIA	ANGUILLA [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ATA	ANTARCTICA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BHS	BAHAMAS, THE	2	BHS	BAHAMAS,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
BMU	BERMUDA	1	BMU	BERMUDA [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CAF	CENTRAL AFRICAN REPUBLIC	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CIV	COTE D'IVOIRE	1	CIV	COTE DIVOIRE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COD	CONGO (KINSHASA)	1	COD	CONGO,DEMOCRATIC REPUBLIC OF THE (KINSHASA)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
COG	CONGO (BRAZZAVILLE)	1	COG	CONGO,REPUBLIC OF THE (BRAZZAVILLE)	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CPV	CABO VERDE	1	CPV	CAPE VERDE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CUB	CUBA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CUW	CURACAO	1	CUW	Curaçao	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
CYM	CAYMAN ISLANDS	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ERI	ERITREA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
FLK	FALKLAND ISLANDS (ISLAS MALVINAS)	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GBR	UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN	1	GBR	UNITED KINGDOM	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GIB	GIBRALTAR	1	GIB	GIBRALTAR [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GMB	GAMBIA, THE	2	GMB	GAMBIA,THE	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GNQ	EQUATORIAL GUINEA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
GRL	GREENLAND	1	GRL	GREENLAND [DENMARK]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IMN	ISLE OF MAN	1	IMN	MAN,ISLE OF	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
IRN	IRAN	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KIR	KIRIBATI	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
KOR	KOREA, SOUTH	2	KOR	SOUTH KOREA	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LBY	LIBYA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
LCA	SAINT LUCIA	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MAC	MACAU	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MCO	MONACO	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MMR	BURMA	1	MMR	BURMA (MYANMAR)	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
MSR	MONTSERRAT	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
NCL	NEW CALEDONIA	1	NCL	NEW CALEDONIA [FRANCE]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
RUS	RUSSIAN FEDERATION	1	RUS	RUSSIA	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SPM	SAINT PIERRE AND MIQUELON	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SSD	SOUTH SUDAN	1	SSD	REPUBLIC OF SOUTH SUDAN	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
SUR	SURINAME	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TCA	TURKS AND CAICOS ISLANDS	1	TCA	TURKS AND CAICOS ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TKL	TOKELAU	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TKM	TURKMENISTAN	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TUV	TUVALU	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
TWN	TAIWAN, PROVINCE OF CHINA	1	TWN	Taiwan	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
USA	UNITED STATES OF AMERICA	1	USA	UNITED STATES	1	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VCT	SAINT VINCENT AND THE GRENADINES	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
VGB	VIRGIN ISLANDS, BRITISH	2	VGB	BRITISH VIRGIN ISLANDS [UNITED KINGDOM]	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode
ZZZ	NONDISTRIBUTED	1	NULL	NULL	0	FPDSTypeTable.vendorcountrycode	FPDSTypeTable.Country3LetterCode



Warning: Null value is eliminated by an aggregate or other SET operation.
systemequipmentcode	MaxOfNewFKdod_acquisition_program_description	unmatched_name_count	PKAgencyIDtext	any_name_match	PrimaryKeyTable
W8058U	0150 AR SQ  01 TRP A CAV TRP G	1	0150 AR SQ  01 CO A REAR	0	Office.ContractingOfficeCode
W8058W	0150 AR SQ  01 TRP B CAV TRP G	1	0150 AR SQ  01 CO B REAR	0	Office.ContractingOfficeCode
W8059N	0363 MP CO     CO A1 COMBAT SP	1	0363 MP CO     A1 REAR DET	0	Office.ContractingOfficeCode
W8059Y	W18N USA RCTG BN MONTGOMERY	1	W18N USAREC MONTGOMERY RBN	1	Office.ContractingOfficeCode
W805A5	0151 IN BN  01 HHC HHC INFANTR	1	151 IN BN  01 HHC	0	Office.ContractingOfficeCode
W805A6	0151 IN BN  01 CO D WPN CO IBC	1	151 IN BN  01 CO D ANTIARMOR	0	Office.ContractingOfficeCode
W805A9	0038 CS HHC    DET 1	1	0038 CS HHC    EARLY ENTRY ELE	0	Office.ContractingOfficeCode
W805AJ	1976 AQ TM     CONTRACTING TEA	1	XRQ 1976 AQ TM     CONTIG CONTRACT	0	Office.ContractingOfficeCode
W805AX	0293 IN BN  01 CO D WPN CO IBC	1	293 IN BN  01 CO D	0	Office.ContractingOfficeCode
W805AY	0293 IN BN  01 HHC HHC INFANTR	1	293 IN BN  01 HHC AASLT	0	Office.ContractingOfficeCode
W805B0	W8UK IN ARNG CSMS 2	1	NULL	0	Office.ContractingOfficeCode
W805BM	1313 EN CO     HORIZONTAL CONS	1	1313 EN CO     REAR	0	Office.ContractingOfficeCode
W805BN	1438TH TRANSPORTATION COMPANY	1	XRQ 1438 TC CO     MDM TRK	0	Office.ContractingOfficeCode
W805BR	W7M7 USPFO ACTIVITY IN ARNG	1	SRV0038 CS BN     HVY MAINT REAR	0	Office.ContractingOfficeCode
W805BU	W8UJ IN ARNG CSMS 1	1	NULL	0	Office.ContractingOfficeCode
W805EX	0024 CS BN     FSB QM SUP CO	1	NULL	0	Office.ContractingOfficeCode
W805G9	0303 ME HHC    HHC MANEUVER EN	1	0279 SC BN     CO B	0	Office.ContractingOfficeCode
W805GE	0020 IN BN  05 CO C RIFLE SBCT	1	0020 IN BN  05 C CO REAR DET	0	Office.ContractingOfficeCode
W805GF	0020 IN BN  05 HHC SBCT	1	0020 IN BN  05 HHC REAR DET	0	Office.ContractingOfficeCode
W805H5	0303 ME HHC    HHC MANEUVER EN	1	XRQ 0031 CS BN     CO B	0	Office.ContractingOfficeCode
W805HB	0829 SC CO     BRIGADE SIGNAL	1	XRQ0279 SC BN     CO D	0	Office.ContractingOfficeCode
W805HK	0016 IN BN  01 COMBINED ARMS B	1	877 EN BN     HHSC REAR	1	Office.ContractingOfficeCode
W805HM	0829 SC CO     BRIGADE SIGNAL	1	XRQ 0877 EN BN     CO B COMBAT HVY	0	Office.ContractingOfficeCode
W805HN	0001 HQ HQ     I CORPS TAC CP	1	NULL	0	Office.ContractingOfficeCode
W805J4	0300 CM CO     PLT T1 CM HQ CB	2	0300 CM CO     HQ	0	Office.ContractingOfficeCode
W805J6	0314 CM CO     CHEM HVY	1	PR 0314 CM CO     SMOKE DECON CTA	0	Office.ContractingOfficeCode
W805KJ	0094 TC TM     REAR DETACHMENT	2	0094 TC TM     MVMT CONTRL TM	0	Office.ContractingOfficeCode
W805LM	W6XQ USALRCTR FT HUACHUC	1	NULL	0	Office.ContractingOfficeCode
W805LW	0001 SF BN  02 CO D SF CO SF B	1	0001 SF GRP     02 SF BN ABN	0	Office.ContractingOfficeCode
W805LX	0001 SF BN  03 CO C SF CO SF B	1	0001 SF GRP     03 SF BN ABN	0	Office.ContractingOfficeCode
W805M0	0206 EN BN     CO A FSC ENG	1	NULL	0	Office.ContractingOfficeCode
W805M4	0138 FA BN  02 BTY B 155SP OPS	1	0138 FA BN  02 BTY B	0	Office.ContractingOfficeCode
W805M5	0138 FA BN  02 BTY C 155SP OPS	1	0138 FA BN  02 BTY C	0	Office.ContractingOfficeCode
W805M6	0149 IN BN  01 HHC HHC BN IBCT	1	NULL	0	Office.ContractingOfficeCode
W805M7	0149 IN BN  01 CO A RIFLE CO I	1	NULL	0	Office.ContractingOfficeCode
W805M8	0149 IN BN  01 CO C RIFLE CO I	1	0149 IN BN  01 CO C	0	Office.ContractingOfficeCode
W805NH	202D TRANSPORTATION DETACHMENT	1	0202 TC TM     AUTO CGO DOC	0	Office.ContractingOfficeCode
W805NJ	0088 MP CO     MP COMPANY	1	0088 MP CO     HOME DETACHMENT	0	Office.ContractingOfficeCode
W805NK	0678 AG CO     PLT A3 POSTAL P	1	0678 AG CO     PLT A POSTAL PL	0	Office.ContractingOfficeCode
W805NU	0371 CM CO     PLT T1 CM HQ CB	1	0371 CM CO     HQ	0	Office.ContractingOfficeCode
W805R3	W4J9 USA NTC TEAM 3	1	NULL	0	Office.ContractingOfficeCode
W805UQ	W4T3 SOJTF-A (GCPSU-SOAG)	1	NULL	0	Office.ContractingOfficeCode
W805W0	0804 SC CO     CORPS AREA	1	PR 804 SC CO CORPS AREA	1	Office.ContractingOfficeCode
W805WK	0821 EN CO     HORIZONTAL CONS	1	XRQ 0821 EN CO     DET 1  REAR	0	Office.ContractingOfficeCode
W805X0	0204 CS BN     CO A DIST BSB H	1	0204 CS BN     DIST CO A	0	Office.ContractingOfficeCode
W805XF	0138 FA BN  02 HHB HHB 155SP P	1	NULL	0	Office.ContractingOfficeCode
W805XG	0138 FA BN  02 BTY A 155SP OPS	1	0138 FA BN  02 BTY A	0	Office.ContractingOfficeCode
W805XH	0138 FA BN  02 BTY S SVC 155SP	1	0138 FA BN  02 SVC BTRY	0	Office.ContractingOfficeCode
W805XJ	0149 IN BN  01 CO B RIFLE CO I	1	0149 IN BN  01 CO B	0	Office.ContractingOfficeCode
W805XL	0004 CS BN     CO B0 REAR DET	2	0004 CS BN     MAINT CO B	0	Office.ContractingOfficeCode
W805XR	0004 CS BN     HHC T0 REAR DET	2	0004 CS BN     HHC BSB	0	Office.ContractingOfficeCode
W8063F	0065 PI HQ     PRESS CAMP HQ	1	0065 PI HQ     PRESS CAMP	1	Office.ContractingOfficeCode
W8063R	0101 EN BN     HHC ENGR	1	0101 EN BN     HHC      REAR	0	Office.ContractingOfficeCode
W8063U	0101 EN BN     CO A FSC ENG	1	0101 EN BN     CO A REAR	0	Office.ContractingOfficeCode
W80654	23D ORDNANCE COMPANY	2	0023 OD CO     AMMO DS GS	0	Office.ContractingOfficeCode
W8065W	0063 SC BN     HHC HHC EXPEDIT	2	0063 SC BN     HHC	0	Office.ContractingOfficeCode
W8065X	0063 SC BN     CO A0 REAR DET	2	NULL	0	Office.ContractingOfficeCode
W8065Y	0063 SC BN     CO B0 REAR DET	2	0063 SC BN     CO B EXPED SIG	0	Office.ContractingOfficeCode
W80678	W91B NORTH DAKOTA REC&RET	1	PRF W8BQ TMP	0	Office.ContractingOfficeCode
W80682	0377 MP CO     MP COMPANY	1	XRQ 0131 AV CO     CO E MAINT	0	Office.ContractingOfficeCode
W80686	W8TG  AL ARNG CSMS 2	1	W8TG AL ARNG CSMS 2	1	Office.ContractingOfficeCode
W80689	0004 AV BN  02 CO A0 REAR DET	1	0167 IN BN  01 CO D	1	Office.ContractingOfficeCode
W80693	0036 IN HQ     HVY DIV REAR	1	0036 IN HQ     DIV	1	Office.ContractingOfficeCode
W80696	0149 AV BN  02 CO C AIR AMBL H	1	0149 AV BN  02 CO C MED	1	Office.ContractingOfficeCode
W80698	0149 AV BN  02 CO B HVY	1	0149 AV BN  02 CO B	1	Office.ContractingOfficeCode
W8069W	0109 TC CO     TRANS MDM TRK C	1	XRQ0122 CS HHC    CORPS REAR	0	Office.ContractingOfficeCode
W806A4	0812 QM CO     TM T1 COMPANY H	1	0812 QM CO     T1 HOME DET	0	Office.ContractingOfficeCode
W806A5	0658 AQ TM     CONT REAR DET	1	0658 AQ TM     CNTGNCY CNTRCT	0	Office.ContractingOfficeCode
W806B3	0340 QM CO     QM FLD SVC CO (	1	0340 QM CO     FLD SVC MODULAR	0	Office.ContractingOfficeCode
W806B4	0300 PI DET    MOBILE PUBLIC A	1	0300 PI DET    MOBILE	0	Office.ContractingOfficeCode
W806BA	0486 CA BN     HHC HHC CA BN (	1	0486 CA BN     TO REAR DET	0	Office.ContractingOfficeCode
W806BF	0387 AG CO     HR PLT 6 POSTAL	1	0387 AG CO     PLT A CASLTY PL	0	Office.ContractingOfficeCode
W806BM	0363 QM HHC    HHCQM PETRL PL&	1	0363 QM HHC    PETRL PL TML OP	0	Office.ContractingOfficeCode
W806BP	0223 OD CO     CO T1 SPT MAINT	1	0223 OD CO     CO SPT MAINT H	0	Office.ContractingOfficeCode
W806BY	0004 CS HHC    HHC EXPEDITIONA	1	NULL	0	Office.ContractingOfficeCode
W806C4	0321 CA HQ     HHC CIVIL AFFAI	1	0321 CA HQ     CA BDE	0	Office.ContractingOfficeCode
W806C6	0490 CA BN     HHC HHC CA BN (	1	NULL	0	Office.ContractingOfficeCode
W806CF	0370 CM CO     PLT T1 CHEM CO	1	0370 CM CO     HQ MINUS	0	Office.ContractingOfficeCode
W806CH	0820 SC CO     TIN-E CO	1	0820 SC CO     TAC INSTL NTWK	0	Office.ContractingOfficeCode
W806CK	0223 OD CO     TM B1 GND SPT E	1	XR 0223 OD CO     GND SPT MOD 3	0	Office.ContractingOfficeCode
W806D2	W6KE AMSA 26 DEL VALLE TX	1	W6KE AMSA 26 AUSTIN TX	0	Office.ContractingOfficeCode
W806D8	0228 AV BN  01 DET B HVY HEL U	1	0228 AV RGT 01 MED HEL CO	0	Office.ContractingOfficeCode
W806D9	0228 AV BN  01 HHC THTR BN USA	1	NULL	0	Office.ContractingOfficeCode
W806DH	0607 MP HHD    HHD MP BATTALIO	1	0607 MP BN     REAR DET	0	Office.ContractingOfficeCode
W806DT	0302 MP CO     MP COMPANY	1	0302 MP CO     HOME DETACHMENT	0	Office.ContractingOfficeCode
W806DU	0369 CM CO     PLT T1 CM HQ CB	1	0369 CM CO     HQ	0	Office.ContractingOfficeCode
W806F3	US ARMY ELEMENT JOINT LATIN AMERICA	1	W495 USA E JT LATIN AM SPT CM	1	Office.ContractingOfficeCode
W806FE	NHARNG ARMY AVIATION SUPPORT FACILI	1	W8QG NH ARNG AASF 1	1	Office.ContractingOfficeCode
W806FG	0001 AV BN  01 CO A0 REAR DET	2	0001 AV RGT 01 CO A REAR	0	Office.ContractingOfficeCode
W806FK	0001 AV BN  01 HHC ATTACK RECO	2	0001 AV RGT 01  HHC REAR	0	Office.ContractingOfficeCode
W806FL	0001 AV BN  01 CO D AVN MAINTE	2	0001 AV RGT 01 CO D REAR	0	Office.ContractingOfficeCode
W806FM	0001 AV BN  01 HHC ATTACK RECO	2	0001 AV RGT 01  HHC REAR	0	Office.ContractingOfficeCode
W806H5	1041 EN CO     MULTIROLE BRIDG	1	1041 EN CO     ASSLT FLTBRG	0	Office.ContractingOfficeCode
W806HE	0001 SF BN     CO A SUSTAINMEN	1	0001 SF BN      SPT BN ABN	0	Office.ContractingOfficeCode
W806JA	W3RB USAG HAWAII	1	UNITED STATES ARMY GARRISON, HAWAII	1	Office.ContractingOfficeCode
W806JE	0172 IN BN  03 CO B RIFLE CO I	1	NULL	0	Office.ContractingOfficeCode
W806K6	0171 AV BN  01 CO B HEAVY HELI	1	XRQ 0204 EN BN     HHC  ENGR BN	1	Office.ContractingOfficeCode
W806K8	W8W4 NY ARNG MATES 1	1	NULL	0	Office.ContractingOfficeCode
W806KG	W8QP NY ARNG AASF 3	1	NULL	0	Office.ContractingOfficeCode
W806KL	51ST MEDICAL COMPANY A1 MEDICAL LOG	1	0027 IN HQS    HQS 27BDE 42ID	1	Office.ContractingOfficeCode
W806KW	131ST FIELD HOSPITAL COMPANY B	1	XRQ 0107 MP CO     CBT SPT	0	Office.ContractingOfficeCode
W806L7	0102 OD CO     SPT MAINT RECAP	1	0102 OD CO     COMPNENT REPAIR	0	Office.ContractingOfficeCode
W806LH	0109 TC CO     TRANS MDM TRK C	1	XRQ 0101 AR BN  01 HHC	0	Office.ContractingOfficeCode
W806LT	W8QN NY ARNG AASF 2	1	XRG W8QN NY ARNG AASF 2	0	Office.ContractingOfficeCode
W806M3	0021 MD HSP    CO A HOSPITAL C	1	0021 MD HSP    CO A 164 BED	0	Office.ContractingOfficeCode
W806MT	W8W3 NY ARNG CSMS 5	2	XRJ W8W3 NY ARNG CSMS 5	0	Office.ContractingOfficeCode
W806NL	W8VZ NY ARNG CSMS 1	1	NULL	0	Office.ContractingOfficeCode
W806PE	W8QQ NY ARNG AASF 1	1	XRG W8QQ NY ARNG AASF 3	0	Office.ContractingOfficeCode
W806T2	0172 IN BN  03 HHC HHC BN IBCT	1	0172 IN BN  03 HHC MTN REAR	0	Office.ContractingOfficeCode
W806TL	0000 HQ HQ     MAIN CMD POST	2	NULL	0	Office.ContractingOfficeCode
W806TU	W0CL S COUNTY CAREER CENTER HS	1	W1V5 S.COUNTY CAREER CENTER HS	1	Office.ContractingOfficeCode
W806U1	131ST FIELD HOSPITAL HHD	1	XRQ 0166 OD CO     MAINT NONDIV DS	0	Office.ContractingOfficeCode
W806U2	0214 FA BN  01 PLT 155SP FIRES	1	XRQ0214 FA BN  01 HHB	0	Office.ContractingOfficeCode
W806U4	0214 FA BN  01 BTY A 155SP FIR	1	0214 FA BN  01 BTRY A	0	Office.ContractingOfficeCode
W806UC	0652 EN CO     MULTIROLE BRIDG	1	0652 EN CO     MULTIROLE BRDG	0	Office.ContractingOfficeCode
W806UD	HEADQUARTERS, 340TH CHEMICAL COMPAN	2	0340 CM CO     HQ	0	Office.ContractingOfficeCode
W806UW	0118 FA BN  01 HHB  REAR	1	0118 FA RGT 01 HHB  REAR	0	Office.ContractingOfficeCode
W806W6	1148 TC CO     MDM TRK REAR	1	XRQ 1148 TC CO     TRANS MED TRUCK	0	Office.ContractingOfficeCode
W806WC	0000 IN BN     HHC STB IBCT	1	0000 IN BN     HHC 48BSTB REAR	0	Office.ContractingOfficeCode
W806X2	0026 CS BN     BRIGADE SUPPORT	1	NULL	0	Office.ContractingOfficeCode
W806X9	0075 IN BN  03 HHC HHC RANGER	1	NULL	0	Office.ContractingOfficeCode
W806XF	0110 CS HHC    BN CORPS REAR	1	0110 CS HHD    BN CORPS REAR	0	Office.ContractingOfficeCode
W806XG	0082 OD CO     COMPNENT REPAIR	1	XRQ 0082 OD CO     GS MAINTENANCE	0	Office.ContractingOfficeCode
W806XJ	0277 OD CO     MAINT REAR	1	XRQ0277 OD CO     MAINT NONDIV DS	0	Office.ContractingOfficeCode
W806XT	0190 MP CO     REAR	1	0190 MP CO     GUARD CO REAR	0	Office.ContractingOfficeCode
W806YB	0075 IN BN  03 CO B RIFLE COMP	1	NULL	0	Office.ContractingOfficeCode
W80700	0015 IN BN  01 CO B RIFLE HBCT	1	0015 IN RGT 01 CO B HOME DET	0	Office.ContractingOfficeCode
W80701	0003 IN HHC 03 2-69 CAB A CO	1	0069 AR RGT 02 CO A HOME DET	0	Office.ContractingOfficeCode
W80705	0003 IN HHC 03 3-1 ARS HHT TRP	2	NULL	0	Office.ContractingOfficeCode
W80707	0069 IN BN  02 HHC CMB ARMS	2	0069 AR RGT 02 HHC HOME DET	0	Office.ContractingOfficeCode
W8070B	10TH MOUNTAIN DIVISION BAND	2	NULL	0	Office.ContractingOfficeCode
W8070L	0003 IN HHC 03 HEADQUARTERS IN	2	0003 AR HQ  03 HOME DET	0	Office.ContractingOfficeCode
W8070N	0069 IN BN  02 CO C ARMOR HBCT	1	0069 AR RGT 02 CO C HOME DET	0	Office.ContractingOfficeCode
W8070P	0015 IN BN  01 CO C ARMOR HBCT	1	0015 IN RGT 01 CO C HOME DET	0	Office.ContractingOfficeCode
W8070T	0010 FA BN  01 HHB 155SP BN HB	2	0010 FA RGT 01 HHB HOME DET	0	Office.ContractingOfficeCode
W8070U	0203 CS BN     CO G FSC ARS	2	0203 CS BN     CO G HOME DET	0	Office.ContractingOfficeCode
W8070W	0028 IN BN  01 BTY E FIELD ART	2	0010 FA RGT 01 BTY B HOME DET	0	Office.ContractingOfficeCode
W8070X	0010 FA BN  01 BTY A HOW 155SP	2	0010 FA RGT 01 BTY A HOME DET	0	Office.ContractingOfficeCode
W8070Y	0015 IN BN  01 CO A RIFLE HBCT	1	0015 IN RGT 01 CO A HOME DET	0	Office.ContractingOfficeCode
W8071A	0001 AR SQ  03 TRP A CAV TRP G	1	0001 AR RGT 03 TRP A HOME DET	0	Office.ContractingOfficeCode
W8071D	0203 CS BN     CO B FIELD MAIN	2	0203 CS BN     CO B HOME DET	0	Office.ContractingOfficeCode
W8071G	0203 CS BN     CO C MD BDE SPT	1	0203 CS BN     CO C HOME DET	0	Office.ContractingOfficeCode
W8071H	0015 IN BN  01 HHC CMB ARMS	1	0015 IN RGT 01 HHC HOME DET	0	Office.ContractingOfficeCode
W8071J	W8WF PA ARNG CSMS 1	2	NULL	0	Office.ContractingOfficeCode
W80723	51ST CHEMICAL COMPANY	2	0051 CM CO     NBC DEF	0	Office.ContractingOfficeCode
W80724	0001 MI BN     HHS CEWI AE	1	NULL	0	Office.ContractingOfficeCode
W80760	0064 CS BN     HHC REAR DET	1	0204 CS BN        REAR D	0	Office.ContractingOfficeCode
W8076G	0735 QM CO     FORCE PROVIDER	1	0735 CS CO     QM SPT	0	Office.ContractingOfficeCode
W8076X	658TH SUPPORT DETACHMENT	2	0658 AQ TM     CNTGNCY CNTRCT	0	Office.ContractingOfficeCode
W8078N	0463 MP CO     MP COMPANY	1	0463 MP CO     COMBAT SUPPORT	0	Office.ContractingOfficeCode
W807A8	0124 SB SQ  03 TRP A RECOSURV	1	0124 MI SQ  03 CO A	1	Office.ContractingOfficeCode
W807A9	0112 CS CO     SUPPORT CO (BFS	1	0112 CS CO      112TH SPT CO	0	Office.ContractingOfficeCode
W807AB	0231 EN CO     ENGR SUPPORT	1	XRP 0231 EN CO     SPT	1	Office.ContractingOfficeCode
W807AE	2D BATTALION, 7TH CAVALRY REGIMENT	1	0111 MD BN     HHSC REAR	1	Office.ContractingOfficeCode
W807AU	0327 EN PLT    QUARRY PLT	1	XRR 0327 EN PLT    QUARRY	1	Office.ContractingOfficeCode
W807B0	0141 IN BN  01 HHC HHC BN IBCT	1	0141 IN BN  01 HHC REAR	0	Office.ContractingOfficeCode
W807C0	0124 AR SQ  03 HHT MOTOR RECON	1	0124 MI SQ  03 HHT	0	Office.ContractingOfficeCode
W807C4	0551 EN CO     MULTIROLE BRIDG	1	NULL	0	Office.ContractingOfficeCode
W807CT	0124 SB SQ  03 TRP B RECOSURV	1	0124 MI SQ  03 CO B	1	Office.ContractingOfficeCode
W807DF	0112 AR SQ  01 HHT REAR	1	0112 AR SQ  04 HHC TANK REAR	0	Office.ContractingOfficeCode
W807DW	0636 CS BN     HHC HHC BSB MNV	1	0636 CS BN      HHC, BSB (FIRE	0	Office.ContractingOfficeCode
W807ED	0144 IN BN  03 HHC IBCT	1	XRQ 0144 IN BN  03 HHC MECH  REAR	0	Office.ContractingOfficeCode
W807F1	0142 IN BN  02 HHC HHC INFANTR	1	0142 IN BN  02 HHC MECH REAR	0	Office.ContractingOfficeCode
W807F3	0142 IN BN  02 CO A RIFLE CO I	1	0142 IN BN  02 CO A MECH REAR	0	Office.ContractingOfficeCode
W807FL	0124 AR SQ  01 HHT HHT RECONNA	1	0124 AR SQ  01 HHT       REAR	0	Office.ContractingOfficeCode
W807FN	0124 AR SQ  01 TRP A MTR RECON	1	0124 AR SQ  01 TRP A  REAR	0	Office.ContractingOfficeCode
W807FR	0124 AR SQ  01 TRP B MTR RECON	1	0124 AR SQ  01 TRP B   REAR	0	Office.ContractingOfficeCode
W807G4	0536 CS BN     CO E FSC FA IBC	1	NULL	0	Office.ContractingOfficeCode
W807G8	0036 CS HQ     SUST BDE W-	1	0036 CS HHC    SPT CMD REAR	0	Office.ContractingOfficeCode
W807GY	436TH CHEMICAL COMPANY	1	0436 CM CO     CHEM HVY	0	Office.ContractingOfficeCode
W807JA	0133 CS CO     FORWARD SUPPORT	1	0133 CS CO      FWD SPT FIRES	0	Office.ContractingOfficeCode
W807JJ	0949 CS BN     CO F FWD SPT CO	1	0949 CS BN     CO G     REAR	0	Office.ContractingOfficeCode
W807ML	0006 JA DET    TM A2 LEGAL SPT	1	0006 JA DET    LEGAL SVC TM5	0	Office.ContractingOfficeCode
W807MM	94TH ARMY BAND	2	NULL	0	Office.ContractingOfficeCode
W807MP	380TH ARMY BAND	1	0380 AG BND    ARMY	0	Office.ContractingOfficeCode
W807MR	0484 AG BND    HQ MUSIC TM F	1	0484 AG BND    US ARMY BAND	0	Office.ContractingOfficeCode
W807MY	0204 AG BND    BND T1 GR ARMY	1	0204 AG BND    DIV ARMY BAND	0	Office.ContractingOfficeCode
W807N6	0172 IN BN  03 CO C RIFLE CO I	1	0172 IN BN  03 CO C MTN REAR	0	Office.ContractingOfficeCode
W807N8	W8SA LA ARNG FMS 6	1	NULL	0	Office.ContractingOfficeCode
W807NK	0159 AV HHC    HHC COMBAT AVN	1	NULL	0	Office.ContractingOfficeCode
W807PC	W1D2 S4 (2-6 ADA BN) LOG	1	NULL	0	Office.ContractingOfficeCode
